unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58935761,2023-09-27T09:59:00.000,2023-09-27T10:07:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11238,15 GREENE AVENUE,GREENE AVENUE,BEND,CUMBERLAND ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-27T10:07:00.000,02 BROOKLYN,3021180042,BROOKLYN,991830,189179,ONLINE,Unspecified,BROOKLYN,40.68592617871584,-73.97266886301655,"{'latitude': '40.68592617871584', 'longitude': '-73.97266886301655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58949538,2023-09-27T09:59:00.000,2023-09-28T12:01:10.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10314,204 MERRILL AVENUE,MERRILL AVENUE,FIRTH ROAD,GRAHAM AVENUE,FIRTH ROAD,GRAHAM AVENUE,ADDRESS,STATEN ISLAND,MERRILL AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T12:00:52.000,02 STATEN ISLAND,,STATEN ISLAND,937705,161901,ONLINE,Unspecified,STATEN ISLAND,40.61093498280399,-74.16763845523121,"{'latitude': '40.61093498280399', 'longitude': '-74.16763845523121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943680,2023-09-27T09:58:58.000,2023-09-27T10:20:20.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10036,572 5 AVENUE,5 AVENUE,EAST   46 STREET,EAST   47 STREET,EAST   46 STREET,EAST   47 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T10:20:23.000,05 MANHATTAN,1012620038,MANHATTAN,990133,214855,MOBILE,Unspecified,MANHATTAN,40.756401886935315,-73.97876527764831,"{'latitude': '40.756401886935315', 'longitude': '-73.97876527764831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940965,2023-09-27T09:58:56.000,2023-09-27T10:47:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,6003 8 AVENUE,8 AVENUE,60 STREET,61 STREET,60 STREET,61 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T10:46:52.000,12 BROOKLYN,3057140009,BROOKLYN,981572,170767,ONLINE,Unspecified,BROOKLYN,40.63539214043464,-74.00964872793561,"{'latitude': '40.63539214043464', 'longitude': '-74.00964872793561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938079,2023-09-27T09:58:55.000,2023-09-27T13:34:08.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11215,355 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-27T09:59:05.000,06 BROOKLYN,3011027504,BROOKLYN,988711,180815,MOBILE,Unspecified,BROOKLYN,40.662971002252945,-73.9839205484147,"{'latitude': '40.662971002252945', 'longitude': '-73.9839205484147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944737,2023-09-27T09:58:54.000,2023-09-27T10:24:24.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10065,870 5 AVENUE,5 AVENUE,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T10:24:27.000,08 MANHATTAN,1013830001,MANHATTAN,992997,219738,PHONE,Unspecified,MANHATTAN,40.76980209396634,-73.9684213000474,"{'latitude': '40.76980209396634', 'longitude': '-73.9684213000474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58937222,2023-09-27T09:58:54.000,2023-09-27T11:28:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11363,37-20 BROOKSIDE STREET,BROOKSIDE STREET,37 AVENUE,38 AVENUE,37 AVENUE,38 AVENUE,ADDRESS,LITTLE NECK,BROOKSIDE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T11:28:19.000,11 QUEENS,4081600122,QUEENS,1055165,221949,PHONE,Unspecified,QUEENS,40.77559057215503,-73.74395777885285,"{'latitude': '40.77559057215503', 'longitude': '-73.74395777885285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935792,2023-09-27T09:58:45.000,2023-09-27T10:17:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10021,270 EAST   70 STREET,EAST   70 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   70 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T10:17:08.000,08 MANHATTAN,,MANHATTAN,995356,218984,PHONE,Unspecified,MANHATTAN,40.767729911188425,-73.95990600958253,"{'latitude': '40.767729911188425', 'longitude': '-73.95990600958253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940493,2023-09-27T09:58:44.000,2023-10-04T15:14:59.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10021,402 EAST   74 STREET,EAST   74 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   74 STREET,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-04T15:15:04.000,08 MANHATTAN,1014680041,MANHATTAN,996805,219432,ONLINE,Unspecified,MANHATTAN,40.76895761556827,-73.95467411001746,"{'latitude': '40.76895761556827', 'longitude': '-73.95467411001746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935934,2023-09-27T09:58:36.000,2023-09-27T11:48:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11434,144-20 175 STREET,175 STREET,SOUTH CONDUIT AVENUE,144 DRIVE,SOUTH CONDUIT AVENUE,144 DRIVE,ADDRESS,JAMAICA,175 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T11:48:04.000,13 QUEENS,4132740159,QUEENS,1046722,182161,PHONE,Unspecified,QUEENS,40.666446193263,-73.77481081907051,"{'latitude': '40.666446193263', 'longitude': '-73.77481081907051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941592,2023-09-27T09:58:31.000,2023-09-27T10:28:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11214,2133 83 STREET,83 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,83 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:28:18.000,11 BROOKLYN,3063180066,BROOKLYN,986078,159510,ONLINE,Unspecified,BROOKLYN,40.60449423525293,-73.99341683646566,"{'latitude': '40.60449423525293', 'longitude': '-73.99341683646566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945493,2023-09-27T09:58:27.000,2023-09-27T09:58:27.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11377,31-17 69 STREET,69 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,WOODSIDE,69 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-27T09:58:27.000,03 QUEENS,4011400052,QUEENS,1012479,215287,PHONE,Unspecified,QUEENS,40.75754451008798,-73.89810549221573,"{'latitude': '40.75754451008798', 'longitude': '-73.89810549221573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945817,2023-09-27T09:58:24.000,2023-09-27T13:34:12.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11215,355 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Unspecified,The Department of Sanitation found an open service request already exists for the same location.,2023-09-27T09:58:30.000,06 BROOKLYN,3011027504,BROOKLYN,988711,180815,MOBILE,Unspecified,BROOKLYN,40.662971002252945,-73.9839205484147,"{'latitude': '40.662971002252945', 'longitude': '-73.9839205484147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58936787,2023-09-27T09:58:16.000,2023-10-21T13:58:03.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,10002,177 CHRYSTIE STREET,CHRYSTIE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-30T16:11:24.000,03 MANHATTAN,1004250026,MANHATTAN,986373,201982,PHONE,Unspecified,MANHATTAN,40.72107039661541,-73.99234108175814,"{'latitude': '40.72107039661541', 'longitude': '-73.99234108175814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935920,2023-09-27T09:58:10.000,2023-09-27T14:37:08.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11209,7204 6 AVENUE,6 AVENUE,72 STREET,72 STREET,72 STREET,72 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,This request required re-assignment to a new DOT unit.,2023-09-27T14:37:15.000,10 BROOKLYN,3059100039,BROOKLYN,978888,168962,PHONE,Unspecified,BROOKLYN,40.63043657996882,-74.0193176392294,"{'latitude': '40.63043657996882', 'longitude': '-74.0193176392294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938882,2023-09-27T09:58:00.000,2023-10-05T12:20:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,640 WEST  153 STREET,WEST  153 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,09 MANHATTAN,1020990049,MANHATTAN,998628,242399,ONLINE,Unspecified,MANHATTAN,40.8319929633005,-73.94804356233797,"{'latitude': '40.8319929633005', 'longitude': '-73.94804356233797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938502,2023-09-27T09:57:56.000,2023-09-27T09:59:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11372,33-34 80 STREET,80 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,JACKSON HEIGHTS,80 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T09:59:44.000,03 QUEENS,4012520001,QUEENS,1015526,214240,ONLINE,Unspecified,QUEENS,40.754660510908366,-73.88711201906968,"{'latitude': '40.754660510908366', 'longitude': '-73.88711201906968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939298,2023-09-27T09:57:54.000,2023-10-06T03:20:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10457,1548 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  172 STREET,MOUNT EDEN PARKWAY,EAST  172 STREET,MOUNT EDEN PARKWAY,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-10-06T03:20:50.000,04 BRONX,,BRONX,1008859,246059,MOBILE,Unspecified,BRONX,40.84201601604616,-73.91105934330544,"{'latitude': '40.84201601604616', 'longitude': '-73.91105934330544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58937995,2023-09-27T09:57:52.000,2023-09-30T11:32:37.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10468,KINGSBRIDGE ARMORY,KINGSBRIDGE ARMORY,DAVIDSON AVENUE,GRAND AVENUE,DAVIDSON AVENUE,GRAND AVENUE,UNRECOGNIZED,BRONX,KINGSBRIDGE ARMORY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T11:32:43.000,07 BRONX,,BRONX,1012548,255658,ONLINE,Unspecified,BRONX,40.86835133785983,-73.89768622878745,"{'latitude': '40.86835133785983', 'longitude': '-73.89768622878745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938080,2023-09-27T09:57:51.000,2023-09-27T13:33:54.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11215,361 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-27T09:58:00.000,06 BROOKLYN,3011020012,BROOKLYN,988754,180787,MOBILE,Unspecified,BROOKLYN,40.66289412667831,-73.98376557577134,"{'latitude': '40.66289412667831', 'longitude': '-73.98376557577134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943041,2023-09-27T09:57:47.000,2023-09-27T11:14:35.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11217,448 STATE STREET,STATE STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T11:14:37.000,02 BROOKLYN,3001780038,BROOKLYN,989073,189518,MOBILE,Unspecified,BROOKLYN,40.68685858777251,-73.9826095098116,"{'latitude': '40.68685858777251', 'longitude': '-73.9826095098116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58940470,2023-09-27T09:57:42.000,2023-09-27T10:42:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,250 CLINTON STREET,CLINTON STREET,MADISON STREET,CHERRY STREET,MADISON STREET,CHERRY STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T10:43:01.000,03 MANHATTAN,1002580001,MANHATTAN,987926,198524,ONLINE,Unspecified,MANHATTAN,40.71157850602321,-73.98674037949098,"{'latitude': '40.71157850602321', 'longitude': '-73.98674037949098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941738,2023-09-27T09:57:41.000,2023-09-27T15:11:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,3570 NETHERLAND AVENUE,NETHERLAND AVENUE,WEST  235 STREET,WEST  236 STREET,WEST  235 STREET,WEST  236 STREET,ADDRESS,BRONX,NETHERLAND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:11:16.000,08 BRONX,2057940494,BRONX,1008989,262264,MOBILE,Unspecified,BRONX,40.88649344722626,-73.91052968427631,"{'latitude': '40.88649344722626', 'longitude': '-73.91052968427631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942166,2023-09-27T09:57:39.000,2023-09-27T10:34:50.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10040,124 FT GEORGE AVENUE,FT GEORGE AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,FORT GEORGE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:34:55.000,12 MANHATTAN,1021610033,MANHATTAN,1004299,251548,MOBILE,Unspecified,MANHATTAN,40.85709322339035,-73.92752345251631,"{'latitude': '40.85709322339035', 'longitude': '-73.92752345251631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943712,2023-09-27T09:57:31.000,2023-09-27T10:31:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,BEACH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T10:31:22.000,09 BRONX,2035980017,BRONX,1022009,238046,ONLINE,Unspecified,BRONX,40.819976219579004,-73.86357841506774,"{'latitude': '40.819976219579004', 'longitude': '-73.86357841506774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943173,2023-09-27T09:57:29.000,2023-10-13T05:39:15.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11356,118-06 14 AVENUE,14 AVENUE,118 STREET,119 STREET,118 STREET,119 STREET,ADDRESS,COLLEGE POINT,14 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-28T00:34:35.000,07 QUEENS,4040530013,QUEENS,1025964,225625,ONLINE,Unspecified,QUEENS,40.785866241693874,-73.84936637342038,"{'latitude': '40.785866241693874', 'longitude': '-73.84936637342038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58944399,2023-09-27T09:57:23.000,2023-09-28T11:05:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10029,170 EAST  105 STREET,EAST  105 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST  105 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T11:05:13.000,11 MANHATTAN,1016320042,MANHATTAN,999204,227549,MOBILE,Unspecified,MANHATTAN,40.791232896213714,-73.94599520870413,"{'latitude': '40.791232896213714', 'longitude': '-73.94599520870413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942322,2023-09-27T09:57:21.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Posted Notice Or Order Removed/Tampered With,,11237,251 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-14T00:00:00.000,04 BROOKLYN,3033120005,BROOKLYN,1008307,195254,UNKNOWN,Unspecified,BROOKLYN,40.70257119073185,-73.9132362235334,"{'latitude': '40.70257119073185', 'longitude': '-73.9132362235334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942301,2023-09-27T09:57:21.000,2023-10-05T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11366,76-15 172 STREET,172 STREET,,,,,ADDRESS,FRESH MEADOWS,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-05T00:00:00.000,08 QUEENS,4070080078,QUEENS,1040456,203840,UNKNOWN,Unspecified,QUEENS,40.725991845230574,-73.7972165175552,"{'latitude': '40.725991845230574', 'longitude': '-73.7972165175552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58941567,2023-09-27T09:57:07.000,2023-09-27T20:24:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11420,126-18 150 AVENUE,150 AVENUE,126 STREET,127 STREET,126 STREET,127 STREET,ADDRESS,SOUTH OZONE PARK,150 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T20:24:45.000,10 QUEENS,4118950039,QUEENS,1035733,181800,MOBILE,Unspecified,QUEENS,40.66552605036597,-73.81442485311418,"{'latitude': '40.66552605036597', 'longitude': '-73.81442485311418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941945,2023-09-27T09:57:06.000,2023-09-27T12:03:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11109,49-09 CENTER BOULEVARD,CENTER BOULEVARD,49 AVENUE,50 AVENUE,49 AVENUE,50 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T12:03:11.000,02 QUEENS,,QUEENS,995638,210350,ONLINE,Unspecified,QUEENS,40.744031423846515,-73.95890257966691,"{'latitude': '40.744031423846515', 'longitude': '-73.95890257966691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58942009,2023-09-27T09:56:59.000,2023-09-27T13:31:51.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11215,351 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation removed the items.,2023-09-27T11:46:33.000,06 BROOKLYN,3011027504,BROOKLYN,988682,180833,MOBILE,Unspecified,BROOKLYN,40.663020422834016,-73.98402506563122,"{'latitude': '40.663020422834016', 'longitude': '-73.98402506563122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939320,2023-09-27T09:56:56.000,2023-10-12T14:20:57.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11235,2753 EAST   21 STREET,EAST   21 STREET,KENMORE COURT,SHORE PARKWAY,KENMORE COURT,SHORE PARKWAY,ADDRESS,BROOKLYN,EAST   21 STREET,Closed,The Department of Sanitation cleaned the location.,2023-10-12T06:07:34.000,15 BROOKLYN,3087770035,BROOKLYN,998794,152439,ONLINE,Unspecified,BROOKLYN,40.58507402044116,-73.94763802306478,"{'latitude': '40.58507402044116', 'longitude': '-73.94763802306478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945709,2023-09-27T09:56:48.000,2023-09-30T10:52:45.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11203,937 UTICA AVENUE,UTICA AVENUE,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,UTICA AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:52:48.000,17 BROOKLYN,3046980043,BROOKLYN,1003613,176225,ONLINE,Unspecified,BROOKLYN,40.65035241370801,-73.93022022729718,"{'latitude': '40.65035241370801', 'longitude': '-73.93022022729718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
59002476,2023-09-27T09:56:39.000,2023-09-28T11:04:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11233,1910 EASTERN PARKWAY,EASTERN PARKWAY,HERKIMER STREET,FULTON STREET,HERKIMER STREET,FULTON STREET,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-28T11:01:22.000,16 BROOKLYN,3015530051,BROOKLYN,1009785,186130,ONLINE,Unspecified,BROOKLYN,40.677523783582075,-73.9079402677189,"{'latitude': '40.677523783582075', 'longitude': '-73.9079402677189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943542,2023-09-27T09:56:30.000,2023-09-27T10:32:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11217,474 WARREN STREET,WARREN STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,BROOKLYN,WARREN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:32:05.000,06 BROOKLYN,3003990021,BROOKLYN,988115,188255,PHONE,Unspecified,BROOKLYN,40.68339241162685,-73.9860645343757,"{'latitude': '40.68339241162685', 'longitude': '-73.9860645343757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58939977,2023-09-27T09:56:29.000,2023-09-27T10:16:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,52 SHERMAN AVENUE,SHERMAN AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T10:16:20.000,12 MANHATTAN,1021750080,MANHATTAN,1004323,253722,ONLINE,Unspecified,MANHATTAN,40.86306014302563,-73.92743018252638,"{'latitude': '40.86306014302563', 'longitude': '-73.92743018252638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935838,2023-09-27T09:56:28.000,2023-09-27T10:06:55.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10002,99 SUFFOLK STREET,SUFFOLK STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,SUFFOLK STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T10:07:00.000,03 MANHATTAN,1003530069,MANHATTAN,988068,201129,MOBILE,Unspecified,MANHATTAN,40.718728547929224,-73.9862266969104,"{'latitude': '40.718728547929224', 'longitude': '-73.9862266969104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58938078,2023-09-27T09:56:25.000,2023-09-27T13:34:02.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11215,361 15 STREET,15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-27T09:56:34.000,06 BROOKLYN,3011020012,BROOKLYN,988754,180787,MOBILE,Unspecified,BROOKLYN,40.66289412667831,-73.98376557577134,"{'latitude': '40.66289412667831', 'longitude': '-73.98376557577134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
