unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58803168,2023-09-13T08:28:32.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10026,265 WEST  114 STREET,WEST  114 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,PHONE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58800552,2023-09-13T08:28:32.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10026,265 WEST  114 STREET,WEST  114 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,PHONE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58807052,2023-09-13T08:28:32.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10026,265 WEST  114 STREET,WEST  114 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,PHONE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58800565,2023-09-13T08:28:32.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10026,265 WEST  114 STREET,WEST  114 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,PHONE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58800279,2023-09-13T08:28:11.000,2023-09-14T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,10001,20 WEST   33 STREET,WEST   33 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-14T00:00:00.000,05 MANHATTAN,1008347501,MANHATTAN,988137,211848,UNKNOWN,Unspecified,MANHATTAN,40.748149536246096,-73.98597158917686,"{'latitude': '40.748149536246096', 'longitude': '-73.98597158917686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58804282,2023-09-13T08:28:10.000,2023-09-13T08:28:10.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11420,133-11 122 PLACE,122 PLACE,ADDRESS,SOUTH OZONE PARK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-13T00:00:00.000,10 QUEENS,4117440031,QUEENS,1035096,183942,UNKNOWN,Unspecified,QUEENS,40.67140903098991,-73.8167048146334,"{'latitude': '40.67140903098991', 'longitude': '-73.8167048146334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58802556,2023-09-13T08:28:09.000,2023-09-13T08:28:09.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11221,564 KOSCIUSZKO STREET,KOSCIUSZKO STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,2023-09-13T00:00:00.000,03 BROOKLYN,3016070039,BROOKLYN,1003276,191731,UNKNOWN,Unspecified,BROOKLYN,40.69291362649703,-73.93139092973881,"{'latitude': '40.69291362649703', 'longitude': '-73.93139092973881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58802532,2023-09-13T08:28:04.000,2023-09-13T09:59:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11249,2 NORTH    6 PLACE,NORTH    6 PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T09:59:46.000,01 BROOKLYN,3023240030,BROOKLYN,994450,201757,ONLINE,Unspecified,BROOKLYN,40.720447200345035,-73.96320290260007,"{'latitude': '40.720447200345035', 'longitude': '-73.96320290260007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 PLACE,,,,,,,
58809424,2023-09-13T08:28:02.000,2023-09-13T08:57:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,720 SARATOGA AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T08:57:20.000,16 BROOKLYN,3035530053,BROOKLYN,1007570,180962,PHONE,Unspecified,BROOKLYN,40.66334489812152,-73.9159437417122,"{'latitude': '40.66334489812152', 'longitude': '-73.9159437417122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,SARATOGA AVENUE,,,,,,,
58801553,2023-09-13T08:27:43.000,2023-09-13T08:58:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11223,2132 MCDONALD AVENUE,MCDONALD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T08:59:00.000,11 BROOKLYN,3070870026,BROOKLYN,991818,158077,ONLINE,Unspecified,BROOKLYN,40.60055789877288,-73.97274702125873,"{'latitude': '40.60055789877288', 'longitude': '-73.97274702125873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE S,AVENUE T,AVENUE S,AVENUE T,MCDONALD AVENUE,,,,,,,
58805547,2023-09-13T08:27:36.000,2023-09-13T08:47:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11213,ATLANTIC AVENUE,ATLANTIC AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T08:47:17.000,03 BROOKLYN,,BROOKLYN,1000510,186299,PHONE,Unspecified,BROOKLYN,40.678009545948996,-73.94137842231154,"{'latitude': '40.678009545948996', 'longitude': '-73.94137842231154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ATLANTIC AVENUE,KINGSTON AVENUE,ATLANTIC AVENUE,KINGSTON AVENUE,,,,,,,,
58802447,2023-09-13T08:27:35.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-04T00:30:57.000,Unspecified MANHATTAN,,MANHATTAN,1000435,241862,MOBILE,Unspecified,MANHATTAN,40.830515926193684,-73.94151507239005,"{'latitude': '40.830515926193684', 'longitude': '-73.94151507239005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,C,C Uptown,Platform,,,
58809367,2023-09-13T08:27:32.000,2023-09-13T08:55:23.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11432,179-01 90 AVENUE,90 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T08:55:27.000,12 QUEENS,4099140001,QUEENS,1044293,198250,PHONE,Unspecified,QUEENS,40.71062347281099,-73.78342306979552,"{'latitude': '40.71062347281099', 'longitude': '-73.78342306979552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",179 STREET,179 PLACE,179 STREET,179 PLACE,90 AVENUE,,,,,,,
58801482,2023-09-13T08:27:23.000,2023-09-13T09:40:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T09:40:31.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,,,,,,,
58801225,2023-09-13T08:27:04.000,2023-09-20T07:04:03.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11211,390 UNION AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T13:19:45.000,01 BROOKLYN,3027730006,BROOKLYN,997754,198706,ONLINE,Unspecified,BROOKLYN,40.712068510895605,-73.95128965173927,"{'latitude': '40.712068510895605', 'longitude': '-73.95128965173927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOPE STREET,AINSLIE STREET,HOPE STREET,AINSLIE STREET,UNION AVENUE,,,,,,,
58803023,2023-09-13T08:27:03.000,2023-09-13T10:45:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11415,80-15 GRENFELL STREET,GRENFELL STREET,ADDRESS,KEW GARDENS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T10:45:37.000,09 QUEENS,4033350008,QUEENS,1030112,198659,MOBILE,Unspecified,QUEENS,40.711830949212164,-73.83457144232327,"{'latitude': '40.711830949212164', 'longitude': '-73.83457144232327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION TURNPIKE,80 ROAD,UNION TURNPIKE,80 ROAD,GRENFELL STREET,,,,,,,
58801188,2023-09-13T08:26:56.000,2023-09-23T13:34:20.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11216,1240 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-01T13:18:00.000,03 BROOKLYN,3020007501,BROOKLYN,997126,187617,ONLINE,Unspecified,BROOKLYN,40.68163272568132,-73.95357611171455,"{'latitude': '40.68163272568132', 'longitude': '-73.95357611171455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HANCOCK STREET,HALSEY STREET,HANCOCK STREET,HALSEY STREET,BEDFORD AVENUE,,,,,,,
58805794,2023-09-13T08:26:28.000,2023-09-14T07:30:10.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58807042,2023-09-13T08:26:28.000,2023-09-14T07:30:10.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58800678,2023-09-13T08:26:28.000,2023-09-14T07:30:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2710 MORRIS AVENUE,MORRIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,07 BRONX,2033160020,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,40.8679185556592,-73.89560433136421,"{'latitude': '40.8679185556592', 'longitude': '-73.89560433136421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58803803,2023-09-13T08:26:04.000,2023-09-13T09:05:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10282,300 NORTH END AVENUE,NORTH END AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T09:05:07.000,01 MANHATTAN,1000167519,MANHATTAN,980143,200326,ONLINE,Unspecified,MANHATTAN,40.716524376242766,-74.01481537064902,"{'latitude': '40.716524376242766', 'longitude': '-74.01481537064902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PLACE WEST,WARREN STREET,PARK PLACE WEST,WARREN STREET,NORTH END AVENUE,,,,,,,
58803972,2023-09-13T08:26:00.000,2023-09-14T09:43:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10007,111 MURRAY STREET,MURRAY STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-14T09:43:00.000,01 MANHATTAN,1001427503,MANHATTAN,980777,199811,ONLINE,Unspecified,MANHATTAN,40.71511109612071,-74.01252804752438,"{'latitude': '40.71511109612071', 'longitude': '-74.01252804752438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREENWICH ST,JOE DIMAGGIO HWY,,,,N/A,,,,,,
58802708,2023-09-13T08:26:00.000,2023-09-13T09:28:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10460,2293 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T09:28:00.000,06 BRONX,2031130039,BRONX,1016752,249127,MOBILE,Unspecified,BRONX,40.85041124255481,-73.8825180037098,"{'latitude': '40.85041124255481', 'longitude': '-73.8825180037098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GROTE ST,E 183 ST,,,,,,,,,,
58810362,2023-09-13T08:25:56.000,2023-09-15T12:42:28.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,11105,21 AVENUE,21 AVENUE,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T08:47:29.000,01 QUEENS,,QUEENS,1010097,222262,PHONE,Unspecified,QUEENS,40.77669635053384,-73.90667665496079,"{'latitude': '40.77669635053384', 'longitude': '-73.90667665496079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",21 AVENUE,35 STREET,21 AVENUE,35 STREET,,,,,,,,
58807039,2023-09-13T08:25:47.000,2023-09-14T13:01:47.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10040,560 WEST  192 STREET,WEST  192 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,12 MANHATTAN,1021610114,MANHATTAN,1004130,251123,PHONE,Unspecified,MANHATTAN,40.855927108025995,-73.92813564271297,"{'latitude': '40.855927108025995', 'longitude': '-73.92813564271297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58805811,2023-09-13T08:25:47.000,2023-09-14T13:01:47.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10040,560 WEST  192 STREET,WEST  192 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,12 MANHATTAN,1021610114,MANHATTAN,1004130,251123,PHONE,Unspecified,MANHATTAN,40.855927108025995,-73.92813564271297,"{'latitude': '40.855927108025995', 'longitude': '-73.92813564271297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58808434,2023-09-13T08:25:47.000,2023-09-14T13:01:47.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10040,560 WEST  192 STREET,WEST  192 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,12 MANHATTAN,1021610114,MANHATTAN,1004130,251123,PHONE,Unspecified,MANHATTAN,40.855927108025995,-73.92813564271297,"{'latitude': '40.855927108025995', 'longitude': '-73.92813564271297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58809720,2023-09-13T08:25:47.000,2023-09-14T13:01:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10040,560 WEST  192 STREET,WEST  192 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-14T00:00:00.000,12 MANHATTAN,1021610114,MANHATTAN,1004130,251123,PHONE,Unspecified,MANHATTAN,40.855927108025995,-73.92813564271297,"{'latitude': '40.855927108025995', 'longitude': '-73.92813564271297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58809801,2023-09-13T08:25:46.000,2023-09-14T13:01:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10040,560 WEST  192 STREET,WEST  192 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,12 MANHATTAN,1021610114,MANHATTAN,1004130,251123,PHONE,Unspecified,MANHATTAN,40.855927108025995,-73.92813564271297,"{'latitude': '40.855927108025995', 'longitude': '-73.92813564271297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58804562,2023-09-13T08:25:46.000,2023-09-14T13:01:47.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10040,560 WEST  192 STREET,WEST  192 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-14T00:00:00.000,12 MANHATTAN,1021610114,MANHATTAN,1004130,251123,PHONE,Unspecified,MANHATTAN,40.855927108025995,-73.92813564271297,"{'latitude': '40.855927108025995', 'longitude': '-73.92813564271297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58801608,2023-09-13T08:25:43.000,2023-09-13T08:44:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,4 NORTH HENRY STREET,NORTH HENRY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T08:44:50.000,01 BROOKLYN,3028320027,BROOKLYN,1000189,201329,PHONE,Unspecified,BROOKLYN,40.7192639651061,-73.94250014237409,"{'latitude': '40.7192639651061', 'longitude': '-73.94250014237409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHARDSON STREET,HERBERT STREET,RICHARDSON STREET,HERBERT STREET,NORTH HENRY STREET,,,,,,,
58807218,2023-09-13T08:25:35.000,2023-09-14T22:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11215,7 STREET,7 STREET,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,2023-09-14T22:50:00.000,06 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,8 AVENUE,PROSPECT PARK WEST,,,,N/A,,,,,,
58809046,2023-09-13T08:25:32.000,2023-09-13T10:03:07.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11435,137-15 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,JAMAICA,Closed,N/A,2023-09-13T10:03:11.000,12 QUEENS,,QUEENS,1035327,195261,ONLINE,Unspecified,QUEENS,40.70247569352552,-73.81578627409291,"{'latitude': '40.70247569352552', 'longitude': '-73.81578627409291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN WYCK EXPRESSWAY,138 STREET,VAN WYCK EXPRESSWAY,138 STREET,JAMAICA AVENUE,,,,,,,
58803778,2023-09-13T08:25:13.000,2023-09-16T11:40:04.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11230,1312 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-15T05:06:20.000,12 BROOKLYN,3065680013,BROOKLYN,992853,163864,ONLINE,Unspecified,BROOKLYN,40.616441082468555,-73.96901253108153,"{'latitude': '40.616441082468555', 'longitude': '-73.96901253108153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE M,AVENUE N,AVENUE M,AVENUE N,OCEAN PARKWAY,,,,,,,
58806781,2023-09-13T08:25:06.000,2023-09-13T10:40:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,72-03 HARROW STREET,HARROW STREET,ADDRESS,FOREST HILLS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T10:40:14.000,06 QUEENS,4032670065,QUEENS,1027078,199576,PHONE,Unspecified,QUEENS,40.714363098314394,-73.84550950924454,"{'latitude': '40.714363098314394', 'longitude': '-73.84550950924454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 AVENUE,CRANFORD STREET,72 AVENUE,CRANFORD STREET,HARROW STREET,,,,,,,
58807442,2023-09-13T08:24:59.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Odor,Restaurant/Bar/Deli/Bakery,10469,3636 BOSTON ROAD,BOSTON ROAD,ADDRESS,BRONX,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-13T09:44:46.000,12 BRONX,2048830012,BRONX,1027845,259798,MOBILE,Unspecified,BRONX,40.879652052382454,-73.84235181349867,"{'latitude': '40.879652052382454', 'longitude': '-73.84235181349867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  223 STREET,BRUNER AVENUE,EAST  223 STREET,BRUNER AVENUE,BOSTON ROAD,,,,,,,
58808020,2023-09-13T08:24:55.000,2023-09-13T08:49:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,277 SEVENTH STREET,SEVENTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T08:49:07.000,06 BROOKLYN,3009930072,BROOKLYN,987859,183818,MOBILE,Unspecified,BROOKLYN,40.671213957156894,-73.98698993216962,"{'latitude': '40.671213957156894', 'longitude': '-73.98698993216962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,7 STREET,,,,,,,
58803033,2023-09-13T08:24:49.000,2023-09-13T09:02:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,3171 VILLA AVENUE,VILLA AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T09:02:17.000,07 BRONX,2033220041,BRONX,1015524,258637,PHONE,Unspecified,BRONX,40.87651772995291,-73.8869123597225,"{'latitude': '40.87651772995291', 'longitude': '-73.8869123597225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  205 STREET,VAN CORTLANDT AVENUE EAST,EAST  205 STREET,VAN CORTLANDT AVENUE EAST,VILLA AVENUE,,,,,,,
58800149,2023-09-13T08:24:47.000,2023-09-13T08:38:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11231,94 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T08:38:05.000,06 BROOKLYN,3003410024,BROOKLYN,983215,188688,PHONE,Unspecified,BROOKLYN,40.684581681163365,-74.00373181477279,"{'latitude': '40.684581681163365', 'longitude': '-74.00373181477279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN BRUNT STREET,COLUMBIA STREET,VAN BRUNT STREET,COLUMBIA STREET,UNION STREET,,,,,,,
58801484,2023-09-13T08:24:45.000,2023-09-13T11:04:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,185 PLYMOUTH STREET,PLYMOUTH STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T11:04:32.000,02 BROOKLYN,3000207501,BROOKLYN,988190,195668,MOBILE,Unspecified,BROOKLYN,40.70373934764635,-73.98578978197078,"{'latitude': '40.70373934764635', 'longitude': '-73.98578978197078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAY STREET,BRIDGE STREET,JAY STREET,BRIDGE STREET,PLYMOUTH STREET,,,,,,,
