unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction
58845348,2023-09-18T09:56:56.000,2023-09-18T10:13:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11221,688 BUSHWICK AVENUE,BUSHWICK AVENUE,WILLOUGHBY AVENUE,SUYDAM STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T10:13:21.000,04 BROOKLYN,,BROOKLYN,1003237,193182,MOBILE,Unspecified,BROOKLYN,40.696896367565785,-73.93152747633764,"{'latitude': '40.696896367565785', 'longitude': '-73.93152747633764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WILLOUGHBY AVENUE,SUYDAM STREET,BUSHWICK AVENUE,,,,,
58853811,2023-09-18T09:56:52.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,10457,1684 GRAND CONCOURSE,GRAND CONCOURSE,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T11:58:32.000,04 BRONX,2028230036,BRONX,1008712,246854,ONLINE,Unspecified,BRONX,40.844198465750026,-73.91158772324496,"{'latitude': '40.844198465750026', 'longitude': '-73.91158772324496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building,EAST  173 STREET,EAST  174 STREET,GRAND CONCOURSE,,,,,
58851654,2023-09-18T09:56:37.000,2023-09-18T11:55:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11432,80-60 162 STREET,162 STREET,UNION TURNPIKE,GOETHALS AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T11:55:52.000,08 QUEENS,4068560002,QUEENS,1038247,201627,ONLINE,Unspecified,QUEENS,40.719931470873235,-73.80520401252186,"{'latitude': '40.719931470873235', 'longitude': '-73.80520401252186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,UNION TURNPIKE,GOETHALS AVENUE,162 STREET,,,,,
58852202,2023-09-18T09:56:31.000,2023-10-01T20:01:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,10466,680 EAST  235 STREET,EAST  235 STREET,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,12 BRONX,2049950074,BRONX,1023660,265437,PHONE,Unspecified,BRONX,40.895148994407585,-73.8574523937246,"{'latitude': '40.895148994407585', 'longitude': '-73.8574523937246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58847186,2023-09-18T09:56:15.000,2023-09-21T18:10:30.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11237,321 TROUTMAN STREET,TROUTMAN STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 BROOKLYN,3031750037,BROOKLYN,1005054,195935,PHONE,Unspecified,BROOKLYN,40.70444862090785,-73.92496635631286,"{'latitude': '40.70444862090785', 'longitude': '-73.92496635631286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58848821,2023-09-18T09:56:10.000,2023-09-18T12:17:32.000,NYPD,New York City Police Department,Encampment,N/A,11418,108-12 MYRTLE AVENUE,MYRTLE AVENUE,MEMORIAL DRIVE,109 STREET,ADDRESS,RICHMOND HILL,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T12:17:34.000,09 QUEENS,,QUEENS,1028195,194740,PHONE,Unspecified,QUEENS,40.70108396570952,-73.84151180299365,"{'latitude': '40.70108396570952', 'longitude': '-73.84151180299365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,MEMORIAL DRIVE,109 STREET,MYRTLE AVENUE,,,,,
58849868,2023-09-18T09:56:07.000,2023-11-21T14:05:15.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11412,191-54 115 AVENUE,115 AVENUE,DORMANS ROAD,194 STREET,ADDRESS,SAINT ALBANS,,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-21T14:05:19.000,12 QUEENS,4110320033,QUEENS,1050454,192944,PHONE,Unspecified,QUEENS,40.69601584824152,-73.76125242329981,"{'latitude': '40.69601584824152', 'longitude': '-73.76125242329981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,DORMANS ROAD,194 STREET,115 AVENUE,,,,,
58848952,2023-09-18T09:56:04.000,2023-09-19T13:35:58.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,11432,178-02 JAMAICA AVENUE,JAMAICA AVENUE,178 STREET,178 PLACE,ADDRESS,JAMAICA,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T13:35:58.000,12 QUEENS,4103170008,QUEENS,1044360,197276,PHONE,Unspecified,QUEENS,40.70794962688768,-73.7831900952822,"{'latitude': '40.70794962688768', 'longitude': '-73.7831900952822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,178 STREET,178 PLACE,JAMAICA AVENUE,,,,,
58851453,2023-09-18T09:56:01.000,2023-09-18T11:02:27.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,11201,268 LIVINGSTON STREET,LIVINGSTON STREET,ELM PLACE,BOND STREET,ADDRESS,BROOKLYN,,Closed,N/A,2023-09-18T11:02:33.000,02 BROOKLYN,3001650029,BROOKLYN,988733,190254,ONLINE,Unspecified,BROOKLYN,40.68887891759485,-73.98383497208559,"{'latitude': '40.68887891759485', 'longitude': '-73.98383497208559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ELM PLACE,BOND STREET,LIVINGSTON STREET,,,,,
58852989,2023-09-18T09:55:32.000,2023-09-18T11:39:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,11217,134 FT GREENE PLACE,FT GREENE PLACE,LAFAYETTE AVENUE,HANSON PLACE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T11:39:23.000,02 BROOKLYN,3021120053,BROOKLYN,990825,189093,MOBILE,Unspecified,BROOKLYN,40.68569093201672,-73.97629266609815,"{'latitude': '40.68569093201672', 'longitude': '-73.97629266609815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,LAFAYETTE AVENUE,HANSON PLACE,FORT GREENE PLACE,,,,,
58847347,2023-09-18T09:55:03.000,2023-09-18T09:55:03.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,10451,463 EAST  159 STREET,EAST  159 STREET,ELTON AVENUE,3 AVENUE,ADDRESS,BRONX,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-18T09:55:03.000,03 BRONX,2023810064,BRONX,1008484,238882,MOBILE,Unspecified,BRONX,40.82231826143657,-73.91244057680717,"{'latitude': '40.82231826143657', 'longitude': '-73.91244057680717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Vacant Lot,ELTON AVENUE,3 AVENUE,EAST  159 STREET,,,,,
58852764,2023-09-18T09:54:30.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,11212,546 THOMAS S BOYLAND STREET,THOMAS S BOYLAND STREET,PITKIN AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,,In Progress,,2023-09-18T10:18:13.000,16 BROOKLYN,3035180063,BROOKLYN,1008348,182502,ONLINE,Unspecified,BROOKLYN,40.66756977085773,-73.9131339607152,"{'latitude': '40.66756977085773', 'longitude': '-73.9131339607152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,PITKIN AVENUE,SUTTER AVENUE,THOMAS S BOYLAND STREET,,,,,
58852971,2023-09-18T09:54:29.000,2023-09-18T16:31:58.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11434,165-45 144 TERRACE,144 TERRACE,ROCKAWAY BOULEVARD,167 STREET,ADDRESS,JAMAICA,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T16:32:01.000,13 QUEENS,4132780076,QUEENS,1046301,181271,ONLINE,Unspecified,QUEENS,40.66400630934763,-73.77633655799525,"{'latitude': '40.66400630934763', 'longitude': '-73.77633655799525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ROCKAWAY BOULEVARD,167 STREET,144 TERRACE,,,,,
58851445,2023-09-18T09:54:27.000,2023-09-18T15:11:47.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,11236,1558 EAST   95 STREET,EAST   95 STREET,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation removed the items.,2023-09-18T12:53:08.000,18 BROOKLYN,,BROOKLYN,1013745,170579,ONLINE,Unspecified,BROOKLYN,40.63482741848385,-73.89373155661114,"{'latitude': '40.63482741848385', 'longitude': '-73.89373155661114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE M,AVENUE N,EAST   95 STREET,,,,,
58850128,2023-09-18T09:54:24.000,2023-09-20T04:02:19.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10452,118 EAST MT EDEN AVENUE,EAST MT EDEN AVENUE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T04:02:21.000,04 BRONX,2028370011,BRONX,1008432,246582,MOBILE,Unspecified,BRONX,40.84345267703155,-73.91260069907524,"{'latitude': '40.84345267703155', 'longitude': '-73.91260069907524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WALTON AVENUE,GRAND CONCOURSE,EAST MOUNT EDEN AVENUE,,,,,
58848052,2023-09-18T09:54:08.000,2023-09-18T10:03:28.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11223,1815 STILLWELL AVENUE,STILLWELL AVENUE,24 AVENUE,81 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:03:38.000,11 BROOKLYN,3066670081,BROOKLYN,988059,158671,ONLINE,Unspecified,BROOKLYN,40.60219072098243,-73.98628314832878,"{'latitude': '40.60219072098243', 'longitude': '-73.98628314832878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,24 AVENUE,81 STREET,STILLWELL AVENUE,,,,,
58850636,2023-09-18T09:54:04.000,2023-09-18T10:37:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11422,HOOK CREEK,HOOK CREEK,BROOKVILLE BOULEVARD,BEND,UNRECOGNIZED,ROSEDALE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T10:38:06.000,13 QUEENS,4142600001,QUEENS,1056393,175842,PHONE,Unspecified,QUEENS,40.64902848062187,-73.74001812187828,"{'latitude': '40.64902848062187', 'longitude': '-73.74001812187828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROOKVILLE BOULEVARD,BEND,HOOK CREEK,,,,,
58845990,2023-09-18T09:53:58.000,2023-09-18T10:05:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10007,101 PARK ROW,PARK ROW,ST ANDREWS PLAZA,PEARL STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:05:39.000,01 MANHATTAN,,MANHATTAN,983677,198953,MOBILE,Unspecified,MANHATTAN,40.71275675400267,-74.00206689249943,"{'latitude': '40.71275675400267', 'longitude': '-74.00206689249943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ST ANDREWS PLAZA,PEARL STREET,PARK ROW,,,,,
58851438,2023-09-18T09:53:56.000,2023-09-18T12:31:30.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11205,241 EMERSON PLACE,EMERSON PLACE,STEUBEN STREET,CLASSON AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T12:31:34.000,02 BROOKLYN,3019330102,BROOKLYN,994933,190738,ONLINE,Unspecified,BROOKLYN,40.690202074154904,-73.96147793337231,"{'latitude': '40.690202074154904', 'longitude': '-73.96147793337231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,STEUBEN STREET,CLASSON AVENUE,EMERSON PLACE,,,,,
58855172,2023-09-18T09:53:47.000,2023-09-18T12:45:10.000,DSNY,Department of Sanitation,Obstruction,Cone,11210,1784 NEW YORK AVENUE,NEW YORK AVENUE,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T12:45:10.000,18 BROOKLYN,3075960052,BROOKLYN,999693,168396,ONLINE,Unspecified,BROOKLYN,40.62887119144693,-73.94436491550972,"{'latitude': '40.62887119144693', 'longitude': '-73.94436491550972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE I,AVENUE J,NEW YORK AVENUE,,,,,
58850798,2023-09-18T09:53:41.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58854549,2023-09-18T09:53:41.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58853793,2023-09-18T09:53:39.000,2023-11-16T14:29:19.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,10467,3545 JEROME AVENUE,JEROME AVENUE,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,ADDRESS,BRONX,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-16T14:29:25.000,26 BRONX,2059000001,BRONX,1017789,263252,ONLINE,Unspecified,BRONX,40.889176136507665,-73.87869895902735,"{'latitude': '40.889176136507665', 'longitude': '-73.87869895902735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,JEROME AVENUE,,,,,
58850960,2023-09-18T09:53:34.000,2023-10-02T08:18:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11355,43-44 KISSENA BOULEVARD,KISSENA BOULEVARD,,,ADDRESS,FLUSHING,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,07 QUEENS,4051370093,QUEENS,1033115,214233,PHONE,Unspecified,QUEENS,40.75456158754533,-73.8236262566666,"{'latitude': '40.75456158754533', 'longitude': '-73.8236262566666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58846705,2023-09-18T09:53:32.000,2023-09-18T12:46:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,11208,48 WELLS STREET,WELLS STREET,CRYSTAL STREET,CHESTNUT COURT,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T12:46:29.000,05 BROOKLYN,3041570066,BROOKLYN,1018994,186474,ONLINE,Unspecified,BROOKLYN,40.678436630439954,-73.87473790400904,"{'latitude': '40.678436630439954', 'longitude': '-73.87473790400904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CRYSTAL STREET,CHESTNUT COURT,WELLS STREET,,,,,
58847244,2023-09-18T09:53:31.000,2023-11-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10462,1566 UNION PORT ROAD,UNION PORT ROAD,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-17T00:00:00.000,09 BRONX,2039447501,BRONX,1022518,245157,UNKNOWN,Unspecified,BRONX,40.83949166335741,-73.8616988609416,"{'latitude': '40.83949166335741', 'longitude': '-73.8616988609416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58847286,2023-09-18T09:53:24.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11226,37 ST PAULS PLACE,ST PAULS PLACE,WOODRUFF AVENUE,CROOKE AVENUE,ADDRESS,BROOKLYN,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-22T15:46:56.000,14 BROOKLYN,3050590008,BROOKLYN,994341,177148,PHONE,Unspecified,BROOKLYN,40.65290126684428,-73.96363298383277,"{'latitude': '40.65290126684428', 'longitude': '-73.96363298383277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WOODRUFF AVENUE,CROOKE AVENUE,ST PAULS PLACE,,,,,
58852184,2023-09-18T09:53:22.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58852017,2023-09-18T09:53:22.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58852107,2023-09-18T09:53:22.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58847092,2023-09-18T09:53:22.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58848267,2023-09-18T09:53:22.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58853485,2023-09-18T09:53:22.000,2023-10-05T06:59:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10458,4646 PARK AVENUE,PARK AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,06 BRONX,2030400003,BRONX,1013946,251716,PHONE,Unspecified,BRONX,40.85752715452994,-73.89264911518981,"{'latitude': '40.85752715452994', 'longitude': '-73.89264911518981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58847938,2023-09-18T09:53:21.000,2023-09-18T10:35:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11221,37 DODWORTH STREET,DODWORTH STREET,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:35:46.000,04 BROOKLYN,3032290026,BROOKLYN,1003755,192570,MOBILE,Unspecified,BROOKLYN,40.69521544373155,-73.92966119397583,"{'latitude': '40.69521544373155', 'longitude': '-73.92966119397583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,BUSHWICK AVENUE,DODWORTH STREET,,,,,
58855055,2023-09-18T09:53:17.000,2023-09-18T09:56:13.000,NYPD,New York City Police Department,Encampment,N/A,10011,400 SIXTH AVENUE,SIXTH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T09:56:20.000,02 MANHATTAN,1005720001,MANHATTAN,984391,206578,MOBILE,Unspecified,MANHATTAN,40.733685550509804,-73.99949123319853,"{'latitude': '40.733685550509804', 'longitude': '-73.99949123319853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,GREENWICH AVENUE,CHRISTOPHER STREET,AVENUE OF THE AMERICAS,,,,,
58848084,2023-09-18T09:53:00.000,2023-09-18T13:25:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,10453,,,,,INTERSECTION,BRONX,N/A,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T13:25:00.000,05 BRONX,,BRONX,1010256,248770,UNKNOWN,Unspecified,BRONX,40.849452906477275,-73.90599986315169,"{'latitude': '40.849452906477275', 'longitude': '-73.90599986315169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,EAST TREMONT AVENUE,GRAND CONCOURSE,,,,,,
58854117,2023-09-18T09:53:00.000,2023-09-24T08:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),10004,17 BATTERY PLACE,BATTERY PLACE,WASHINGTON ST,BEND,ADDRESS,NEW YORK,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-24T08:55:00.000,01 MANHATTAN,1000157501,MANHATTAN,979834,196085,ONLINE,Unspecified,MANHATTAN,40.70488368980268,-74.01592725890914,"{'latitude': '40.70488368980268', 'longitude': '-74.01592725890914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58847149,2023-09-18T09:52:53.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11433,106-10 RUSCOE STREET,RUSCOE STREET,,,ADDRESS,JAMAICA,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,12 QUEENS,4102520072,QUEENS,1044918,195297,PHONE,Unspecified,QUEENS,40.70251394657487,-73.78119529102719,"{'latitude': '40.70251394657487', 'longitude': '-73.78119529102719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58850151,2023-09-18T09:52:50.000,2023-09-20T05:23:51.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,11434,160-31 BAISLEY BOULEVARD,BAISLEY BOULEVARD,LAKEVIEW LANE,161 STREET,ADDRESS,JAMAICA,,Closed,The Department of Sanitation collected the requested items.,2023-09-18T14:12:11.000,12 QUEENS,4122540055,QUEENS,1044854,185985,PHONE,Unspecified,QUEENS,40.67695516757369,-73.78150988039194,"{'latitude': '40.67695516757369', 'longitude': '-73.78150988039194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,LAKEVIEW LANE,161 STREET,BAISLEY BOULEVARD,,,,,
