unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,vehicle_type,bridge_highway_direction
58885364,2023-09-21T17:07:28.000,2023-09-21T18:33:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11203,5618 AVENUE D,AVENUE D,EAST   56 STREET,DITMAS AVENUE,EAST   56 STREET,DITMAS AVENUE,ADDRESS,BROOKLYN,AVENUE D,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:33:30.000,17 BROOKLYN,3079320008,BROOKLYN,1005527,173375,PHONE,Unspecified,BROOKLYN,40.64252539055159,-73.92333160676928,"{'latitude': '40.64252539055159', 'longitude': '-73.92333160676928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889995,2023-09-21T17:07:19.000,2023-09-21T17:37:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,516 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T17:37:21.000,05 BROOKLYN,3044520423,BROOKLYN,1019422,177846,ONLINE,Unspecified,BROOKLYN,40.65475302381683,-73.87323985668276,"{'latitude': '40.65475302381683', 'longitude': '-73.87323985668276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888263,2023-09-21T17:07:18.000,2023-09-21T17:37:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,1702 GRAND AVENUE,GRAND AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T17:37:59.000,05 BRONX,2028670030,BRONX,1008027,248407,ONLINE,Unspecified,BRONX,40.84846286296289,-73.91405798979748,"{'latitude': '40.84846286296289', 'longitude': '-73.91405798979748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884311,2023-09-21T17:07:08.000,2023-09-21T18:09:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,845 DEAN STREET,DEAN STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T18:09:32.000,08 BROOKLYN,3011330001,BROOKLYN,994932,186600,ONLINE,Unspecified,BROOKLYN,40.67884421127246,-73.96148809940802,"{'latitude': '40.67884421127246', 'longitude': '-73.96148809940802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891606,2023-09-21T17:07:02.000,2023-09-21T20:29:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11105,28-19 23 AVENUE,23 AVENUE,28 STREET,29 STREET,28 STREET,29 STREET,ADDRESS,ASTORIA,23 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T20:29:08.000,01 QUEENS,4008450063,QUEENS,1007972,221794,MOBILE,Unspecified,QUEENS,40.77541777256768,-73.91435084075295,"{'latitude': '40.77541777256768', 'longitude': '-73.91435084075295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890902,2023-09-21T17:06:39.000,2023-09-21T17:18:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,48-26 47 STREET,47 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,47 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T17:18:19.000,02 QUEENS,4022900001,QUEENS,1006777,208311,PHONE,Unspecified,QUEENS,40.73841351942594,-73.91871060532162,"{'latitude': '40.73841351942594', 'longitude': '-73.91871060532162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887761,2023-09-21T17:06:33.000,2023-09-21T19:01:32.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11434,163-11 FOCH BOULEVARD,FOCH BOULEVARD,GUY R BREWER BOULEVARD,164 STREET,GUY R BREWER BOULEVARD,164 STREET,ADDRESS,JAMAICA,FOCH BOULEVARD,Closed,N/A,2023-09-21T19:01:39.000,12 QUEENS,4123350044,QUEENS,1044476,188673,PHONE,Unspecified,QUEENS,40.68433567447242,-73.78284862078834,"{'latitude': '40.68433567447242', 'longitude': '-73.78284862078834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890132,2023-09-21T17:06:28.000,2023-10-24T10:18:45.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10035,175 EAST  128 STREET,EAST  128 STREET,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,ADDRESS,NEW YORK,EAST  128 STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-24T10:18:51.000,11 MANHATTAN,1017770090,MANHATTAN,1002282,232875,ONLINE,Unspecified,MANHATTAN,40.80584556673413,-73.93486503850421,"{'latitude': '40.80584556673413', 'longitude': '-73.93486503850421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885077,2023-09-21T17:06:28.000,2023-09-22T12:35:52.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10314,10 ANDES PLACE,ANDES PLACE,LA GUARDIA AVENUE,TODT HILL ROAD,LA GUARDIA AVENUE,TODT HILL ROAD,ADDRESS,STATEN ISLAND,ANDES PLACE,Closed,The Department of Sanitation collected the requested items.,2023-09-22T04:28:58.000,02 STATEN ISLAND,5007050099,STATEN ISLAND,951603,160070,ONLINE,Unspecified,STATEN ISLAND,40.605971372146975,-74.11757404781657,"{'latitude': '40.605971372146975', 'longitude': '-74.11757404781657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889494,2023-09-21T17:06:23.000,2023-09-21T17:22:18.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11221,992 MADISON STREET,MADISON STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T17:22:24.000,04 BROOKLYN,3033660033,BROOKLYN,1006778,190403,PHONE,Unspecified,BROOKLYN,40.68926035280629,-73.91876692344452,"{'latitude': '40.68926035280629', 'longitude': '-73.91876692344452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882189,2023-09-21T17:06:17.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2965 BRIGHTON SEVENTH STREET,BRIGHTON SEVENTH STREET,BRIGHTON    7 LANE,OCEAN VIEW AVENUE,BRIGHTON    7 LANE,OCEAN VIEW AVENUE,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,In Progress,,,13 BROOKLYN,3086670727,BROOKLYN,994979,150585,MOBILE,Unspecified,BROOKLYN,40.579990596569125,-73.96137590235747,"{'latitude': '40.579990596569125', 'longitude': '-73.96137590235747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887324,2023-09-21T17:06:13.000,2023-09-21T18:09:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,1787 EAST   51 STREET,EAST   51 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   51 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T18:09:47.000,18 BROOKLYN,3078960006,BROOKLYN,1004890,164097,MOBILE,Unspecified,BROOKLYN,40.617060755006364,-73.92565531101373,"{'latitude': '40.617060755006364', 'longitude': '-73.92565531101373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887542,2023-09-21T17:05:57.000,,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,10003,310 EAST   12 STREET,EAST   12 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   12 STREET,In Progress,,,03 MANHATTAN,1004530011,MANHATTAN,988299,205523,ONLINE,Unspecified,MANHATTAN,40.73078890884715,-73.98539072877799,"{'latitude': '40.73078890884715', 'longitude': '-73.98539072877799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889131,2023-09-21T17:05:54.000,2023-09-23T13:54:19.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,11222,109 JAVA STREET,JAVA STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,JAVA STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T11:08:53.000,01 BROOKLYN,3025400066,BROOKLYN,996321,205762,PHONE,Unspecified,BROOKLYN,40.731437595299994,-73.9564459777519,"{'latitude': '40.731437595299994', 'longitude': '-73.9564459777519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58882757,2023-09-21T17:05:52.000,2023-09-21T19:59:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11435,139-41 87 AVENUE,87 AVENUE,139 STREET,143 STREET,139 STREET,143 STREET,ADDRESS,JAMAICA,87 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T19:59:37.000,08 QUEENS,4097080065,QUEENS,1035677,196864,MOBILE,Unspecified,QUEENS,40.7068735142636,-73.8145117297536,"{'latitude': '40.7068735142636', 'longitude': '-73.8145117297536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891507,2023-09-21T17:05:45.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11249,154 BEDFORD AVENUE,BEDFORD AVENUE,NORTH 9 STREET,NORTH 8 STREET,NORTH    9 STREET,NORTH    8 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T19:40:40.000,01 BROOKLYN,3023110025,BROOKLYN,996213,201110,MOBILE,Unspecified,BROOKLYN,40.718669132903216,-73.95684392772104,"{'latitude': '40.718669132903216', 'longitude': '-73.95684392772104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883693,2023-09-21T17:05:35.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10456,1410 MORRIS AVENUE,MORRIS AVENUE,EAST 170 STREET,EAST 171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T17:32:26.000,04 BRONX,2027860002,BRONX,1008835,244689,MOBILE,Unspecified,BRONX,40.838255833785965,-73.91115110501995,"{'latitude': '40.838255833785965', 'longitude': '-73.91115110501995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888689,2023-09-21T17:05:24.000,2023-09-21T17:37:28.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11239,507 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T17:37:31.000,05 BROOKLYN,3044520451,BROOKLYN,1019433,177859,ONLINE,Unspecified,BROOKLYN,40.654788662239774,-73.87320014483838,"{'latitude': '40.654788662239774', 'longitude': '-73.87320014483838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883166,2023-09-21T17:05:22.000,2023-11-09T12:36:01.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11249,105 SOUTH    5 STREET,SOUTH    5 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-09T00:00:00.000,01 BROOKLYN,3024437501,BROOKLYN,994161,198490,PHONE,Unspecified,BROOKLYN,40.71148039671297,-73.96425029690327,"{'latitude': '40.71148039671297', 'longitude': '-73.96425029690327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885840,2023-09-21T17:05:20.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11211,301 BROADWAY,BROADWAY,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,01 BROOKLYN,3024610029,BROOKLYN,995966,197360,PHONE,Unspecified,BROOKLYN,40.70837660908271,-73.95774149693148,"{'latitude': '40.70837660908271', 'longitude': '-73.95774149693148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881959,2023-09-21T17:05:20.000,2023-09-29T18:04:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891029,2023-09-21T17:05:20.000,,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11211,301 BROADWAY,BROADWAY,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,01 BROOKLYN,3024610029,BROOKLYN,995966,197360,PHONE,Unspecified,BROOKLYN,40.70837660908271,-73.95774149693148,"{'latitude': '40.70837660908271', 'longitude': '-73.95774149693148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889748,2023-09-21T17:05:19.000,2023-09-23T00:01:23.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11212,1015 WINTHROP STREET,WINTHROP STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,17 BROOKLYN,3046100044,BROOKLYN,1004806,179808,PHONE,Unspecified,BROOKLYN,40.660184272547774,-73.9259100120075,"{'latitude': '40.660184272547774', 'longitude': '-73.9259100120075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887213,2023-09-21T17:05:19.000,2023-09-30T10:16:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11213,1043 MONTGOMERY STREET,MONTGOMERY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,09 BROOKLYN,3014200067,BROOKLYN,1003618,181292,PHONE,Unspecified,BROOKLYN,40.664260201638406,-73.93018765556076,"{'latitude': '40.664260201638406', 'longitude': '-73.93018765556076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886963,2023-09-21T17:05:09.000,2023-09-21T17:15:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T17:15:49.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881324,2023-09-21T17:05:00.000,2023-09-21T17:05:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11205,33 FRANKLIN AVENUE,FRANKLIN AVENUE,FLUSHING AVE,PARK AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T17:05:00.000,03 BROOKLYN,3018850023,BROOKLYN,995695,193604,PHONE,Unspecified,BROOKLYN,40.69806762687695,-73.95872535155297,"{'latitude': '40.69806762687695', 'longitude': '-73.95872535155297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885294,2023-09-21T17:05:00.000,2023-09-21T17:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,10459,,,,,WESTCHESTER AVENUE,WHITLOCK AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T17:30:00.000,02 BRONX,,BRONX,1015773,240835,UNKNOWN,Unspecified,BRONX,40.827655681877786,-73.88609567466665,"{'latitude': '40.827655681877786', 'longitude': '-73.88609567466665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58888753,2023-09-21T17:05:00.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2943 BRIGHTON SEVENTH STREET,BRIGHTON SEVENTH STREET,BRIGHTON    7 WALK,BRIGHTON    7 LANE,BRIGHTON    7 WALK,BRIGHTON    7 LANE,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,In Progress,,,13 BROOKLYN,3086670735,BROOKLYN,994933,150748,MOBILE,Unspecified,BROOKLYN,40.58043805489141,-73.96154124341271,"{'latitude': '40.58043805489141', 'longitude': '-73.96154124341271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58885269,2023-09-21T17:05:00.000,2023-10-12T21:00:00.000,DEP,Department of Environmental Protection,Sewer,Defective/Missing Curb Piece (SC4),,10301,29 WALDRON AVENUE,WALDRON AVENUE,E CHESHIRE PL,MELROSE AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection inspected your complaint and repaired the problem. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-12T21:00:00.000,01 STATEN ISLAND,5002430062,STATEN ISLAND,956242,165067,ONLINE,Unspecified,STATEN ISLAND,40.619702974188215,-74.10088801765494,"{'latitude': '40.619702974188215', 'longitude': '-74.10088801765494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891611,2023-09-21T17:04:57.000,2023-09-21T18:05:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10034,ISHAM STREET,ISHAM STREET,COOPER STREET,ISHAM STREET,COOPER STREET,ISHAM STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T18:05:15.000,12 MANHATTAN,,MANHATTAN,1006288,255888,MOBILE,Unspecified,MANHATTAN,40.86900046610155,-73.92031900844592,"{'latitude': '40.86900046610155', 'longitude': '-73.92031900844592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887974,2023-09-21T17:04:55.000,2023-09-21T17:31:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10030,129 WEST  133 STREET,WEST  133 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  133 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T17:31:39.000,10 MANHATTAN,1019180018,MANHATTAN,1000021,235603,MOBILE,Unspecified,MANHATTAN,40.813337493932224,-73.94302578235278,"{'latitude': '40.813337493932224', 'longitude': '-73.94302578235278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886279,2023-09-21T17:04:39.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10036,1185 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,In Progress,,,05 MANHATTAN,1009990029,MANHATTAN,989202,215286,ONLINE,Unspecified,MANHATTAN,40.75758544240214,-73.98212540995675,"{'latitude': '40.75758544240214', 'longitude': '-73.98212540995675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","1185 AVENUE OF THE AMERICAS, MANHATTAN (NEW YORK), NY, 10036",,,,,,
58882092,2023-09-21T17:04:22.000,2023-09-21T17:24:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,556 WEST  110 STREET,WEST  110 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,CATHEDRAL PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T17:24:14.000,07 MANHATTAN,1018810003,MANHATTAN,993632,232164,MOBILE,Unspecified,MANHATTAN,40.80390748706629,-73.9661114477225,"{'latitude': '40.80390748706629', 'longitude': '-73.9661114477225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886215,2023-09-21T17:04:18.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10033,521 WEST  185 STREET,WEST  185 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  185 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-22T12:14:01.000,12 MANHATTAN,1021560033,MANHATTAN,1003560,249310,ONLINE,Unspecified,MANHATTAN,40.85095222910592,-73.93020136116898,"{'latitude': '40.85095222910592', 'longitude': '-73.93020136116898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891241,2023-09-21T17:04:11.000,2023-09-21T17:34:22.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,92-16 91 AVENUE,91 AVENUE,92 STREET,WOODHAVEN BOULEVARD,92 STREET,WOODHAVEN BOULEVARD,ADDRESS,WOODHAVEN,91 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T17:34:26.000,09 QUEENS,4089860008,QUEENS,1025538,190527,MOBILE,Unspecified,QUEENS,40.68953307090038,-73.85112011200786,"{'latitude': '40.68953307090038', 'longitude': '-73.85112011200786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887388,2023-09-21T17:04:08.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2931 BRIGHTON    7 STREET,BRIGHTON    7 STREET,BRIGHTON    6 COURT,BRIGHTON    7 WALK,BRIGHTON    6 COURT,BRIGHTON    7 WALK,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,In Progress,,,13 BROOKLYN,3086670739,BROOKLYN,994906,150844,MOBILE,Unspecified,BROOKLYN,40.58070158839666,-73.96163829194113,"{'latitude': '40.58070158839666', 'longitude': '-73.96163829194113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888746,2023-09-21T17:04:05.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,1-2 Family Dwelling,11422,147-53 WELLER LANE,WELLER LANE,147 ROAD,147 DRIVE,147 ROAD,147 DRIVE,ADDRESS,ROSEDALE,WELLER LANE,In Progress,,,13 QUEENS,4136640030,QUEENS,1058000,178381,PHONE,Unspecified,QUEENS,40.655984213429825,-73.73419924419544,"{'latitude': '40.655984213429825', 'longitude': '-73.73419924419544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890222,2023-09-21T17:03:53.000,2023-11-21T12:12:33.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10036,1185 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-21T12:12:36.000,05 MANHATTAN,1009990029,MANHATTAN,989202,215286,ONLINE,Unspecified,MANHATTAN,40.75758544240214,-73.98212540995675,"{'latitude': '40.75758544240214', 'longitude': '-73.98212540995675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","1185 AVENUE OF THE AMERICAS, MANHATTAN (NEW YORK), NY, 10036",,,,,,
58891317,2023-09-21T17:03:31.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11235,2925 BRIGHTON    7 STREET,BRIGHTON    7 STREET,BRIGHTON    6 COURT,BRIGHTON    7 WALK,BRIGHTON    6 COURT,BRIGHTON    7 WALK,ADDRESS,BROOKLYN,BRIGHTON    7 STREET,In Progress,,,13 BROOKLYN,3086670741,BROOKLYN,994888,150910,MOBILE,Unspecified,BROOKLYN,40.58088276695528,-73.96170298823773,"{'latitude': '40.58088276695528', 'longitude': '-73.96170298823773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
