unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date
58900900,2023-09-22T10:55:10.000,2023-09-26T08:48:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11361,,,,,33 AVENUE,CORP KENNEDY STREET,INTERSECTION,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T08:48:00.000,11 QUEENS,,QUEENS,1045270,220107,UNKNOWN,Unspecified,QUEENS,40.77060862651659,-73.77970074343061,"{'latitude': '40.77060862651659', 'longitude': '-73.77970074343061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58901595,2023-09-22T10:55:09.000,2023-09-22T16:40:19.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10465,2851 LAFAYETTE AVENUE,LAFAYETTE AVENUE,CALHOUN AVENUE,REVERE AVENUE,CALHOUN AVENUE,REVERE AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T16:40:22.000,10 BRONX,2055320316,BRONX,1032172,241325,MOBILE,Unspecified,BRONX,40.828926837384806,-73.8268366152641,"{'latitude': '40.828926837384806', 'longitude': '-73.8268366152641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901039,2023-09-22T10:54:50.000,2023-11-09T10:22:30.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10306,10 BLYTHE PLACE,BLYTHE PLACE,COTTER AVENUE,DINA COURT,COTTER AVENUE,DINA COURT,ADDRESS,STATEN ISLAND,BLYTHE PLACE,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-11-09T10:22:36.000,03 STATEN ISLAND,5044770003,STATEN ISLAND,944917,144917,PHONE,Unspecified,STATEN ISLAND,40.56435229952762,-74.14156460180574,"{'latitude': '40.56435229952762', 'longitude': '-74.14156460180574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892941,2023-09-22T10:54:25.000,2023-09-23T05:54:46.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11216,30 ROGERS AVENUE,ROGERS AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-23T05:54:50.000,08 BROOKLYN,3012180007,BROOKLYN,997358,185473,ONLINE,Unspecified,BROOKLYN,40.67574759133101,-73.95274381558792,"{'latitude': '40.67574759133101', 'longitude': '-73.95274381558792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893533,2023-09-22T10:54:22.000,2023-09-22T11:39:11.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10002,57 ESSEX STREET,ESSEX STREET,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,ESSEX STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T11:39:14.000,03 MANHATTAN,1004080030,MANHATTAN,987285,200474,ONLINE,Seward Park,MANHATTAN,40.7169310334668,-73.98905163765124,"{'latitude': '40.7169310334668', 'longitude': '-73.98905163765124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898423,2023-09-22T10:54:21.000,2023-09-23T12:36:53.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11436,115-31 147 STREET,147 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:36:58.000,12 QUEENS,4119920102,QUEENS,1041075,188219,ONLINE,Unspecified,QUEENS,40.683112039158445,-73.79511507804683,"{'latitude': '40.683112039158445', 'longitude': '-73.79511507804683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892692,2023-09-22T10:54:06.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11220,6802 RIDGE BOULEVARD,RIDGE BOULEVARD,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,RIDGE BOULEVARD,In Progress,,,10 BROOKLYN,3058610043,BROOKLYN,976381,171470,ONLINE,Unspecified,BROOKLYN,40.6373186351383,-74.0283525142817,"{'latitude': '40.6373186351383', 'longitude': '-74.0283525142817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898851,2023-09-22T10:54:05.000,2023-09-22T11:33:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,6501 6 AVENUE,6 AVENUE,65 STREET,66 STREET,65 STREET,66 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T11:13:02.000,10 BROOKLYN,3058290001,BROOKLYN,979518,170682,MOBILE,Unspecified,BROOKLYN,40.63515797436722,-74.01704914883283,"{'latitude': '40.63515797436722', 'longitude': '-74.01704914883283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894445,2023-09-22T10:53:57.000,2023-09-26T11:07:46.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11434,161-16 BAISLEY BOULEVARD,BAISLEY BOULEVARD,161 STREET,LONG STREET,161 STREET,LONG STREET,ADDRESS,JAMAICA,BAISLEY BOULEVARD,Closed,The Department of Sanitation removed the items.,2023-09-26T05:37:51.000,12 QUEENS,4122690015,QUEENS,1044990,186108,ONLINE,Unspecified,QUEENS,40.67729184161755,-73.7810184653923,"{'latitude': '40.67729184161755', 'longitude': '-73.7810184653923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895674,2023-09-22T10:53:48.000,2023-10-10T11:19:56.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10011,63 WEST EIGHTH STREET,WEST EIGHTH STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    8 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:01:12.000,02 MANHATTAN,1005720001,MANHATTAN,984606,206425,MOBILE,Unspecified,MANHATTAN,40.733265597096,-73.9987154621288,"{'latitude': '40.733265597096', 'longitude': '-73.9987154621288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902343,2023-09-22T10:53:28.000,2023-09-22T11:52:08.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10031,640 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T11:52:11.000,09 MANHATTAN,1020880074,MANHATTAN,996947,239821,ONLINE,Unspecified,MANHATTAN,40.82491966767226,-73.95412291306019,"{'latitude': '40.82491966767226', 'longitude': '-73.95412291306019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901374,2023-09-22T10:53:20.000,2023-09-26T11:03:03.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11434,134-38 157 STREET,157 STREET,134 AVENUE,137 AVENUE,134 AVENUE,137 AVENUE,ADDRESS,JAMAICA,157 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T10:35:16.000,12 QUEENS,4122950025,QUEENS,1045385,183936,PHONE,Unspecified,QUEENS,40.67132748984051,-73.77961410726745,"{'latitude': '40.67132748984051', 'longitude': '-73.77961410726745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902122,2023-09-22T10:53:14.000,2023-09-25T19:28:55.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892435,2023-09-22T10:53:14.000,2023-09-25T19:28:54.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896633,2023-09-22T10:53:14.000,2023-09-25T19:28:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892510,2023-09-22T10:53:14.000,2023-09-25T19:28:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897959,2023-09-22T10:53:14.000,2023-09-25T19:28:55.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895193,2023-09-22T10:53:14.000,2023-09-25T19:28:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,STEAM PIPE/RISER,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900866,2023-09-22T10:53:14.000,2023-09-25T19:28:55.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897970,2023-09-22T10:53:14.000,2023-09-25T19:28:56.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896603,2023-09-22T10:53:14.000,2023-09-25T19:28:55.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900743,2023-09-22T10:53:14.000,2023-09-25T19:28:56.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10458,2307 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,06 BRONX,2030890061,BRONX,1015977,249878,PHONE,Unspecified,BRONX,40.85247533189915,-73.8853157678643,"{'latitude': '40.85247533189915', 'longitude': '-73.8853157678643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895964,2023-09-22T10:53:09.000,2023-09-22T11:58:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,138 71 STREET,71 STREET,RIDGE CREST TERRACE,PERRY TERRACE,RIDGE CREST TERRACE,PERRY TERRACE,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:58:07.000,10 BROOKLYN,3058890014,BROOKLYN,975627,170710,ONLINE,Unspecified,BROOKLYN,40.63523189514374,-74.03106825346349,"{'latitude': '40.63523189514374', 'longitude': '-74.03106825346349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898335,2023-09-22T10:53:00.000,2023-09-26T11:36:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10304,1 DYSON STREET,DYSON STREET,CEBRA AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:36:00.000,01 STATEN ISLAND,5005710250,STATEN ISLAND,961514,169157,PHONE,Unspecified,STATEN ISLAND,40.63094425913984,-74.08191145972793,"{'latitude': '40.63094425913984', 'longitude': '-74.08191145972793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891749,2023-09-22T10:53:00.000,2023-09-25T07:57:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11203,972 EAST   49 STREET,EAST   49 STREET,FOSTER AVE,FARRAGUT RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-25T07:57:00.000,17 BROOKLYN,3047830043,BROOKLYN,1003699,171684,ONLINE,Unspecified,BROOKLYN,40.63788816192297,-73.92992339487154,"{'latitude': '40.63788816192297', 'longitude': '-73.92992339487154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58901455,2023-09-22T10:53:00.000,2023-10-03T11:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10003,7 EAST   14 STREET,EAST   14 STREET,5 AVE,UNION SQUARE W,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. A message was left for the complainant at the phone number provided.,2023-10-03T11:30:00.000,05 MANHATTAN,1008420007,MANHATTAN,986122,207370,ONLINE,Unspecified,MANHATTAN,40.73585919835799,-73.99324508849094,"{'latitude': '40.73585919835799', 'longitude': '-73.99324508849094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58895923,2023-09-22T10:52:54.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,11414,159-21 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,,,,,ADDRESS,HOWARD BEACH,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-20T00:00:00.000,10 QUEENS,4141730092,QUEENS,1028716,179294,UNKNOWN,Unspecified,QUEENS,40.65868566750346,-73.83973473236014,"{'latitude': '40.65868566750346', 'longitude': '-73.83973473236014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893064,2023-09-22T10:52:51.000,2023-10-03T12:03:52.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10011,400 6 AVENUE,6 AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-12T13:54:23.000,02 MANHATTAN,1005720001,MANHATTAN,984391,206578,MOBILE,Unspecified,MANHATTAN,40.733685550509804,-73.99949123319853,"{'latitude': '40.733685550509804', 'longitude': '-73.99949123319853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895099,2023-09-22T10:52:49.000,2023-09-22T11:00:29.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:00:33.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902712,2023-09-22T10:52:45.000,2023-10-14T13:10:25.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10003,319 EAST    9 STREET,EAST    9 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST    9 STREET,Unspecified,The Department of Sanitation collected the requested items.,2023-09-16T12:41:31.000,03 MANHATTAN,1004510052,MANHATTAN,987970,204839,ONLINE,Unspecified,MANHATTAN,40.72891164063006,-73.98657817784225,"{'latitude': '40.72891164063006', 'longitude': '-73.98657817784225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900276,2023-09-22T10:52:41.000,2023-09-22T13:31:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207,86 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,VAN SICLEN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T13:31:30.000,05 BROOKLYN,3039320150,BROOKLYN,1014262,186479,MOBILE,Unspecified,BROOKLYN,40.67846766244985,-73.89179808171289,"{'latitude': '40.67846766244985', 'longitude': '-73.89179808171289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895771,2023-09-22T10:52:25.000,2023-09-22T14:00:55.000,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11370,22-35 75 STREET,75 STREET,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,ADDRESS,EAST ELMHURST,75 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-22T14:01:01.000,01 QUEENS,4010077501,QUEENS,1013553,219022,PHONE,Unspecified,QUEENS,40.76779262207991,-73.89421253808388,"{'latitude': '40.76779262207991', 'longitude': '-73.89421253808388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901603,2023-09-22T10:52:24.000,2023-09-22T11:54:48.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11206,213 HART STREET,HART STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T11:54:33.000,03 BROOKLYN,3017690078,BROOKLYN,1000125,192078,MOBILE,Unspecified,BROOKLYN,40.69387227407229,-73.94275283208214,"{'latitude': '40.69387227407229', 'longitude': '-73.94275283208214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901148,2023-09-22T10:52:21.000,2023-10-11T09:00:19.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11224,NEPTUNE AVENUE,NEPTUNE AVENUE,NEPTUNE AVENUE,WEST   12 STREET,NEPTUNE AVENUE,WEST   12 STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T09:00:26.000,13 BROOKLYN,,BROOKLYN,989914,150384,PHONE,Unspecified,BROOKLYN,40.579443574288604,-73.97960992709751,"{'latitude': '40.579443574288604', 'longitude': '-73.97960992709751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902718,2023-09-22T10:52:12.000,2023-09-27T12:25:55.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10309,24 BERRY COURT,BERRY COURT,ROSSVILLE AVENUE,ARROWOOD COURT,ROSSVILLE AVENUE,ARROWOOD COURT,ADDRESS,STATEN ISLAND,BERRY COURT,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T03:29:18.000,03 STATEN ISLAND,5070557502,STATEN ISLAND,925384,139666,ONLINE,Unspecified,STATEN ISLAND,40.54983119463647,-74.21182049013139,"{'latitude': '40.54983119463647', 'longitude': '-74.21182049013139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893548,2023-09-22T10:52:12.000,2023-09-22T11:03:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,961 WASHINGTON AVENUE,WASHINGTON AVENUE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:03:09.000,09 BROOKLYN,3011920014,BROOKLYN,994938,181922,PHONE,Unspecified,BROOKLYN,40.66600414447176,-73.96147388523079,"{'latitude': '40.66600414447176', 'longitude': '-73.96147388523079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895555,2023-09-22T10:52:00.000,2023-09-25T11:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10304,57 JOHNSON PLACE,JOHNSON PLACE,BURGHER AVENUE,ATLANTIC AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-25T11:12:00.000,02 STATEN ISLAND,5032920038,STATEN ISLAND,957636,155777,PHONE,Unspecified,STATEN ISLAND,40.59420813671744,-74.09583006570517,"{'latitude': '40.59420813671744', 'longitude': '-74.09583006570517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901794,2023-09-22T10:52:00.000,2023-09-22T11:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11237,,,,,ST NICHOLAS AVENUE,GROVE STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T11:10:00.000,04 BROOKLYN,,BROOKLYN,1008605,195018,UNKNOWN,Unspecified,BROOKLYN,40.7019226112158,-73.91216231341541,"{'latitude': '40.7019226112158', 'longitude': '-73.91216231341541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58900991,2023-09-22T10:51:49.000,2023-11-21T11:52:22.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11238,5 GATES AVENUE,GATES AVENUE,FULTON STREET,VANDERBILT AVENUE,FULTON STREET,VANDERBILT AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-21T11:52:28.000,02 BROOKLYN,3019597501,BROOKLYN,992942,188529,UNKNOWN,Unspecified,BROOKLYN,40.68414105518896,-73.9686601735713,"{'latitude': '40.68414105518896', 'longitude': '-73.9686601735713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
