unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,taxi_company_borough
58932436,2023-09-26T15:24:21.000,2023-10-06T12:07:01.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,10027,17 WEST  125 STREET,WEST  125 STREET,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-06T00:00:00.000,10 MANHATTAN,1017230023,MANHATTAN,1000054,233184,ONLINE,Unspecified,MANHATTAN,40.80669795254655,-73.94291226196873,"{'latitude': '40.80669795254655', 'longitude': '-73.94291226196873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58930327,2023-09-26T15:24:00.000,2023-10-16T17:32:07.000,DOT,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,10464,CITY ISLAND AVENUE,CITY ISLAND AVENUE,CITY ISLAND AVENUE,ROCHELLE STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-16T17:32:11.000,10 BRONX,,BRONX,1044190,244985,ONLINE,Unspecified,BRONX,40.838899068097106,-73.78337771927058,"{'latitude': '40.838899068097106', 'longitude': '-73.78337771927058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CITY ISLAND AVENUE,ROCHELLE STREET,,,,,,,,
58927549,2023-09-26T15:23:51.000,2023-09-27T00:41:31.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10465,1478 DWIGHT PLACE,DWIGHT PLACE,MACDONOUGH PLACE,GRISWOLD AVENUE,ADDRESS,BRONX,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T00:41:38.000,10 BRONX,2054110106,BRONX,1032794,246761,PHONE,Unspecified,BRONX,40.84384365721464,-73.82454971742995,"{'latitude': '40.84384365721464', 'longitude': '-73.82454971742995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MACDONOUGH PLACE,GRISWOLD AVENUE,DWIGHT PLACE,,,,,,,
58929621,2023-09-26T15:23:49.000,2023-09-26T15:23:49.000,DOT,Department of Transportation,Street Condition,Pothole,11230,,,,,INTERSECTION,BROOKLYN,N/A,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T15:23:49.000,12 BROOKLYN,,BROOKLYN,992826,164069,UNKNOWN,Unspecified,BROOKLYN,40.6170037911252,-73.96910952299787,"{'latitude': '40.6170037911252', 'longitude': '-73.96910952299787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,AVENUE M,OCEAN PARKWAY,,,,,,,,
58928925,2023-09-26T15:22:51.000,2023-09-27T11:03:11.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,10475,2222 BOLLER AVENUE,BOLLER AVENUE,ERSKINE PLACE,STILLWELL AVENUE,ADDRESS,BRONX,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T11:03:17.000,10 BRONX,2051350011,BRONX,1032730,252853,ONLINE,Unspecified,BRONX,40.86056470640835,-73.82473697575463,"{'latitude': '40.86056470640835', 'longitude': '-73.82473697575463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ERSKINE PLACE,STILLWELL AVENUE,BOLLER AVENUE,,,,,,,
58932623,2023-09-26T15:22:18.000,2023-09-27T12:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,11230,,,,,INTERSECTION,BROOKLYN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T12:00:00.000,12 BROOKLYN,,BROOKLYN,992826,164069,UNKNOWN,Unspecified,BROOKLYN,40.6170037911252,-73.96910952299787,"{'latitude': '40.6170037911252', 'longitude': '-73.96910952299787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,AVENUE M,OCEAN PARKWAY,,,,,,,,
58932988,2023-09-26T15:22:16.000,2023-09-27T11:49:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10457,230 EAST  181 STREET,EAST  181 STREET,ANTHONY AVENUE,RYER AVENUE,ADDRESS,BRONX,,Closed,The Department of Sanitation cleaned the location.,2023-09-27T11:49:29.000,05 BRONX,2031560150,BRONX,1011727,250560,MOBILE,Unspecified,BRONX,40.85436146696126,-73.9006755198348,"{'latitude': '40.85436146696126', 'longitude': '-73.9006755198348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,ANTHONY AVENUE,RYER AVENUE,EAST  181 STREET,,,,,,,
58927913,2023-09-26T15:22:10.000,2023-09-26T15:22:10.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,10075,416 EAST   78 STREET,EAST   78 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,08 MANHATTAN,1014720040,MANHATTAN,997380,220322,UNKNOWN,Unspecified,MANHATTAN,40.77139959809225,-73.95259651448679,"{'latitude': '40.77139959809225', 'longitude': '-73.95259651448679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58928365,2023-09-26T15:22:00.000,2023-10-24T10:43:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,11106,,,,,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-24T10:43:00.000,01 QUEENS,,QUEENS,1002469,219034,UNKNOWN,Unspecified,QUEENS,40.76785535058633,-73.93422709973069,"{'latitude': '40.76785535058633', 'longitude': '-73.93422709973069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,12 STREET,31 DRIVE,,,,,,,,
58928086,2023-09-26T15:21:52.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,10002,148 ORCHARD STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,N/A,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,03 MANHATTAN,1004110002,MANHATTAN,987313,201811,UNKNOWN,Unspecified,MANHATTAN,40.720600767337125,-73.98895002293885,"{'latitude': '40.720600767337125', 'longitude': '-73.98895002293885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Mixed Use,,,,,,,,,2023-10-26T15:21:52.000,
58931273,2023-09-26T15:21:30.000,2023-10-04T14:04:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11223,815 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,15 BROOKLYN,3071590146,BROOKLYN,994798,155782,PHONE,Unspecified,BROOKLYN,40.59425554199642,-73.96201938525903,"{'latitude': '40.59425554199642', 'longitude': '-73.96201938525903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58928686,2023-09-26T15:21:30.000,2023-10-02T17:06:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11233,1377 HERKIMER STREET,HERKIMER STREET,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,16 BROOKLYN,3015530051,BROOKLYN,1009833,186070,ONLINE,Unspecified,BROOKLYN,40.67735895863875,-73.90776744422108,"{'latitude': '40.67735895863875', 'longitude': '-73.90776744422108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58930479,2023-09-26T15:21:29.000,2023-09-26T20:21:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10457,2081 ANTHONY AVENUE,ANTHONY AVENUE,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T20:21:40.000,05 BRONX,2031560127,BRONX,1011461,250189,MOBILE,Unspecified,BRONX,40.85334400688323,-73.90163856772688,"{'latitude': '40.85334400688323', 'longitude': '-73.90163856772688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  180 STREET,EAST  181 STREET,ANTHONY AVENUE,,,,,,,
58931520,2023-09-26T15:21:28.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11234,1297 EAST   52 STREET,EAST   52 STREET,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,,In Progress,,,18 BROOKLYN,3077780006,BROOKLYN,1004803,168316,PHONE,Unspecified,BROOKLYN,40.62864122638659,-73.92595583689905,"{'latitude': '40.62864122638659', 'longitude': '-73.92595583689905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE I,AVENUE J,EAST   52 STREET,,,,,,,
58931301,2023-09-26T15:21:20.000,2023-10-10T02:03:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10470,4735 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,12 BRONX,2051070024,BRONX,1025776,268809,PHONE,Unspecified,BRONX,40.904394334811755,-73.8497778322192,"{'latitude': '40.904394334811755', 'longitude': '-73.8497778322192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58932561,2023-09-26T15:21:20.000,2023-10-10T02:03:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10470,4735 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,12 BRONX,2051070024,BRONX,1025776,268809,PHONE,Unspecified,BRONX,40.904394334811755,-73.8497778322192,"{'latitude': '40.904394334811755', 'longitude': '-73.8497778322192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58932794,2023-09-26T15:21:19.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11220,58 STREET,58 STREET,4 AVENUE,5 AVENUE,BLOCKFACE,,,In Progress,,,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,Catch Basin/Sewer,4 AVENUE,5 AVENUE,,,,,,,,
58935216,2023-09-26T15:21:18.000,2023-09-26T16:57:35.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,10026,1350 5 AVENUE,5 AVENUE,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T16:57:37.000,10 MANHATTAN,1015960001,MANHATTAN,998623,230180,ONLINE,Unspecified,MANHATTAN,40.79845524146068,-73.94808779746673,"{'latitude': '40.79845524146068', 'longitude': '-73.94808779746673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Lobby,EAST  112 STREET,EAST  115 STREET,5 AVENUE,,,,,,,
58929387,2023-09-26T15:21:18.000,2023-09-26T16:11:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11234,1274 EAST   72 STREET,EAST   72 STREET,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T16:11:55.000,18 BROOKLYN,3083570067,BROOKLYN,1008540,167119,ONLINE,Unspecified,BROOKLYN,40.625346256122654,-73.91249725020367,"{'latitude': '40.625346256122654', 'longitude': '-73.91249725020367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE L,AVENUE M,EAST   72 STREET,,,,,,,
58942012,2023-09-26T15:21:15.000,2023-09-27T13:38:01.000,DSNY,Department of Sanitation,Missed Collection,Trash,11215,287 18 STREET,18 STREET,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation collected the requested items.,2023-09-27T10:41:01.000,07 BROOKLYN,3008730056,BROOKLYN,986971,180514,ONLINE,Unspecified,BROOKLYN,40.662145529501444,-73.99019241287063,"{'latitude': '40.662145529501444', 'longitude': '-73.99019241287063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,5 AVENUE,6 AVENUE,18 STREET,,,,,,,
58929433,2023-09-26T15:21:12.000,2023-09-26T16:23:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11377,39-57 58 STREET,58 STREET,39 AVENUE,WOODSIDE AVENUE,ADDRESS,WOODSIDE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T16:23:33.000,02 QUEENS,4012290023,QUEENS,1010316,211315,ONLINE,Unspecified,QUEENS,40.74664902320098,-73.90592837939666,"{'latitude': '40.74664902320098', 'longitude': '-73.90592837939666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,39 AVENUE,WOODSIDE AVENUE,58 STREET,,,,,,,
58930905,2023-09-26T15:20:49.000,2023-09-26T17:35:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11413,130-27 225 STREET,225 STREET,130 AVENUE,131 AVENUE,ADDRESS,SPRINGFIELD GARDENS,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T17:35:05.000,13 QUEENS,4129030023,QUEENS,1055782,187991,PHONE,Unspecified,QUEENS,40.68237959888006,-73.74209106772902,"{'latitude': '40.68237959888006', 'longitude': '-73.74209106772902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,130 AVENUE,131 AVENUE,225 STREET,,,,,,,
58929218,2023-09-26T15:20:45.000,2023-09-27T05:38:07.000,DSNY,Department of Sanitation,Lot Condition,Trash,11214,2535 86 STREET,86 STREET,BAY   40 STREET,BAY   41 STREET,ADDRESS,BROOKLYN,,Closed,"The Department of Sanitation (DSNY) found an open Service Request already exists for the same location.   DSNY's system can't accept more than one complaint per address at a time. Your Service Request has been closed. DSNY will address the Service Request that was filed previously.  If you filed that Service Request, you can get the status with your Service Request number at nyc.gov/311 or by calling 311.  If you didn't file it, you can get the status by calling DSNY at (212) 291-1220.",2023-09-27T05:38:10.000,11 BROOKLYN,3068600032,BROOKLYN,988070,156910,ONLINE,Unspecified,BROOKLYN,40.59735712802269,-73.98624453130951,"{'latitude': '40.59735712802269', 'longitude': '-73.98624453130951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Lot,BAY   40 STREET,BAY   41 STREET,86 STREET,,,,,,,
58926605,2023-09-26T15:20:41.000,2023-09-28T08:56:05.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10457,2112 GRAND CONCOURSE,GRAND CONCOURSE,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T08:56:07.000,05 BRONX,,BRONX,1011310,250492,MOBILE,Unspecified,BRONX,40.85417611525663,-73.90218317407516,"{'latitude': '40.85417611525663', 'longitude': '-73.90218317407516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,EAST  180 STREET,EAST  181 STREET,GRAND CONCOURSE,,,,,,,
58925910,2023-09-26T15:20:31.000,2023-09-26T16:20:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11214,1973 81 STREET,81 STREET,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T16:20:33.000,11 BROOKLYN,3062860043,BROOKLYN,985351,160750,ONLINE,Unspecified,BROOKLYN,40.60789790205374,-73.99603477430168,"{'latitude': '40.60789790205374', 'longitude': '-73.99603477430168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,19 AVENUE,20 AVENUE,81 STREET,,,,,,,
58931747,2023-09-26T15:20:23.000,2023-10-02T04:55:44.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10462,1430 UNIONPORT ROAD,UNIONPORT ROAD,BENEDICT AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,,Closed,The Department of Sanitation cleaned the location.,2023-10-02T04:55:51.000,09 BRONX,2039330051,BRONX,1024467,243520,ONLINE,Unspecified,BRONX,40.834989918104824,-73.8546649732867,"{'latitude': '40.834989918104824', 'longitude': '-73.8546649732867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,BENEDICT AVENUE,OLMSTEAD AVENUE,UNIONPORT ROAD,,,,,,,
58935362,2023-09-26T15:20:12.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,10451,335E EAST  148 STREET,EAST  148 STREET,COLLEGE AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,,In Progress,,,01 BRONX,,BRONX,1006242,236596,MOBILE,Unspecified,BRONX,40.81604970414737,-73.92054859286367,"{'latitude': '40.81604970414737', 'longitude': '-73.92054859286367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other (Explain Below),COLLEGE AVENUE,COURTLANDT AVENUE,EAST  148 STREET,,,,,,,
58926947,2023-09-26T15:20:02.000,2023-09-26T16:31:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11203,988 TROY AVENUE,TROY AVENUE,SNYDER AVENUE,DEAD END,ADDRESS,BROOKLYN,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T16:31:41.000,17 BROOKLYN,,BROOKLYN,1002035,175702,PHONE,Unspecified,BROOKLYN,40.64892020226724,-73.93590835115128,"{'latitude': '40.64892020226724', 'longitude': '-73.93590835115128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SNYDER AVENUE,DEAD END,TROY AVENUE,,,,,,,
58932127,2023-09-26T15:20:01.000,2023-09-26T15:41:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,10468,2735 CRESTON AVENUE,CRESTON AVENUE,EAST  196 STREET,EAST  197 STREET,ADDRESS,BRONX,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-26T15:41:50.000,07 BRONX,2033180152,BRONX,1013656,255865,ONLINE,Unspecified,BRONX,40.86891586774783,-73.89367925814966,"{'latitude': '40.86891586774783', 'longitude': '-73.89367925814966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST  196 STREET,EAST  197 STREET,CRESTON AVENUE,,,,,,,
58930644,2023-09-26T15:20:00.000,2023-09-29T13:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10014,35 CHRISTOPHER STREET,CHRISTOPHER STREET,GROVE ST,7 AVE S,ADDRESS,NEW YORK,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T13:15:00.000,02 MANHATTAN,1006100028,MANHATTAN,983871,206630,ONLINE,Unspecified,MANHATTAN,40.73382827071982,-74.0013675392253,"{'latitude': '40.73382827071982', 'longitude': '-74.0013675392253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58929136,2023-09-26T15:19:56.000,2023-09-27T13:33:13.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10457,2096 GRAND CONCOURSE,GRAND CONCOURSE,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-27T13:33:16.000,05 BRONX,2031560102,BRONX,1011279,250443,MOBILE,Unspecified,BRONX,40.85404171989253,-73.90229543073254,"{'latitude': '40.85404171989253', 'longitude': '-73.90229543073254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,EAST  180 STREET,EAST  181 STREET,GRAND CONCOURSE,,,,,,,
58929603,2023-09-26T15:19:50.000,2023-09-26T16:22:20.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10306,12 ZWICKY AVENUE,ZWICKY AVENUE,HYLAN BOULEVARD,STACEY LANE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T16:22:23.000,02 STATEN ISLAND,5036920016,STATEN ISLAND,955765,149512,MOBILE,Unspecified,STATEN ISLAND,40.57700615363774,-74.10254063533316,"{'latitude': '40.57700615363774', 'longitude': '-74.10254063533316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HYLAN BOULEVARD,STACEY LANE,ZWICKY AVENUE,,,,,,,
58926609,2023-09-26T15:19:31.000,2023-09-27T13:32:03.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10457,2092 GRAND CONCOURSE,GRAND CONCOURSE,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-27T13:18:55.000,05 BRONX,2031560102,BRONX,1011271,250430,MOBILE,Unspecified,BRONX,40.854006063273665,-73.90232440154911,"{'latitude': '40.854006063273665', 'longitude': '-73.90232440154911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,EAST  180 STREET,EAST  181 STREET,GRAND CONCOURSE,,,,,,,
58934303,2023-09-26T15:19:24.000,2023-09-27T05:43:15.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,10069,101 WEST END AVENUE,WEST END AVENUE,WEST END AVENUE,FREEDOM PLACE SOUTH,ADDRESS,NEW YORK,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T05:43:15.000,07 MANHATTAN,1011710062,MANHATTAN,987398,221654,ONLINE,Unspecified,MANHATTAN,40.77506478010212,-73.98863409148143,"{'latitude': '40.77506478010212', 'longitude': '-73.98863409148143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,,,,,,,
58935482,2023-09-26T15:19:11.000,,DPR,Department of Parks and Recreation,Uprooted Stump,Remove Stump,11366,73-18 167 STREET,167 STREET,73 AVENUE,75 AVENUE,ADDRESS,FRESH MEADOWS,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.    Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.    For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.     To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-03T06:21:48.000,08 QUEENS,4069740001,QUEENS,1039078,204572,ONLINE,Unspecified,QUEENS,40.72800965032618,-73.80218217008485,"{'latitude': '40.72800965032618', 'longitude': '-73.80218217008485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,73 AVENUE,75 AVENUE,167 STREET,,,,,,,
58930846,2023-09-26T15:19:09.000,2023-10-13T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,11208,1145 GLENMORE AVENUE,GLENMORE AVENUE,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-13T00:00:00.000,05 BROOKLYN,3042030001,BROOKLYN,1021262,186135,UNKNOWN,Unspecified,BROOKLYN,40.67749696080986,-73.8665629868298,"{'latitude': '40.67749696080986', 'longitude': '-73.8665629868298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58931548,2023-09-26T15:19:06.000,2023-09-26T15:19:06.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11694,304 SEASIDE AVENUE,SEASIDE AVENUE,ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T15:19:06.000,14 QUEENS,4161580012,QUEENS,1033050,152244,PHONE,Unspecified,QUEENS,40.58441639003533,-73.82430962091118,"{'latitude': '40.58441639003533', 'longitude': '-73.82430962091118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other (Explain Below),ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,SEASIDE AVENUE,,,,,,,
58935322,2023-09-26T15:19:01.000,2023-09-27T08:56:52.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Dust from Construction,10019,65 WEST   55 STREET,WEST   55 STREET,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-27T08:56:52.000,05 MANHATTAN,1012710007,MANHATTAN,990658,217077,PHONE,Unspecified,MANHATTAN,40.76250034280962,-73.97686816928277,"{'latitude': '40.76250034280962', 'longitude': '-73.97686816928277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apartment Building,5 AVENUE,AVENUE OF THE AMERICAS,WEST   55 STREET,,,,,,,
58932852,2023-09-26T15:19:00.000,2023-09-29T15:21:25.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,10035,1895 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  117 STREET,EAST  118 STREET,ADDRESS,NEW YORK,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T15:21:29.000,11 MANHATTAN,1016450051,MANHATTAN,1000651,230665,ONLINE,Unspecified,MANHATTAN,40.79978290246362,-73.94076191261429,"{'latitude': '40.79978290246362', 'longitude': '-73.94076191261429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,EAST  117 STREET,EAST  118 STREET,LEXINGTON AVENUE,,,,,,,
