unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date
58792971,2023-09-12T19:56:00.000,2023-09-12T21:07:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11365,67-27 197 STREET,197 STREET,67 AVE,69 AVE,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-12T21:07:00.000,08 QUEENS,4071260054,QUEENS,1046157,208477,PHONE,Unspecified,QUEENS,40.73868116937496,-73.77660551763415,"{'latitude': '40.73868116937496', 'longitude': '-73.77660551763415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790050,2023-09-12T19:56:00.000,2023-09-23T11:45:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10466,,,,,CAMP STREET,DEREIMER AVENUE,INTERSECTION,BRONX,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T11:45:00.000,12 BRONX,,BRONX,1026891,267592,PHONE,Unspecified,BRONX,40.901048748457775,-73.84575203027741,"{'latitude': '40.901048748457775', 'longitude': '-73.84575203027741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795621,2023-09-12T19:55:52.000,2023-09-12T19:58:41.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11368,35-33 109 STREET,109 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,CORONA,109 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T19:58:45.000,03 QUEENS,4017530086,QUEENS,1023365,214260,MOBILE,Unspecified,QUEENS,40.75468420279019,-73.85881776333159,"{'latitude': '40.75468420279019', 'longitude': '-73.85881776333159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795676,2023-09-12T19:55:29.000,2023-09-16T07:26:31.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11203,562 MAPLE STREET,MAPLE STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,MAPLE STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T07:26:34.000,09 BROOKLYN,3047990013,BROOKLYN,1000374,180234,ONLINE,Unspecified,BROOKLYN,40.66136272823875,-73.94188324498187,"{'latitude': '40.66136272823875', 'longitude': '-73.94188324498187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797483,2023-09-12T19:55:22.000,2023-09-12T22:56:59.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11206,BUSHWICK AVENUE,BUSHWICK AVENUE,BUSHWICK AVENUE,JEFFERSON STREET,BUSHWICK AVENUE,JEFFERSON STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T22:57:03.000,04 BROOKLYN,,BROOKLYN,1002555,193680,PHONE,Unspecified,BROOKLYN,40.698264698193775,-73.9339856079778,"{'latitude': '40.698264698193775', 'longitude': '-73.9339856079778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795685,2023-09-12T19:55:22.000,2023-09-13T13:29:31.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,627 LINCOLN AVENUE,LINCOLN AVENUE,BELMONT AVENUE,SUTTER AVENUE,BELMONT AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,LINCOLN AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-13T13:29:40.000,05 BROOKLYN,3042550006,BROOKLYN,1021209,184844,ONLINE,Unspecified,BROOKLYN,40.67395368230192,-73.86676114353004,"{'latitude': '40.67395368230192', 'longitude': '-73.86676114353004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58788887,2023-09-12T19:55:19.000,2023-09-12T20:27:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,427 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  179 STREET,WEST  180 STREET,WEST  179 STREET,WEST  180 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T20:27:31.000,12 MANHATTAN,1021770150,MANHATTAN,1001153,248741,ONLINE,Unspecified,MANHATTAN,40.84939542894543,-73.93890322371507,"{'latitude': '40.84939542894543', 'longitude': '-73.93890322371507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789535,2023-09-12T19:55:07.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,1-2 Family Dwelling,11375,108-41 66 AVENUE,66 AVENUE,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,66 AVENUE,In Progress,,,06 QUEENS,4021730044,QUEENS,1026721,205542,ONLINE,Unspecified,QUEENS,40.73074002143821,-73.84675964029046,"{'latitude': '40.73074002143821', 'longitude': '-73.84675964029046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792516,2023-09-12T19:54:49.000,2023-09-15T16:19:08.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,10024,BROADWAY,BROADWAY,BROADWAY,WEST   91 STREET,BROADWAY,WEST   91 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-15T16:19:11.000,07 MANHATTAN,,MANHATTAN,991420,227631,PHONE,Unspecified,MANHATTAN,40.791467707749376,-73.97410621235743,"{'latitude': '40.791467707749376', 'longitude': '-73.97410621235743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"BROADWAY AND WEST   91 STREET, MANHATTAN, NY, 10024",
58797103,2023-09-12T19:54:37.000,2023-09-13T12:16:27.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11205,238 HALL STREET,HALL STREET,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,HALL STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T12:16:31.000,02 BROOKLYN,3019180051,BROOKLYN,993837,191009,ONLINE,Unspecified,BROOKLYN,40.69094716172624,-73.96542963799043,"{'latitude': '40.69094716172624', 'longitude': '-73.96542963799043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791734,2023-09-12T19:54:34.000,2023-09-12T20:20:12.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10022,983 1 AVENUE,1 AVENUE,EAST   53 STREET,EAST   54 STREET,EAST   53 STREET,EAST   54 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T20:20:15.000,06 MANHATTAN,1013467503,MANHATTAN,994112,214816,ONLINE,Unspecified,MANHATTAN,40.75629129908809,-73.96440311271971,"{'latitude': '40.75629129908809', 'longitude': '-73.96440311271971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793195,2023-09-12T19:54:31.000,2023-09-12T20:04:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,178 STOCKHOLM STREET,STOCKHOLM STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,STOCKHOLM STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T20:04:20.000,04 BROOKLYN,3032570014,BROOKLYN,1005747,194245,MOBILE,Unspecified,BROOKLYN,40.699808312452376,-73.92247231390142,"{'latitude': '40.699808312452376', 'longitude': '-73.92247231390142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792843,2023-09-12T19:54:25.000,2023-09-13T13:31:33.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11372,71-10 35 AVENUE,35 AVENUE,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T13:31:38.000,03 QUEENS,4012710004,QUEENS,1013427,212806,PHONE,Unspecified,QUEENS,40.75073172254835,-73.89469439028566,"{'latitude': '40.75073172254835', 'longitude': '-73.89469439028566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796115,2023-09-12T19:54:19.000,2023-09-12T19:56:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,4615 NINTH AVENUE,NINTH AVENUE,46 STREET,47 STREET,46 STREET,47 STREET,ADDRESS,BROOKLYN,9 AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-12T19:56:38.000,12 BROOKLYN,3056190001,BROOKLYN,984441,173131,MOBILE,Unspecified,BROOKLYN,40.641881218171044,-73.9993117676426,"{'latitude': '40.641881218171044', 'longitude': '-73.9993117676426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798406,2023-09-12T19:54:00.000,2023-09-12T20:37:59.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10009,1 AVENUE,1 AVENUE,1 AVENUE,EAST   14 STREET,1 AVENUE,EAST   14 STREET,INTERSECTION,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T20:38:04.000,03 MANHATTAN,,MANHATTAN,989085,205728,ONLINE,Unspecified,MANHATTAN,40.731351188882584,-73.98255460051172,"{'latitude': '40.731351188882584', 'longitude': '-73.98255460051172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798417,2023-09-12T19:53:47.000,2023-09-13T08:57:17.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,11233,706 MACDONOUGH STREET,MACDONOUGH STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,MAC DONOUGH STREET,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-13T08:57:17.000,03 BROOKLYN,3015010026,BROOKLYN,1006914,188460,PHONE,Unspecified,BROOKLYN,40.68392691791237,-73.91828306107244,"{'latitude': '40.68392691791237', 'longitude': '-73.91828306107244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793376,2023-09-12T19:53:43.000,2023-09-12T20:29:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,20 WEST  190 STREET,WEST  190 STREET,EAST  190 STREET,DAVIDSON AVENUE,EAST  190 STREET,DAVIDSON AVENUE,ADDRESS,BRONX,WEST  190 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T20:29:58.000,07 BRONX,2032000014,BRONX,1011619,254114,MOBILE,Unspecified,BRONX,40.86411645884116,-73.90105140846829,"{'latitude': '40.86411645884116', 'longitude': '-73.90105140846829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58788774,2023-09-12T19:53:43.000,2023-09-12T22:18:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,108-51 37 AVENUE,37 AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,CORONA,37 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T22:19:02.000,03 QUEENS,,QUEENS,1023217,213991,MOBILE,Unspecified,QUEENS,40.753946520553306,-73.85935351464612,"{'latitude': '40.753946520553306', 'longitude': '-73.85935351464612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789894,2023-09-12T19:53:37.000,2023-09-12T19:55:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368,105-19 OTIS AVENUE,OTIS AVENUE,GRANGER STREET,PENROD STREET,GRANGER STREET,PENROD STREET,ADDRESS,CORONA,OTIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T19:55:23.000,04 QUEENS,4019510063,QUEENS,1024448,208584,MOBILE,Unspecified,QUEENS,40.73910017218621,-73.85494270042844,"{'latitude': '40.73910017218621', 'longitude': '-73.85494270042844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58794628,2023-09-12T19:53:04.000,2023-09-12T21:19:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,521 HICKSVILLE ROAD,HICKSVILLE ROAD,READS LANE,BEACH    6 STREET,READS LANE,BEACH    6 STREET,ADDRESS,FAR ROCKAWAY,HICKSVILLE ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:19:37.000,14 QUEENS,4155900009,QUEENS,1056357,158112,PHONE,Unspecified,QUEENS,40.600363853977385,-73.74033725249079,"{'latitude': '40.600363853977385', 'longitude': '-73.74033725249079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795823,2023-09-12T19:53:00.000,2023-09-12T21:06:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11365,67-33 198 STREET,198 STREET,67 AVE,69 AVE,,,ADDRESS,FRESH MEADOWS,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-12T21:06:00.000,08 QUEENS,4071270051,QUEENS,1046387,208529,PHONE,Unspecified,QUEENS,40.73882228307307,-73.77577507451865,"{'latitude': '40.73882228307307', 'longitude': '-73.77577507451865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797245,2023-09-12T19:53:00.000,2023-09-13T09:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10468,2280 ANDREWS AVENUE,ANDREWS AVENUE,W 183 ST,W FORDHAM RD,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T09:20:00.000,07 BRONX,2032180011,BRONX,1009785,252998,PHONE,Unspecified,BRONX,40.86105887308647,-73.90768621244501,"{'latitude': '40.86105887308647', 'longitude': '-73.90768621244501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789182,2023-09-12T19:52:48.000,2023-09-12T20:26:16.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,1001 JEROME AVENUE,JEROME AVENUE,ANDERSON AVENUE,EAST  164 STREET,ANDERSON AVENUE,EAST  164 STREET,ADDRESS,BRONX,JEROME AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T20:26:20.000,04 BRONX,2025040141,BRONX,1004592,242175,ONLINE,Unspecified,BRONX,40.831366424975315,-73.92649269964271,"{'latitude': '40.831366424975315', 'longitude': '-73.92649269964271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798949,2023-09-12T19:52:33.000,2023-09-12T20:17:24.000,NYPD,New York City Police Department,Drinking,In Public,Park/Playground,11370,84-15 25 AVENUE,25 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,EAST ELMHURST,25 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-12T20:17:28.000,03 QUEENS,4010960048,QUEENS,1016207,217382,ONLINE,Unspecified,QUEENS,40.7632820543713,-73.88463907687385,"{'latitude': '40.7632820543713', 'longitude': '-73.88463907687385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799903,2023-09-12T19:52:30.000,2023-09-13T21:30:48.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11238,632 GRAND AVENUE,GRAND AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,GRAND AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T21:30:51.000,08 BROOKLYN,3011540024,BROOKLYN,994592,185872,PHONE,Unspecified,BROOKLYN,40.676846419795545,-73.96271502115941,"{'latitude': '40.676846419795545', 'longitude': '-73.96271502115941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791096,2023-09-12T19:52:30.000,2023-09-14T11:28:14.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11357,16-16 UTOPIA PARKWAY,UTOPIA PARKWAY,16 ROAD,17 AVENUE,16 ROAD,17 AVENUE,ADDRESS,WHITESTONE,UTOPIA PARKWAY,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-14T11:28:20.000,07 QUEENS,4057340001,QUEENS,1041138,224693,PHONE,Unspecified,QUEENS,40.78322351126897,-73.79457953533223,"{'latitude': '40.78322351126897', 'longitude': '-73.79457953533223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790325,2023-09-12T19:52:29.000,2023-09-12T20:03:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,175 STOCKHOLM STREET,STOCKHOLM STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,STOCKHOLM STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T20:03:38.000,04 BROOKLYN,3032460043,BROOKLYN,1005733,194235,PHONE,Unspecified,BROOKLYN,40.699780898797506,-73.92252283596255,"{'latitude': '40.699780898797506', 'longitude': '-73.92252283596255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795498,2023-09-12T19:52:26.000,2023-09-17T14:14:46.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10014,505 WEST STREET,WEST STREET,JANE STREET,HORATIO STREET,JANE STREET,HORATIO STREET,ADDRESS,NEW YORK,WEST STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-17T14:14:50.000,02 MANHATTAN,1006420001,MANHATTAN,981582,208254,MOBILE,Unspecified,MANHATTAN,40.738285355432446,-74.00962754282115,"{'latitude': '40.738285355432446', 'longitude': '-74.00962754282115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789780,2023-09-12T19:52:26.000,2023-09-12T20:14:09.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10014,505 WEST STREET,WEST STREET,JANE STREET,HORATIO STREET,JANE STREET,HORATIO STREET,ADDRESS,NEW YORK,WEST STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-12T20:14:13.000,02 MANHATTAN,1006420001,MANHATTAN,981582,208254,MOBILE,Unspecified,MANHATTAN,40.738285355432446,-74.00962754282115,"{'latitude': '40.738285355432446', 'longitude': '-74.00962754282115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797367,2023-09-12T19:52:13.000,2023-09-12T20:04:07.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11435,148-58 86 AVENUE,86 AVENUE,148 STREET,150 STREET,148 STREET,150 STREET,ADDRESS,JAMAICA,86 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T20:04:13.000,08 QUEENS,4097250029,QUEENS,1037055,197345,PHONE,Unspecified,QUEENS,40.70818562612862,-73.80953776605084,"{'latitude': '40.70818562612862', 'longitude': '-73.80953776605084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792331,2023-09-12T19:52:09.000,2023-09-12T21:02:53.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11435,90-27 149 STREET,149 STREET,90 AVENUE,LOWE COURT,90 AVENUE,LOWE COURT,ADDRESS,JAMAICA,149 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:02:59.000,12 QUEENS,4096790200,QUEENS,1038036,195450,PHONE,Unspecified,QUEENS,40.70297840152772,-73.80601454720262,"{'latitude': '40.70297840152772', 'longitude': '-73.80601454720262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793412,2023-09-12T19:52:05.000,2023-09-12T21:02:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,3105 BRIGHTON    3 STREET,BRIGHTON    3 STREET,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,ADDRESS,BROOKLYN,BRIGHTON    3 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T21:02:44.000,13 BROOKLYN,3086860037,BROOKLYN,994235,149250,MOBILE,Unspecified,BROOKLYN,40.576327154021826,-73.9640562531078,"{'latitude': '40.576327154021826', 'longitude': '-73.9640562531078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795547,2023-09-12T19:52:03.000,2023-09-14T04:35:04.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10469,3575 BOSTON POST ROAD,BOSTON POST ROAD,TIEMANN AVENUE,GUNTHER AVENUE,TIEMANN AVENUE,GUNTHER AVENUE,ADDRESS,BRONX,BOSTON ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T04:35:10.000,12 BRONX,2047290001,BRONX,1027407,259409,PHONE,Unspecified,BRONX,40.87858652239207,-73.84393821135596,"{'latitude': '40.87858652239207', 'longitude': '-73.84393821135596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58796628,2023-09-12T19:51:47.000,2023-09-12T21:00:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,5101 AVENUE O,AVENUE O,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,AVENUE O,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T21:00:09.000,18 BROOKLYN,3078960006,BROOKLYN,1004937,163962,MOBILE,Unspecified,BROOKLYN,40.616690098510375,-73.92548643207769,"{'latitude': '40.616690098510375', 'longitude': '-73.92548643207769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799846,2023-09-12T19:51:39.000,2023-09-13T03:30:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10452,118 EAST MT EDEN AVENUE,EAST MT EDEN AVENUE,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,EAST MOUNT EDEN AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-13T03:30:29.000,04 BRONX,2028370011,BRONX,1008432,246582,MOBILE,Unspecified,BRONX,40.84345267703155,-73.91260069907524,"{'latitude': '40.84345267703155', 'longitude': '-73.91260069907524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58798940,2023-09-12T19:51:36.000,2023-09-12T23:16:48.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11236,1803 EAST   92 STREET,EAST   92 STREET,SKIDMORE AVENUE,SCHENCK STREET,SKIDMORE AVENUE,SCHENCK STREET,ADDRESS,BROOKLYN,EAST   92 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T23:16:51.000,18 BROOKLYN,3083230020,BROOKLYN,1014792,168674,MOBILE,Unspecified,BROOKLYN,40.629595052713974,-73.8899679134203,"{'latitude': '40.629595052713974', 'longitude': '-73.8899679134203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790463,2023-09-12T19:51:30.000,2023-09-12T20:14:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11412,186-07 MANGIN AVENUE,MANGIN AVENUE,MURDOCK AVENUE,WOOD STREET,MURDOCK AVENUE,WOOD STREET,ADDRESS,SAINT ALBANS,MANGIN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T20:14:28.000,12 QUEENS,4104080024,QUEENS,1048550,193538,MOBILE,Unspecified,QUEENS,40.69766027319394,-73.76811300297801,"{'latitude': '40.69766027319394', 'longitude': '-73.76811300297801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792844,2023-09-12T19:51:19.000,2023-09-13T13:30:36.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,11372,71-08 35 AVENUE,35 AVENUE,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,JACKSON HEIGHTS,35 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T13:30:40.000,03 QUEENS,4012710003,QUEENS,1013423,212805,PHONE,Unspecified,QUEENS,40.75072899100049,-73.89470883140743,"{'latitude': '40.75072899100049', 'longitude': '-73.89470883140743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58791083,2023-09-12T19:50:46.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11102,1-09 26 AVENUE,26 AVENUE,1 STREET,2 STREET,1 STREET,2 STREET,ADDRESS,ASTORIA,26 AVENUE,In Progress,,,01 QUEENS,4009130001,QUEENS,1002193,222367,ONLINE,Unspecified,QUEENS,40.77700412645179,-73.93521459529559,"{'latitude': '40.77700412645179', 'longitude': '-73.93521459529559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792647,2023-09-12T19:50:43.000,2023-09-12T20:35:54.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10002,116 SUFFOLK STREET,SUFFOLK STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,SUFFOLK STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T20:35:59.000,03 MANHATTAN,1003480010,MANHATTAN,988112,201228,MOBILE,Unspecified,MANHATTAN,40.719000260021495,-73.9860679116313,"{'latitude': '40.719000260021495', 'longitude': '-73.9860679116313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
