unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,taxi_pick_up_location
58918104,2023-09-25T09:00:14.000,2023-09-25T09:33:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11423,204-11 HILLSIDE AVENUE,HILLSIDE AVENUE,ADDRESS,HOLLIS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T09:33:27.000,08 QUEENS,4105330001,QUEENS,1050511,201830,MOBILE,Unspecified,QUEENS,40.72040529833918,-73.76095942232676,"{'latitude': '40.72040529833918', 'longitude': '-73.76095942232676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",204 STREET,205 STREET,204 STREET,205 STREET,HILLSIDE AVENUE,,,,,,
58922552,2023-09-25T09:00:13.000,2023-09-25T09:21:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,679 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T09:21:23.000,08 BROOKLYN,3011490004,BROOKLYN,995545,185945,ONLINE,Unspecified,BROOKLYN,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,CLASSON AVENUE,,,,,,
58921809,2023-09-25T09:00:12.000,2023-09-25T09:29:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10466,4382 FURMAN AVENUE,FURMAN AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-25T09:30:02.000,12 BRONX,2050470014,BRONX,1024669,266348,PHONE,Unspecified,BRONX,40.89764483106377,-73.85379730585653,"{'latitude': '40.89764483106377', 'longitude': '-73.85379730585653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  237 STREET,NEREID AVENUE,EAST  237 STREET,NEREID AVENUE,FURMAN AVENUE,,,,,,
58920928,2023-09-25T09:00:09.000,2023-09-25T09:33:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10011,321 WEST   24 STREET,WEST   24 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T09:33:47.000,04 MANHATTAN,1007480001,MANHATTAN,984647,211084,ONLINE,Unspecified,MANHATTAN,40.74605339352792,-73.99856724881818,"{'latitude': '40.74605339352792', 'longitude': '-73.99856724881818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   24 STREET,,,,,,
58919955,2023-09-25T09:00:06.000,2023-09-25T09:58:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1057 66 STREET,66 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T09:58:14.000,10 BROOKLYN,3057510055,BROOKLYN,982158,168309,PHONE,Unspecified,BROOKLYN,40.62864560850486,-74.00753663120338,"{'latitude': '40.62864560850486', 'longitude': '-74.00753663120338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,66 STREET,,,,,,
58919718,2023-09-25T09:00:06.000,2023-09-25T09:23:32.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,11217,182 HOYT STREET,HOYT STREET,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T09:23:37.000,02 BROOKLYN,3003910042,BROOKLYN,987290,188746,MOBILE,Unspecified,BROOKLYN,40.68474041637866,-73.98903889474313,"{'latitude': '40.68474041637866', 'longitude': '-73.98903889474313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WYCKOFF STREET,WARREN STREET,WYCKOFF STREET,WARREN STREET,HOYT STREET,,,,,,
58916734,2023-09-25T08:59:53.000,2023-09-25T09:27:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,2124 AVENUE R,AVENUE R,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T09:27:37.000,15 BROOKLYN,3068270009,BROOKLYN,997747,160240,PHONE,Unspecified,BROOKLYN,40.6064878461497,-73.95139189497773,"{'latitude': '40.6064878461497', 'longitude': '-73.95139189497773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,AVENUE R,,,,,,
58920600,2023-09-25T08:59:52.000,2023-09-25T12:03:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11105,22-20 23 STREET,23 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T12:03:42.000,01 QUEENS,4008780048,QUEENS,1007430,223231,PHONE,Unspecified,QUEENS,40.779363395178265,-73.91630279327056,"{'latitude': '40.779363395178265', 'longitude': '-73.91630279327056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DITMARS BOULEVARD,22 ROAD,DITMARS BOULEVARD,22 ROAD,23 STREET,,,,,,
58918855,2023-09-25T08:59:22.000,2023-09-25T09:00:26.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10075,EAST   79 STREET,EAST   79 STREET,INTERSECTION,,Closed,See notes for information.,2023-09-25T09:00:29.000,08 MANHATTAN,,MANHATTAN,998633,219956,UNKNOWN,Unspecified,MANHATTAN,40.77039307378342,-73.94807356936934,"{'latitude': '40.77039307378342', 'longitude': '-73.94807356936934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   79 STREET,EAST END AVENUE,EAST   79 STREET,EAST END AVENUE,,,,,,,"EAST   79 STREET AND EAST END AVENUE, MANHATTAN, NY, 10075"
58923311,2023-09-25T08:59:00.000,2023-09-25T10:30:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,,10471,MOSHOLU PKWY,MOSHOLU PKWY,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T10:30:00.000,26 BRONX,,BRONX,1015190,268330,UNKNOWN,Unspecified,BRONX,40.90312311161465,-73.88807532731282,"{'latitude': '40.90312311161465', 'longitude': '-73.88807532731282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MOSHOLU PKWY,BROADWAY,H HUDSON PARKWAY,MOSHOLU PARKWAY,,,,,,,
58920310,2023-09-25T08:58:57.000,2023-10-13T16:44:24.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11207,552 WILLIAMS AVENUE,WILLIAMS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,05 BROOKLYN,3038350033,BROOKLYN,1012758,180530,PHONE,Unspecified,BROOKLYN,40.66214397023499,-73.89724558953137,"{'latitude': '40.66214397023499', 'longitude': '-73.89724558953137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58918230,2023-09-25T08:58:57.000,2023-10-13T16:44:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11207,552 WILLIAMS AVENUE,WILLIAMS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,05 BROOKLYN,3038350033,BROOKLYN,1012758,180530,PHONE,Unspecified,BROOKLYN,40.66214397023499,-73.89724558953137,"{'latitude': '40.66214397023499', 'longitude': '-73.89724558953137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921547,2023-09-25T08:58:57.000,2023-10-13T16:44:24.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11207,552 WILLIAMS AVENUE,WILLIAMS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,05 BROOKLYN,3038350033,BROOKLYN,1012758,180530,PHONE,Unspecified,BROOKLYN,40.66214397023499,-73.89724558953137,"{'latitude': '40.66214397023499', 'longitude': '-73.89724558953137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58922784,2023-09-25T08:58:57.000,2023-10-13T16:44:24.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11207,552 WILLIAMS AVENUE,WILLIAMS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-13T00:00:00.000,05 BROOKLYN,3038350033,BROOKLYN,1012758,180530,PHONE,Unspecified,BROOKLYN,40.66214397023499,-73.89724558953137,"{'latitude': '40.66214397023499', 'longitude': '-73.89724558953137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58918210,2023-09-25T08:58:56.000,2023-09-28T14:28:49.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10454,673 EAST  140 STREET,EAST  140 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,01 BRONX,2025680045,BRONX,1008240,233220,PHONE,Unspecified,BRONX,40.80677832755231,-73.91334240599824,"{'latitude': '40.80677832755231', 'longitude': '-73.91334240599824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58924068,2023-09-25T08:58:56.000,2023-09-25T09:33:10.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10011,359 WEST   24 STREET,WEST   24 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T09:33:17.000,04 MANHATTAN,1007480005,MANHATTAN,984132,211367,ONLINE,Unspecified,MANHATTAN,40.74683016564044,-74.00042586048032,"{'latitude': '40.74683016564044', 'longitude': '-74.00042586048032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   24 STREET,,,,,,
58920352,2023-09-25T08:58:48.000,2023-09-26T19:16:51.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11207,564 WYONA STREET,WYONA STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,05 BROOKLYN,3038250035,BROOKLYN,1014466,181431,PHONE,Unspecified,BROOKLYN,40.66461134989027,-73.89108523210395,"{'latitude': '40.66461134989027', 'longitude': '-73.89108523210395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58918273,2023-09-25T08:58:48.000,2023-10-12T05:03:07.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11218,352 EAST    8 STREET,EAST    8 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,12 BROOKLYN,3053590043,BROOKLYN,992218,173040,ONLINE,Unspecified,BROOKLYN,40.641627860602014,-73.97128892827205,"{'latitude': '40.641627860602014', 'longitude': '-73.97128892827205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921901,2023-09-25T08:58:44.000,2023-10-04T15:15:02.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11362,66-03 COMMONWEALTH BOULEVARD,COMMONWEALTH BOULEVARD,ADDRESS,LITTLE NECK,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-04T15:15:06.000,11 QUEENS,4083770001,QUEENS,1059461,213367,ONLINE,Unspecified,QUEENS,40.75199979859058,-73.72854297056763,"{'latitude': '40.75199979859058', 'longitude': '-73.72854297056763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CULLMAN AVENUE,GRAND CENTRAL PARKWAY,CULLMAN AVENUE,GRAND CENTRAL PARKWAY,COMMONWEALTH BOULEVARD,,,,,,
58917343,2023-09-25T08:58:04.000,2023-09-27T08:29:55.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11385,UNION TURNPIKE,UNION TURNPIKE,INTERSECTION,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T08:29:59.000,05 QUEENS,,QUEENS,1023556,196374,UNKNOWN,Unspecified,QUEENS,40.7055907276556,-73.85823284681707,"{'latitude': '40.7055907276556', 'longitude': '-73.85823284681707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION TURNPIKE,WOODHAVEN BOULEVARD,UNION TURNPIKE,WOODHAVEN BOULEVARD,,,,,,,
58918615,2023-09-25T08:58:01.000,2023-09-25T09:56:35.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11209,73 STREET,73 STREET,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T09:56:39.000,10 BROOKLYN,,BROOKLYN,975203,170301,MOBILE,Unspecified,BROOKLYN,40.6341088542003,-74.03259535655707,"{'latitude': '40.6341088542003', 'longitude': '-74.03259535655707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",73 STREET,COLONIAL ROAD,73 STREET,COLONIAL ROAD,,,,,,,
58919509,2023-09-25T08:57:09.000,2023-09-29T05:46:09.000,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,10016,2 AVENUE,2 AVENUE,BLOCKFACE,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-29T05:46:14.000,Unspecified MANHATTAN,,MANHATTAN,990049,209101,ONLINE,Unspecified,MANHATTAN,40.74060866139614,-73.97907343775837,"{'latitude': '40.74060866139614', 'longitude': '-73.97907343775837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,,,,,,,
58921157,2023-09-25T08:56:58.000,2023-09-25T14:12:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11378,59-31 56 STREET,56 STREET,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T14:12:09.000,05 QUEENS,4026310001,QUEENS,1008537,200589,PHONE,Unspecified,QUEENS,40.71721386465224,-73.91238746347103,"{'latitude': '40.71721386465224', 'longitude': '-73.91238746347103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND AVENUE,LIRR BUSHWICK LINE,GRAND AVENUE,LIRR BUSHWICK LINE,56 STREET,,,,,,
58921440,2023-09-25T08:56:53.000,2023-09-25T09:26:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11694,114-30 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T09:26:22.000,14 QUEENS,4161667502,QUEENS,1029880,150716,ONLINE,Unspecified,QUEENS,40.58023922444503,-73.83573258345683,"{'latitude': '40.58023922444503', 'longitude': '-73.83573258345683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH  114 STREET,BEACH  115 STREET,BEACH  114 STREET,BEACH  115 STREET,ROCKAWAY BEACH BOULEVARD,,,,,,
58919481,2023-09-25T08:56:37.000,2023-09-25T09:45:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11432,89 AVENUE,89 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T09:45:42.000,12 QUEENS,,QUEENS,1042730,197961,PHONE,Unspecified,QUEENS,40.70984070746071,-73.78906334652746,"{'latitude': '40.70984070746071', 'longitude': '-73.78906334652746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",89 AVENUE,172 STREET,89 AVENUE,172 STREET,,,,,,,
58916721,2023-09-25T08:56:09.000,2023-09-25T09:14:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10473,1660 STORY AVENUE,STORY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T09:14:38.000,09 BRONX,2036330001,BRONX,1019967,238984,MOBILE,Unspecified,BRONX,40.8225592544007,-73.87095106649478,"{'latitude': '40.8225592544007', 'longitude': '-73.87095106649478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",METCALF AVENUE,CLASON POINT LANE,METCALF AVENUE,CLASON POINT LANE,STORY AVENUE,,,,,,
58919325,2023-09-25T08:56:01.000,2023-11-06T07:58:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10040,371 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-06T00:00:00.000,12 MANHATTAN,1021690012,MANHATTAN,1003595,251298,PHONE,Unspecified,MANHATTAN,40.85640861904781,-73.93006911226374,"{'latitude': '40.85640861904781', 'longitude': '-73.93006911226374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58925034,2023-09-25T08:56:01.000,2023-11-06T07:58:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10040,371 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-06T00:00:00.000,12 MANHATTAN,1021690012,MANHATTAN,1003595,251298,PHONE,Unspecified,MANHATTAN,40.85640861904781,-73.93006911226374,"{'latitude': '40.85640861904781', 'longitude': '-73.93006911226374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58918846,2023-09-25T08:56:00.000,2023-09-25T19:35:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10018,455 WEST   37 STREET,WEST   37 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-25T19:35:00.000,04 MANHATTAN,1007350006,MANHATTAN,985127,214747,ONLINE,Unspecified,MANHATTAN,40.756107368123445,-73.99683447748025,"{'latitude': '40.756107368123445', 'longitude': '-73.99683447748025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DYER AVE,10 AVE,,,,,,,,,
58917719,2023-09-25T08:56:00.000,2023-09-26T11:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10470,271 EAST  240 STREET,EAST  240 STREET,ADDRESS,BRONX,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-26T11:25:00.000,12 BRONX,2033810035,BRONX,1020588,267535,ONLINE,Unspecified,BRONX,40.90092051317789,-73.86855254059543,"{'latitude': '40.90092051317789', 'longitude': '-73.86855254059543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN CORTLANDT PARK E,KATONAH AVE,,,,N/A,,,,,
58924907,2023-09-25T08:55:41.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11238,409 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,08 BROOKLYN,3011480080,BROOKLYN,995072,185916,PHONE,Unspecified,BROOKLYN,40.67696661605789,-73.96098445470996,"{'latitude': '40.67696661605789', 'longitude': '-73.96098445470996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58919278,2023-09-25T08:55:40.000,2023-09-26T08:55:00.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,160 WEST   97 STREET,WEST   97 STREET,ADDRESS,NEW YORK,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-26T00:00:00.000,07 MANHATTAN,1018510008,MANHATTAN,992811,228700,PHONE,Unspecified,MANHATTAN,40.79440058588625,-73.96908138306159,"{'latitude': '40.79440058588625', 'longitude': '-73.96908138306159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58921667,2023-09-25T08:55:37.000,2023-10-08T15:48:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58923908,2023-09-25T08:55:37.000,2023-10-08T15:48:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58919333,2023-09-25T08:55:32.000,2023-09-27T17:00:38.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10453,1695 GRAND AVENUE,GRAND AVENUE,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-27T00:00:00.000,05 BRONX,2028660080,BRONX,1008011,248390,PHONE,Unspecified,BRONX,40.84841624607351,-73.91411588203465,"{'latitude': '40.84841624607351', 'longitude': '-73.91411588203465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58917287,2023-09-25T08:55:31.000,2023-09-25T09:37:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,5611 AVENUE I,AVENUE I,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T09:37:52.000,18 BROOKLYN,3077600006,BROOKLYN,1005866,169136,PHONE,Unspecified,BROOKLYN,40.63088942242188,-73.92212365262937,"{'latitude': '40.63088942242188', 'longitude': '-73.92212365262937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   56 STREET,EAST   57 STREET,EAST   56 STREET,EAST   57 STREET,AVENUE I,,,,,,
58918654,2023-09-25T08:55:00.000,2023-09-25T09:02:16.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10028,249 EAST   86 STREET,EAST   86 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T09:02:19.000,08 MANHATTAN,1015320022,MANHATTAN,997489,222754,MOBILE,Unspecified,MANHATTAN,40.77807463656651,-73.95219819841218,"{'latitude': '40.77807463656651', 'longitude': '-73.95219819841218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST   86 STREET,,,,,,
58917801,2023-09-25T08:55:00.000,2023-09-25T09:26:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,216 DITMAS AVENUE,DITMAS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T09:26:37.000,12 BROOKLYN,,BROOKLYN,990733,170878,MOBILE,Unspecified,BROOKLYN,40.635694844174836,-73.97664190158136,"{'latitude': '40.635694844174836', 'longitude': '-73.97664190158136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,DITMAS AVENUE,,,,,,
58924023,2023-09-25T08:55:00.000,2023-09-26T11:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11385,PALMETTO STREET,PALMETTO STREET,BLOCKFACE,QUEENS,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T11:20:00.000,05 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,ONDERDONK AVENUE,WOODWARD AVENUE,,,,N/A,,,,,
