unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,intersection_street_1,intersection_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,incident_address,street_name,cross_street_1,cross_street_2,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58841426,2023-09-17T19:26:20.000,2023-09-17T19:41:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11235,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T19:41:32.000,13 BROOKLYN,BROOKLYN,993988,149149,MOBILE,Unspecified,BROOKLYN,40.57605020363535,-73.96494554277177,"{'latitude': '40.57605020363535', 'longitude': '-73.96494554277177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,3111 BRIGHTON SECOND STREET,BRIGHTON SECOND STREET,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON    2 STREET,3086850083,,,,,,
58837748,2023-09-17T19:26:17.000,2023-09-20T08:23:21.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,10029,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-20T08:23:25.000,11 MANHATTAN,MANHATTAN,999754,228786,ONLINE,Unspecified,MANHATTAN,40.794627178731574,-73.94400608675183,"{'latitude': '40.794627178731574', 'longitude': '-73.94400608675183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,154 EAST  110 STREET,EAST  110 STREET,LEXINGTON AVENUE,3 AVENUE,EAST  110 STREET,1016370050,"154 EAST  110 STREET, MANHATTAN (NEW YORK), NY, 10029",,,,,
58840433,2023-09-17T19:26:04.000,2023-09-17T20:10:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11378,64 STREET,HAMILTON PLACE,ADDRESS,MASPETH,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:10:12.000,05 QUEENS,QUEENS,1011630,204150,MOBILE,Unspecified,QUEENS,40.72697891119641,-73.90121534702146,"{'latitude': '40.72697891119641', 'longitude': '-73.90121534702146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,64-01 55 AVENUE,55 AVENUE,64 STREET,HAMILTON PLACE,55 AVENUE,4023700005,,,,,,
58839317,2023-09-17T19:25:59.000,2023-09-17T19:36:15.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11203,EAST   46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T19:36:18.000,17 BROOKLYN,BROOKLYN,1002437,178418,ONLINE,Unspecified,BROOKLYN,40.65637421183081,-73.9344523438765,"{'latitude': '40.65637421183081', 'longitude': '-73.9344523438765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,740 CLARKSON AVENUE,CLARKSON AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,CLARKSON AVENUE,3048510001,,,,,,
58838204,2023-09-17T19:25:52.000,2023-09-17T20:29:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11433,HENDRICKSON PLACE,108 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:29:39.000,12 QUEENS,QUEENS,1043213,193934,ONLINE,Unspecified,QUEENS,40.69878436663666,-73.78735643858765,"{'latitude': '40.69878436663666', 'longitude': '-73.78735643858765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,107-61 MERRICK BOULEVARD,MERRICK BOULEVARD,HENDRICKSON PLACE,108 AVENUE,MERRICK BOULEVARD,4102440216,,,,,,
58843110,2023-09-17T19:25:52.000,2023-09-20T09:47:27.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,10019,WEST   48 STREET,WEST   49 STREET,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T11:50:58.000,04 MANHATTAN,MANHATTAN,986288,217451,ONLINE,Unspecified,MANHATTAN,40.763528963873625,-73.99264304017213,"{'latitude': '40.763528963873625', 'longitude': '-73.99264304017213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,705 10 AVENUE,10 AVENUE,WEST   48 STREET,WEST   49 STREET,10 AVENUE,,,,,,,
58840661,2023-09-17T19:25:47.000,2023-09-18T19:31:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11225,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,09 BROOKLYN,BROOKLYN,998388,180071,PHONE,Unspecified,BROOKLYN,40.66091872312388,-73.94904185068552,"{'latitude': '40.66091872312388', 'longitude': '-73.94904185068552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,356 MAPLE STREET,MAPLE STREET,,,,3047960030,,,,,,
58841797,2023-09-17T19:25:46.000,2023-09-17T19:40:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10029,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T19:40:51.000,11 MANHATTAN,MANHATTAN,999754,228786,ONLINE,Unspecified,MANHATTAN,40.794627178731574,-73.94400608675183,"{'latitude': '40.794627178731574', 'longitude': '-73.94400608675183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,154 EAST  110 STREET,EAST  110 STREET,LEXINGTON AVENUE,3 AVENUE,EAST  110 STREET,1016370050,,,,,,
58840162,2023-09-17T19:25:43.000,2023-09-17T21:35:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11379,62 AVENUE,62 ROAD,ADDRESS,MIDDLE VILLAGE,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T21:35:56.000,05 QUEENS,QUEENS,1012594,199389,MOBILE,Unspecified,QUEENS,40.71390808633987,-73.89775737130536,"{'latitude': '40.71390808633987', 'longitude': '-73.89775737130536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,62-19 64 STREET,64 STREET,62 AVENUE,62 ROAD,64 STREET,4027720023,,,,,,
58837278,2023-09-17T19:25:34.000,2023-09-17T19:40:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11224,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T19:40:43.000,13 BROOKLYN,BROOKLYN,985931,148251,ONLINE,Unspecified,BROOKLYN,40.57359055854324,-73.99394902740013,"{'latitude': '40.57359055854324', 'longitude': '-73.99394902740013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,2980 WEST   28 STREET,WEST   28 STREET,MERMAID AVENUE,SURF AVENUE,WEST   28 STREET,3070520034,,,,,,
58838285,2023-09-17T19:25:31.000,2023-09-17T19:44:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10465,CALHOUN AVENUE,REVERE AVENUE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T19:45:02.000,10 BRONX,BRONX,1032601,240631,ONLINE,Unspecified,BRONX,40.827019671274805,-73.8252914541254,"{'latitude': '40.827019671274805', 'longitude': '-73.8252914541254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,2850 PHILIP AVENUE,PHILIP AVENUE,CALHOUN AVENUE,REVERE AVENUE,PHILIP AVENUE,2055440077,,,,,,
58843384,2023-09-17T19:25:05.000,2023-09-17T20:00:38.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11219,64 STREET,65 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T20:00:44.000,10 BROOKLYN,BROOKLYN,982144,168978,PHONE,Unspecified,BROOKLYN,40.6304818690647,-74.00758727630478,"{'latitude': '40.6304818690647', 'longitude': '-74.00758727630478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,6401 10 AVENUE,10 AVENUE,64 STREET,65 STREET,10 AVENUE,3057440010,,,,,,
58840976,2023-09-17T19:25:02.000,2023-09-20T06:14:22.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11212,HEGEMAN AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation removed the items.,2023-09-20T06:14:12.000,16 BROOKLYN,BROOKLYN,1011069,178256,ONLINE,Unspecified,BROOKLYN,40.65590762119411,-73.9033424706004,"{'latitude': '40.65590762119411', 'longitude': '-73.9033424706004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,928 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,HEGEMAN AVENUE,LINDEN BOULEVARD,MOTHER GASTON BOULEVARD,3036390001,,,,,,
58842177,2023-09-17T19:25:00.000,2023-09-17T20:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,10024,COLUMBUS AVENUE,WEST 87 STREET,INTERSECTION,MANHATTAN,N/A,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T20:50:00.000,07 MANHATTAN,MANHATTAN,992092,226063,UNKNOWN,Unspecified,MANHATTAN,40.787163398128754,-73.97168117772486,"{'latitude': '40.787163398128754', 'longitude': '-73.97168117772486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58841003,2023-09-17T19:24:17.000,2023-09-17T22:10:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11379,62 AVENUE,64 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T22:10:46.000,05 QUEENS,QUEENS,1012533,199568,MOBILE,Unspecified,QUEENS,40.7143995934852,-73.89797665860704,"{'latitude': '40.7143995934852', 'longitude': '-73.89797665860704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,62 AVENUE,62 AVENUE,62 AVENUE,64 STREET,,,,,,,,
58837298,2023-09-17T19:24:05.000,2023-09-17T19:44:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11226,CHURCH AVENUE,TENNIS COURT,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T19:44:53.000,14 BROOKLYN,BROOKLYN,995127,175742,MOBILE,Unspecified,BROOKLYN,40.649041172355936,-73.9608025814131,"{'latitude': '40.649041172355936', 'longitude': '-73.9608025814131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,567 OCEAN AVENUE,OCEAN AVENUE,CHURCH AVENUE,TENNIS COURT,OCEAN AVENUE,3051017501,,,,,,
58837183,2023-09-17T19:23:48.000,2023-09-17T19:33:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10023,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T19:33:53.000,07 MANHATTAN,MANHATTAN,990109,222840,ONLINE,Unspecified,MANHATTAN,40.77831865672644,-73.97884494518698,"{'latitude': '40.77831865672644', 'longitude': '-73.97884494518698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,106 WEST   73 STREET,WEST   73 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,WEST   73 STREET,1011440035,,,,,,
58837040,2023-09-17T19:23:41.000,2023-09-17T23:26:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11378,60 AVENUE,60 ROAD,ADDRESS,MASPETH,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T23:26:38.000,05 QUEENS,QUEENS,1010281,200193,ONLINE,Unspecified,QUEENS,40.71612198058589,-73.90609772168389,"{'latitude': '40.71612198058589', 'longitude': '-73.90609772168389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,60-11 60 STREET,60 STREET,60 AVENUE,60 ROAD,60 STREET,4027320001,,,,,,
58837852,2023-09-17T19:23:40.000,2023-09-17T21:01:38.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,11231,PRESIDENT STREET,CARROLL STREET,ADDRESS,BROOKLYN,,Closed,N/A,2023-09-17T21:01:43.000,06 BROOKLYN,BROOKLYN,985279,187593,PHONE,Unspecified,BROOKLYN,40.68157615634245,-73.99628998615246,"{'latitude': '40.68157615634245', 'longitude': '-73.99628998615246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,370 COURT STREET,COURT STREET,PRESIDENT STREET,CARROLL STREET,COURT STREET,3003510027,,,,,,
58839503,2023-09-17T19:23:39.000,2023-09-17T19:53:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10039,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T19:53:38.000,10 MANHATTAN,MANHATTAN,1001238,239775,MOBILE,Unspecified,MANHATTAN,40.824786200242364,-73.93861869592293,"{'latitude': '40.824786200242364', 'longitude': '-73.93861869592293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,247 WEST  149 STREET,WEST  149 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  149 STREET,1020350001,,,,,,
58839361,2023-09-17T19:23:13.000,2023-09-17T20:08:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11207,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:08:57.000,05 BROOKLYN,BROOKLYN,1013957,186705,PHONE,Unspecified,BROOKLYN,40.67908900964059,-73.89289669736954,"{'latitude': '40.67908900964059', 'longitude': '-73.89289669736954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,90 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,MILLER AVENUE,3036640028,,,,,,
58841273,2023-09-17T19:23:08.000,2023-09-17T19:23:08.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11358,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-17T00:00:00.000,11 QUEENS,QUEENS,1042542,215862,UNKNOWN,Unspecified,QUEENS,40.75897564121302,-73.78958636019438,"{'latitude': '40.75897564121302', 'longitude': '-73.78958636019438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,42-20 192 STREET,192 STREET,,,,4053670017,,,,,,
58838779,2023-09-17T19:23:02.000,2023-11-02T13:28:52.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,10016,EAST   33 STREET,EAST   34 STREET,ADDRESS,NEW YORK,,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-02T13:28:56.000,06 MANHATTAN,MANHATTAN,990859,210489,ONLINE,Unspecified,MANHATTAN,40.74441780687695,-73.97614906747401,"{'latitude': '40.74441780687695', 'longitude': '-73.97614906747401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,611 2 AVENUE,2 AVENUE,EAST   33 STREET,EAST   34 STREET,2 AVENUE,1009140029,"611 2 AVENUE, MANHATTAN (NEW YORK), NY, 10016",,,,,
58845008,2023-09-17T19:22:50.000,2023-09-18T21:19:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11420,LINDEN BOULEVARD,115 AVENUE,ADDRESS,SOUTH OZONE PARK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T21:19:31.000,10 QUEENS,QUEENS,1034601,186632,ONLINE,Unspecified,QUEENS,40.67879528857655,-73.8184691434505,"{'latitude': '40.67879528857655', 'longitude': '-73.8184691434505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,114-17 121 STREET,121 STREET,LINDEN BOULEVARD,115 AVENUE,121 STREET,4116480054,,,,,,
58844517,2023-09-17T19:22:34.000,2023-09-17T19:34:57.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10027,WEST  129 STREET,WEST  130 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T19:35:01.000,10 MANHATTAN,MANHATTAN,999910,234608,MOBILE,Unspecified,MANHATTAN,40.81060669389826,-73.94342910153115,"{'latitude': '40.81060669389826', 'longitude': '-73.94342910153115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,387 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,WEST  129 STREET,WEST  130 STREET,LENOX AVENUE,1019147502,,,,,,
58842852,2023-09-17T19:22:30.000,2023-09-17T19:44:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,10016,EAST   33 STREET,EAST   34 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T19:45:03.000,06 MANHATTAN,MANHATTAN,990859,210489,ONLINE,Unspecified,MANHATTAN,40.74441780687695,-73.97614906747401,"{'latitude': '40.74441780687695', 'longitude': '-73.97614906747401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,611 2 AVENUE,2 AVENUE,EAST   33 STREET,EAST   34 STREET,2 AVENUE,1009140029,,,,,,
58843447,2023-09-17T19:22:30.000,2023-09-17T19:41:09.000,NYPD,New York City Police Department,Panhandling,N/A,10014,AVENUE OF THE AMERICAS,BARROW STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T19:41:12.000,02 MANHATTAN,MANHATTAN,983877,206224,MOBILE,Unspecified,MANHATTAN,40.7327139007896,-74.00134586701974,"{'latitude': '40.7327139007896', 'longitude': '-74.00134586701974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,124 WASHINGTON PLACE,WASHINGTON PLACE,AVENUE OF THE AMERICAS,BARROW STREET,WASHINGTON PLACE,1005920007,,,,,,
58842203,2023-09-17T19:22:18.000,2023-09-17T19:32:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10024,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T19:33:01.000,07 MANHATTAN,MANHATTAN,992859,226837,PHONE,Unspecified,MANHATTAN,40.78928710671135,-73.96891041589816,"{'latitude': '40.78928710671135', 'longitude': '-73.96891041589816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,59 WEST   91 STREET,WEST   91 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,WEST   91 STREET,1012050006,,,,,,
58840342,2023-09-17T19:22:09.000,2023-09-17T19:37:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11226,CHURCH AVENUE,TENNIS COURT,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T19:37:43.000,14 BROOKLYN,BROOKLYN,995084,176043,ONLINE,Unspecified,BROOKLYN,40.6498674046847,-73.96095705692136,"{'latitude': '40.6498674046847', 'longitude': '-73.96095705692136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,521 OCEAN AVENUE,OCEAN AVENUE,CHURCH AVENUE,TENNIS COURT,OCEAN AVENUE,3051010001,,,,,,
58842923,2023-09-17T19:21:58.000,2023-09-20T10:11:39.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,11430,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-20T10:11:36.000,83 QUEENS,QUEENS,1043001,175548,ONLINE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,JOHN F KENNEDY AIRPORT,JOHN F KENNEDY AIRPORT,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,JOHN F KENNEDY AIRPORT,4142600001,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,
58838919,2023-09-17T19:21:52.000,2023-09-18T11:01:43.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,11207,DECATUR STREET,COOPER STREET,ADDRESS,BROOKLYN,,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-16T06:44:48.000,04 BROOKLYN,BROOKLYN,1010201,190579,PHONE,Unspecified,BROOKLYN,40.68973405737039,-73.9064233556004,"{'latitude': '40.68973405737039', 'longitude': '-73.9064233556004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,625 WILSON AVENUE,WILSON AVENUE,DECATUR STREET,COOPER STREET,WILSON AVENUE,3034360008,,,,,,
58843000,2023-09-17T19:21:51.000,2023-11-03T16:16:16.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,10017,EAST   42 STREET,EAST   43 STREET,ADDRESS,NEW YORK,,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-03T16:16:19.000,06 MANHATTAN,MANHATTAN,991982,212519,ONLINE,Unspecified,MANHATTAN,40.74998873604614,-73.97209398804227,"{'latitude': '40.74998873604614', 'longitude': '-73.97209398804227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,787 2 AVENUE,2 AVENUE,EAST   42 STREET,EAST   43 STREET,2 AVENUE,1013160023,"787 2 AVENUE, MANHATTAN (NEW YORK), NY, 10017",,,,,
58840367,2023-09-17T19:21:47.000,2023-09-17T21:26:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10306,SOUTH RAILROAD AVENUE,EDISON STREET,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T21:26:36.000,02 STATEN ISLAND,STATEN ISLAND,954291,150219,ONLINE,Unspecified,STATEN ISLAND,40.57894186939161,-74.10784988598992,"{'latitude': '40.57894186939161', 'longitude': '-74.10784988598992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,145 LINCOLN AVENUE,LINCOLN AVENUE,SOUTH RAILROAD AVENUE,EDISON STREET,LINCOLN AVENUE,5035857502,,,,,,
58837282,2023-09-17T19:21:40.000,2023-09-17T20:42:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11237,LINDEN STREET,GATES AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:43:04.000,04 BROOKLYN,BROOKLYN,1008671,194315,ONLINE,Unspecified,BROOKLYN,40.69999285980173,-73.91192683002241,"{'latitude': '40.69999285980173', 'longitude': '-73.91192683002241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,280 WYCKOFF AVENUE,WYCKOFF AVENUE,LINDEN STREET,GATES AVENUE,WYCKOFF AVENUE,3033370029,,,,,,
58840442,2023-09-17T19:21:30.000,2023-09-17T20:09:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11207,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:09:09.000,05 BROOKLYN,BROOKLYN,1013957,186705,ONLINE,Unspecified,BROOKLYN,40.67908900964059,-73.89289669736954,"{'latitude': '40.67908900964059', 'longitude': '-73.89289669736954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,90 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,MILLER AVENUE,3036640028,,,,,,
58837480,2023-09-17T19:21:19.000,2023-09-17T19:54:07.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11216,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T19:54:11.000,08 BROOKLYN,BROOKLYN,997652,186214,ONLINE,Unspecified,BROOKLYN,40.67778102855138,-73.95168243091535,"{'latitude': '40.67778102855138', 'longitude': '-73.95168243091535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,1239 PACIFIC STREET,PACIFIC STREET,BEDFORD AVENUE,NOSTRAND AVENUE,PACIFIC STREET,3012000067,,,,,,
58840906,2023-09-17T19:21:12.000,2023-11-09T12:21:58.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,10016,EAST   30 STREET,EAST   31 STREET,ADDRESS,NEW YORK,,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-09T12:22:07.000,06 MANHATTAN,MANHATTAN,990482,209786,ONLINE,Unspecified,MANHATTAN,40.74248852123277,-73.97751025766512,"{'latitude': '40.74248852123277', 'longitude': '-73.97751025766512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,549 2 AVENUE,2 AVENUE,EAST   30 STREET,EAST   31 STREET,2 AVENUE,1009110032,"549 2 AVENUE, MANHATTAN (NEW YORK), NY, 10016",,,,,
