unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58950147,2023-09-28T10:40:32.000,2023-10-01T10:15:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10037,63 WEST  137 STREET,WEST  137 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,10 MANHATTAN,MANHATTAN,1001260,236151,PHONE,Unspecified,MANHATTAN,40.81483930177756,-73.93854839117563,"{'latitude': '40.81483930177756', 'longitude': '-73.93854839117563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017350008,,,,,,,,,
58953796,2023-09-28T10:40:30.000,2023-10-13T06:38:35.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11226,2343 NEWKIRK AVENUE,NEWKIRK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,14 BROOKLYN,BROOKLYN,996839,172316,PHONE,Unspecified,BROOKLYN,40.639635273270194,-73.95463944546147,"{'latitude': '40.639635273270194', 'longitude': '-73.95463944546147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3052100009,,,,,,,,,
58954843,2023-09-28T10:40:30.000,2023-09-28T12:00:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,463 HERZL STREET,HERZL STREET,NEWPORT STREET,LOTT AVENUE,NEWPORT STREET,LOTT AVENUE,ADDRESS,BROOKLYN,HERZL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T12:00:30.000,16 BROOKLYN,BROOKLYN,1008477,179123,MOBILE,Unspecified,BROOKLYN,40.65829481582129,-73.91268109640991,"{'latitude': '40.65829481582129', 'longitude': '-73.91268109640991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3036100023,,,,,,,,,
58955799,2023-09-28T10:40:25.000,2023-09-28T12:09:17.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11219,6812 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:09:20.000,10 BROOKLYN,BROOKLYN,981029,168458,ONLINE,Unspecified,BROOKLYN,40.629054243541226,-74.01160403335689,"{'latitude': '40.629054243541226', 'longitude': '-74.01160403335689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3057710015,,,,,,,,,
58949237,2023-09-28T10:40:25.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11418,108-13 ATLANTIC AVENUE,ATLANTIC AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,RICHMOND HILL,ATLANTIC AVENUE,In Progress,,,09 QUEENS,QUEENS,1029360,191224,MOBILE,Unspecified,QUEENS,40.691427517190355,-73.8373337727228,"{'latitude': '40.691427517190355', 'longitude': '-73.8373337727228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947089,2023-09-28T10:40:17.000,2023-10-17T09:59:54.000,DSNY,Department of Sanitation,Dirty Condition,Dirt or Gravel,Street,10022,665 5 AVENUE,5 AVENUE,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,5 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T23:29:37.000,05 MANHATTAN,MANHATTAN,991024,216233,PHONE,Unspecified,MANHATTAN,40.76018350681886,-73.97554781974688,"{'latitude': '40.76018350681886', 'longitude': '-73.97554781974688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012880069,,,,,,,,,
58952243,2023-09-28T10:40:07.000,2023-09-28T12:53:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,1019 MANHATTAN AVENUE,MANHATTAN AVENUE,GREEN STREET,FREEMAN STREET,GREEN STREET,FREEMAN STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T12:53:27.000,01 BROOKLYN,BROOKLYN,996757,206639,MOBILE,Unspecified,BROOKLYN,40.73384413882008,-73.95487119282376,"{'latitude': '40.73384413882008', 'longitude': '-73.95487119282376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947608,2023-09-28T10:39:58.000,2023-09-28T19:12:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1916 CROTONA AVENUE,CROTONA AVENUE,FAIRMOUNT PLACE,EAST TREMONT AVENUE,FAIRMOUNT PLACE,EAST TREMONT AVENUE,ADDRESS,BRONX,CROTONA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:12:48.000,06 BRONX,BRONX,1014210,247044,MOBILE,Unspecified,BRONX,40.84470301722179,-73.89171563538243,"{'latitude': '40.84470301722179', 'longitude': '-73.89171563538243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029500046,,,,,,,,,
58951950,2023-09-28T10:39:37.000,2023-10-02T13:46:21.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11207,729 HENDRIX STREET,HENDRIX STREET,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,HENDRIX STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:42:55.000,05 BROOKLYN,BROOKLYN,1015674,181022,ONLINE,Unspecified,BROOKLYN,40.66348453144126,-73.88673285933255,"{'latitude': '40.66348453144126', 'longitude': '-73.88673285933255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3043060066,,,,,,,,,
58949497,2023-09-28T10:39:30.000,2023-10-05T09:31:14.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,11412,118-32 196 STREET,196 STREET,118 AVENUE,119 AVENUE,118 AVENUE,119 AVENUE,ADDRESS,SAINT ALBANS,196 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-29T06:16:03.000,12 QUEENS,QUEENS,1052149,191333,PHONE,Unspecified,QUEENS,40.691581201024604,-73.75515611488909,"{'latitude': '40.691581201024604', 'longitude': '-73.75515611488909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4126160016,,,,,,,,,
58946908,2023-09-28T10:39:26.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,,,,,,,,,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:15:46.000,0 Unspecified,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,
58954874,2023-09-28T10:39:22.000,2023-09-28T13:16:13.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Store/Commercial,11217,87 3 AVENUE,3 AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T13:16:17.000,02 BROOKLYN,BROOKLYN,989296,188359,ONLINE,Unspecified,BROOKLYN,40.68367727343421,-73.98180629750696,"{'latitude': '40.68367727343421', 'longitude': '-73.98180629750696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3001980003,,,,,,,,,
58947344,2023-09-28T10:38:41.000,2023-09-28T11:23:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,2465 EAST   13 STREET,EAST   13 STREET,SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T11:23:22.000,15 BROOKLYN,BROOKLYN,996279,154380,MOBILE,Unspecified,BROOKLYN,40.59040544742213,-73.95668918484718,"{'latitude': '40.59040544742213', 'longitude': '-73.95668918484718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58954689,2023-09-28T10:38:40.000,2023-09-28T12:38:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,974 MANHATTAN AVENUE,MANHATTAN AVENUE,INDIA STREET,HURON STREET,INDIA STREET,HURON STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:38:46.000,01 BROOKLYN,BROOKLYN,996826,206140,MOBILE,Unspecified,BROOKLYN,40.73247440882212,-73.95462315398345,"{'latitude': '40.73247440882212', 'longitude': '-73.95462315398345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950372,2023-09-28T10:38:31.000,2023-09-28T13:08:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11203,1214 NEW YORK AVENUE,NEW YORK AVENUE,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T13:08:34.000,17 BROOKLYN,BROOKLYN,999279,173572,MOBILE,Unspecified,BROOKLYN,40.643078919110096,-73.94584486690711,"{'latitude': '40.643078919110096', 'longitude': '-73.94584486690711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049490006,,,,,,,,,
58947259,2023-09-28T10:38:28.000,2023-09-28T18:54:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,66-32 MYRTLE AVENUE,MYRTLE AVENUE,66 PLACE,66 PLACE,66 PLACE,66 PLACE,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T18:54:19.000,05 QUEENS,QUEENS,1015546,194840,ONLINE,Unspecified,QUEENS,40.701412217400446,-73.88713005570222,"{'latitude': '40.701412217400446', 'longitude': '-73.88713005570222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950845,2023-09-28T10:38:20.000,2023-09-28T18:55:02.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11385,1876 HART STREET,HART STREET,ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,HART STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T18:55:05.000,05 QUEENS,QUEENS,1007798,197795,MOBILE,Unspecified,QUEENS,40.70954700238246,-73.91506309151842,"{'latitude': '40.70954700238246', 'longitude': '-73.91506309151842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4033990027,,,,,,,,,
58953415,2023-09-28T10:38:17.000,2023-09-28T12:02:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,971 MANHATTAN AVENUE,MANHATTAN AVENUE,INDIA STREET,HURON STREET,INDIA STREET,HURON STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:02:14.000,01 BROOKLYN,BROOKLYN,996822,206123,MOBILE,Unspecified,BROOKLYN,40.732427753688945,-73.95463761858473,"{'latitude': '40.732427753688945', 'longitude': '-73.95463761858473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951007,2023-09-28T10:38:04.000,2023-09-28T11:46:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11225,1089 PRESIDENT STREET,PRESIDENT STREET,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T11:46:24.000,09 BROOKLYN,BROOKLYN,996841,182758,MOBILE,Unspecified,BROOKLYN,40.66829627633153,-73.95461274448382,"{'latitude': '40.66829627633153', 'longitude': '-73.95461274448382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949621,2023-09-28T10:38:00.000,2023-10-03T12:00:00.000,DEP,Department of Environmental Protection,Air Quality,Air: Other Air Problem (Use Comments) (AZZ),,11416,97-08 101 STREET,101 STREET,97 AVE,101 AVE,,,ADDRESS,OZONE PARK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T12:00:00.000,09 QUEENS,QUEENS,1027978,189587,ONLINE,Unspecified,QUEENS,40.68694127195878,-73.84232786573683,"{'latitude': '40.68694127195878', 'longitude': '-73.84232786573683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4094020004,N/A,,,,,,,,
58946111,2023-09-28T10:38:00.000,2023-10-05T13:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10003,359 EAST   19 STREET,EAST   19 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-05T13:00:00.000,06 MANHATTAN,MANHATTAN,989474,206981,ONLINE,Unspecified,MANHATTAN,40.734790144656124,-73.98115005779623,"{'latitude': '40.734790144656124', 'longitude': '-73.98115005779623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1009250033,N/A,,,,,,,,
58954769,2023-09-28T10:38:00.000,2023-09-29T10:00:00.000,DEP,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),,11415,120-12 85 AVENUE,85 AVENUE,120 ST,121 ST,,,ADDRESS,KEW GARDENS,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T10:00:00.000,09 QUEENS,QUEENS,1031099,195468,ONLINE,Unspecified,QUEENS,40.703067253419604,-73.83103345111532,"{'latitude': '40.703067253419604', 'longitude': '-73.83103345111532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4092660001,N/A,,,,,,,,
58955033,2023-09-28T10:37:59.000,2023-09-28T10:45:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11367,72-15 KISSENA BOULEVARD,KISSENA BOULEVARD,72 ROAD,AGUILAR AVENUE,72 ROAD,AGUILAR AVENUE,ADDRESS,FLUSHING,KISSENA BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T10:45:30.000,08 QUEENS,QUEENS,1035800,204523,MOBILE,Unspecified,QUEENS,40.72789486849741,-73.8140094374734,"{'latitude': '40.72789486849741', 'longitude': '-73.8140094374734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950361,2023-09-28T10:37:58.000,2023-09-28T14:10:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11361,43-24 223 STREET,223 STREET,43 AVENUE,NORTHERN BOULEVARD,43 AVENUE,NORTHERN BOULEVARD,ADDRESS,BAYSIDE,223 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T14:10:47.000,11 QUEENS,QUEENS,1051064,217372,ONLINE,Unspecified,QUEENS,40.7630598950853,-73.75881007230238,"{'latitude': '40.7630598950853', 'longitude': '-73.75881007230238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947097,2023-09-28T10:37:35.000,2023-10-03T13:20:21.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11234,5823 AVENUE L,AVENUE L,EAST   58 STREET,EAST   59 STREET,EAST   58 STREET,EAST   59 STREET,ADDRESS,BROOKLYN,AVENUE L,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-03T13:20:26.000,18 BROOKLYN,BROOKLYN,1006623,166649,PHONE,Unspecified,BROOKLYN,40.62406125382146,-73.91940464055315,"{'latitude': '40.62406125382146', 'longitude': '-73.91940464055315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3078380001,,,,,,,,,
58946441,2023-09-28T10:37:31.000,2023-10-02T18:04:26.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,131 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,14 BROOKLYN,BROOKLYN,995302,176558,PHONE,Unspecified,BROOKLYN,40.6512806982575,-73.96017059735964,"{'latitude': '40.6512806982575', 'longitude': '-73.96017059735964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050820072,,,,,,,,,
58948995,2023-09-28T10:37:31.000,2023-10-02T18:04:26.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,131 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,14 BROOKLYN,BROOKLYN,995302,176558,PHONE,Unspecified,BROOKLYN,40.6512806982575,-73.96017059735964,"{'latitude': '40.6512806982575', 'longitude': '-73.96017059735964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3050820072,,,,,,,,,
58952080,2023-09-28T10:37:31.000,2023-11-17T23:04:21.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,E-Cigarette Sales,Business,11206,65 GRAHAM AVENUE,GRAHAM AVENUE,MOORE STREET,SEIGEL STREET,MOORE STREET,SEIGEL STREET,ADDRESS,BROOKLYN,GRAHAM AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-11-17T23:04:25.000,01 BROOKLYN,BROOKLYN,1000153,195720,ONLINE,Unspecified,BROOKLYN,40.70386866206194,-73.94264326120783,"{'latitude': '40.70386866206194', 'longitude': '-73.94264326120783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58950103,2023-09-28T10:37:30.000,2023-11-19T18:50:54.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10031,594 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-19T00:00:00.000,09 MANHATTAN,MANHATTAN,996319,238772,ONLINE,Unspecified,MANHATTAN,40.82204134084715,-73.95639390325287,"{'latitude': '40.82204134084715', 'longitude': '-73.95639390325287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020020067,,,,,,,,,
58952712,2023-09-28T10:37:30.000,2023-11-19T18:34:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,594 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-19T00:00:00.000,09 MANHATTAN,MANHATTAN,996319,238772,ONLINE,Unspecified,MANHATTAN,40.82204134084715,-73.95639390325287,"{'latitude': '40.82204134084715', 'longitude': '-73.95639390325287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020020067,,,,,,,,,
58947670,2023-09-28T10:37:30.000,2023-11-19T18:50:54.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,594 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-19T00:00:00.000,09 MANHATTAN,MANHATTAN,996319,238772,ONLINE,Unspecified,MANHATTAN,40.82204134084715,-73.95639390325287,"{'latitude': '40.82204134084715', 'longitude': '-73.95639390325287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020020067,,,,,,,,,
58955129,2023-09-28T10:37:30.000,2023-09-30T10:11:51.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,594 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-30T00:00:00.000,09 MANHATTAN,MANHATTAN,996319,238772,ONLINE,Unspecified,MANHATTAN,40.82204134084715,-73.95639390325287,"{'latitude': '40.82204134084715', 'longitude': '-73.95639390325287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020020067,,,,,,,,,
58952651,2023-09-28T10:37:30.000,2023-11-19T18:34:03.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,594 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-19T00:00:00.000,09 MANHATTAN,MANHATTAN,996319,238772,ONLINE,Unspecified,MANHATTAN,40.82204134084715,-73.95639390325287,"{'latitude': '40.82204134084715', 'longitude': '-73.95639390325287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020020067,,,,,,,,,
58955191,2023-09-28T10:37:29.000,2023-09-30T23:38:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11233,420 CHAUNCEY STREET,CHAUNCEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,16 BROOKLYN,BROOKLYN,1007671,187755,PHONE,Unspecified,BROOKLYN,40.68198988372131,-73.91555608664196,"{'latitude': '40.68198988372131', 'longitude': '-73.91555608664196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3015150027,,,,,,,,,
58949723,2023-09-28T10:37:29.000,2023-09-28T12:39:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,992 MANHATTAN AVENUE,MANHATTAN AVENUE,INDIA STREET,HURON STREET,INDIA STREET,HURON STREET,ADDRESS,BROOKLYN,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:39:16.000,01 BROOKLYN,BROOKLYN,996807,206288,MOBILE,Unspecified,BROOKLYN,40.73288065940989,-73.95469143374422,"{'latitude': '40.73288065940989', 'longitude': '-73.95469143374422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947691,2023-09-28T10:37:26.000,2023-10-13T06:38:35.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,11226,2343 NEWKIRK AVENUE,NEWKIRK AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,14 BROOKLYN,BROOKLYN,996839,172316,PHONE,Unspecified,BROOKLYN,40.639635273270194,-73.95463944546147,"{'latitude': '40.639635273270194', 'longitude': '-73.95463944546147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3052100009,,,,,,,,,
58946733,2023-09-28T10:37:20.000,2023-09-28T14:17:24.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),3+ Family Apartment Building,10457,250 EAST  176 STREET,EAST  176 STREET,TOPPING AVENUE,CLAY AVENUE,TOPPING AVENUE,CLAY AVENUE,ADDRESS,BRONX,EAST  176 STREET,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-28T14:17:24.000,05 BRONX,BRONX,1010551,248029,PHONE,Unspecified,BRONX,40.84741820756596,-73.90493647671298,"{'latitude': '40.84741820756596', 'longitude': '-73.90493647671298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028000068,,,,,,,,,
58951840,2023-09-28T10:37:08.000,2023-09-28T10:39:03.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11205,2 PARK AVENUE,PARK AVENUE,NAVY STREET,MONUMENT WALK,NAVY STREET,MONUMENT WALK,ADDRESS,BROOKLYN,PARK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T10:39:01.000,02 BROOKLYN,BROOKLYN,989818,192917,MOBILE,Unspecified,BROOKLYN,40.69618762099756,-73.97992042327036,"{'latitude': '40.69618762099756', 'longitude': '-73.97992042327036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
