unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,cross_street_2,facility_type,landmark,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction,taxi_pick_up_location,road_ramp,vehicle_type
58916391,2023-09-24T10:46:46.000,2023-09-25T05:59:56.000,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-25T05:59:59.000,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,Hutchinson River Pkwy,Bruckner Blvd to Cross Bx Expwy Bruckner Expwy (Exit 1),,South/Queens Bound,,Ramp,
58910159,2023-09-24T10:46:41.000,2023-09-24T11:46:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11215,572 5 AVENUE,5 AVENUE,16 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T11:46:14.000,07 BROOKLYN,3010520044,BROOKLYN,987033,181485,PHONE,Unspecified,BROOKLYN,40.66481069026615,-73.9899685389379,"{'latitude': '40.66481069026615', 'longitude': '-73.9899685389379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 STREET,PROSPECT AVENUE,PROSPECT AVENUE,,5 AVENUE,,,,,,,
58913100,2023-09-24T10:46:33.000,2023-09-24T11:13:47.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-24T11:13:50.000,Unspecified MANHATTAN,,MANHATTAN,984112,206087,MOBILE,Unspecified,MANHATTAN,40.732337876220505,-74.00049793190519,"{'latitude': '40.732337876220505', 'longitude': '-74.00049793190519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,E,Mezzanine,,,,,
58912235,2023-09-24T10:45:26.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,ADDRESS,BRONX,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:25.000,03 BRONX,2029830030,BRONX,1015446,244002,ONLINE,Unspecified,BRONX,40.83634934042209,-73.88726251817741,"{'latitude': '40.83634934042209', 'longitude': '-73.88726251817741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  173 STREET,EAST  174 STREET,EAST  174 STREET,,HOE AVENUE,,,,,,,
58912880,2023-09-24T10:45:11.000,2023-09-26T20:02:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034,541 ISHAM STREET,ISHAM STREET,,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-26T00:00:00.000,12 MANHATTAN,1022280049,MANHATTAN,1006666,255119,PHONE,Unspecified,MANHATTAN,40.86688884439357,-73.91895487801992,"{'latitude': '40.86688884439357', 'longitude': '-73.91895487801992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913445,2023-09-24T10:45:03.000,2023-09-24T11:17:50.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,1653 EAST    5 STREET,EAST    5 STREET,AVENUE O,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T11:17:53.000,12 BROOKLYN,3066120080,BROOKLYN,992790,161655,PHONE,Unspecified,BROOKLYN,40.6103778945175,-73.96924224693488,"{'latitude': '40.6103778945175', 'longitude': '-73.96924224693488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,AVENUE P,,EAST    5 STREET,,,,,,,
58914707,2023-09-24T10:45:00.000,2023-11-17T09:14:58.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11228,BAY    8 STREET,BAY    8 STREET,BAY    8 STREET,INTERSECTION,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-17T09:15:02.000,11 BROOKLYN,,BROOKLYN,979947,160366,PHONE,Unspecified,BROOKLYN,40.60684292429443,-74.01549690884713,"{'latitude': '40.60684292429443', 'longitude': '-74.01549690884713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY    8 STREET,CROPSEY AVENUE,CROPSEY AVENUE,,,,,,,,,
58912532,2023-09-24T10:44:49.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11213,967 ST JOHNS PLACE,ST JOHNS PLACE,,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,08 BROOKLYN,3012490059,BROOKLYN,999174,183898,UNKNOWN,Unspecified,BROOKLYN,40.67142169571842,-73.94620036892564,"{'latitude': '40.67142169571842', 'longitude': '-73.94620036892564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,,,,,,,
58914268,2023-09-24T10:44:29.000,2023-09-24T11:19:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11104,39-74 48 STREET,48 STREET,39 AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T11:19:33.000,02 QUEENS,4001480073,QUEENS,1007517,211456,PHONE,Unspecified,QUEENS,40.747043840028184,-73.91602941446614,"{'latitude': '40.747043840028184', 'longitude': '-73.91602941446614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 AVENUE,SKILLMAN AVENUE,SKILLMAN AVENUE,,48 STREET,,,,,,,
58916363,2023-09-24T10:44:28.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11215,408 3 AVENUE,3 AVENUE,6 STREET,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3009910038,BROOKLYN,987127,184520,ONLINE,Unspecified,BROOKLYN,40.67314105790052,-73.98962841601245,"{'latitude': '40.67314105790052', 'longitude': '-73.98962841601245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6 STREET,7 STREET,7 STREET,,3 AVENUE,,,,,,,
58911217,2023-09-24T10:44:16.000,2023-09-25T07:38:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58911443,2023-09-24T10:44:15.000,2023-09-24T10:56:07.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-24T10:56:13.000,Unspecified MANHATTAN,,MANHATTAN,984112,206087,MOBILE,Unspecified,MANHATTAN,40.732337876220505,-74.00049793190519,"{'latitude': '40.732337876220505', 'longitude': '-74.00049793190519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,E,Mezzanine,,,,,
58912932,2023-09-24T10:44:10.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10472,1092 CLOSE AVENUE,CLOSE AVENUE,,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,09 BRONX,2037107501,BRONX,1016860,239913,ONLINE,Unspecified,BRONX,40.8251211103931,-73.88217242522667,"{'latitude': '40.8251211103931', 'longitude': '-73.88217242522667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916208,2023-09-24T10:44:07.000,2023-09-26T08:06:08.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11101,41-18 CRESCENT STREET,CRESCENT STREET,,ADDRESS,LONG ISLAND CITY,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 QUEENS,4004140035,QUEENS,1001031,213213,ONLINE,Unspecified,QUEENS,40.75188104770093,-73.93943299035551,"{'latitude': '40.75188104770093', 'longitude': '-73.93943299035551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58913726,2023-09-24T10:44:07.000,2023-09-26T08:06:08.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11101,41-18 CRESCENT STREET,CRESCENT STREET,,ADDRESS,LONG ISLAND CITY,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 QUEENS,4004140035,QUEENS,1001031,213213,ONLINE,Unspecified,QUEENS,40.75188104770093,-73.93943299035551,"{'latitude': '40.75188104770093', 'longitude': '-73.93943299035551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58914593,2023-09-24T10:44:01.000,2023-10-01T18:20:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,1715 WALTON AVENUE,WALTON AVENUE,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 BRONX,2028490076,BRONX,1008823,247601,PHONE,Unspecified,BRONX,40.84624845217874,-73.91118380210203,"{'latitude': '40.84624845217874', 'longitude': '-73.91118380210203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58911565,2023-09-24T10:44:00.000,2023-10-10T12:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11378,64-02 FLUSHING AVENUE,FLUSHING AVENUE,64 ST,ADDRESS,MASPETH,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-10T12:30:00.000,05 QUEENS,4027510021,QUEENS,1011591,202593,PHONE,Unspecified,QUEENS,40.72270544738495,-73.90136238102869,"{'latitude': '40.72270544738495', 'longitude': '-73.90136238102869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,65 ST,,,,,,,,,
58912184,2023-09-24T10:43:56.000,2023-09-27T09:33:25.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10308,351 GURLEY AVENUE,GURLEY AVENUE,ABINGDON AVENUE,ADDRESS,STATEN ISLAND,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T09:33:31.000,03 STATEN ISLAND,5054790051,STATEN ISLAND,939452,143415,PHONE,Unspecified,STATEN ISLAND,40.56020368054284,-74.16122385892426,"{'latitude': '40.56020368054284', 'longitude': '-74.16122385892426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ABINGDON AVENUE,ARMSTRONG AVENUE,ARMSTRONG AVENUE,,GURLEY AVENUE,,,,,,,
58913092,2023-09-24T10:43:43.000,2023-09-24T10:50:29.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10012,12 MINETTA STREET,MINETTA STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-24T10:50:29.000,02 MANHATTAN,1005420019,MANHATTAN,983888,205215,MOBILE,Unspecified,MANHATTAN,40.72994444356584,-74.00130612228668,"{'latitude': '40.72994444356584', 'longitude': '-74.00130612228668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,MINETTA LANE,MINETTA LANE,,MINETTA STREET,,,,,,,
58910408,2023-09-24T10:43:40.000,2023-09-25T07:38:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,ADDRESS,BRONX,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,ONLINE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58912328,2023-09-24T10:43:37.000,2023-09-26T11:38:21.000,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11238,267 ST JOHNS PLACE,ST JOHNS PLACE,PLAZA ST EAST,ADDRESS,BROOKLYN,Closed,The Department of Sanitation removed the items.,2023-09-24T13:12:42.000,08 BROOKLYN,3011710019,BROOKLYN,993000,184838,PHONE,Unspecified,BROOKLYN,40.67401003967204,-73.96845584147513,"{'latitude': '40.67401003967204', 'longitude': '-73.96845584147513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PLAZA ST EAST,UNDERHILL AVENUE,UNDERHILL AVENUE,,ST JOHNS PLACE,,,,,,,
58912909,2023-09-24T10:43:31.000,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10302,52 JOHN STREET,JOHN STREET,,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,01 STATEN ISLAND,5011230084,STATEN ISLAND,944651,171691,PHONE,Unspecified,STATEN ISLAND,40.637840210256506,-74.14267892557154,"{'latitude': '40.637840210256506', 'longitude': '-74.14267892557154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58912451,2023-09-24T10:43:20.000,2023-09-24T11:01:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10314,32 GALVASTON LOOP,GALVASTON LOOP,WELLINGTON COURT,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T11:01:08.000,02 STATEN ISLAND,5024520068,STATEN ISLAND,940650,150917,MOBILE,Unspecified,STATEN ISLAND,40.58080114526464,-74.15696075508056,"{'latitude': '40.58080114526464', 'longitude': '-74.15696075508056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WELLINGTON COURT,BEND,BEND,,GALVASTON LOOP,,,,,,,
58915856,2023-09-24T10:43:19.000,2023-09-24T13:17:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11361,42 AVENUE,42 AVENUE,42 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T13:17:22.000,11 QUEENS,,QUEENS,1047309,217135,PHONE,Unspecified,QUEENS,40.76243697373459,-73.77236729866758,"{'latitude': '40.76243697373459', 'longitude': '-73.77236729866758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42 AVENUE,212 STREET,212 STREET,,,,,,,,,
58915156,2023-09-24T10:43:04.000,2023-09-24T10:57:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11355,45-15 COLDEN STREET,COLDEN STREET,45 AVENUE,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T10:57:08.000,07 QUEENS,4051460001,QUEENS,1033291,212754,ONLINE,Unspecified,QUEENS,40.75050114108838,-73.82300178904647,"{'latitude': '40.75050114108838', 'longitude': '-73.82300178904647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 AVENUE,GERANIUM AVENUE,GERANIUM AVENUE,,COLDEN STREET,,,,,,,
58915946,2023-09-24T10:43:00.000,2023-09-24T11:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11237,,,,INTERSECTION,BROOKLYN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T11:40:00.000,04 BROOKLYN,,BROOKLYN,1006397,193813,UNKNOWN,Unspecified,BROOKLYN,40.6986209708889,-73.9201295483643,"{'latitude': '40.6986209708889', 'longitude': '-73.9201295483643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,HARMAN STREET,,N/A,,,,,,,,
58910705,2023-09-24T10:43:00.000,2023-09-24T10:52:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11223,1616 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE P,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T10:52:34.000,15 BROOKLYN,3066370012,BROOKLYN,993233,161208,MOBILE,Unspecified,BROOKLYN,40.60915053334077,-73.96764732825505,"{'latitude': '40.60915053334077', 'longitude': '-73.96764732825505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,ESTATE ROAD,ESTATE ROAD,,OCEAN PARKWAY,,,,,,,
58913481,2023-09-24T10:43:00.000,2023-09-24T11:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11423,,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T11:10:00.000,12 QUEENS,,QUEENS,1049107,199231,UNKNOWN,Unspecified,QUEENS,40.713282096452375,-73.76604945421364,"{'latitude': '40.713282096452375', 'longitude': '-73.76604945421364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA AVENUE,195 STREET,,N/A,,,,,,,,
58913013,2023-09-24T10:42:28.000,2023-09-25T12:21:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10305,DOTY AVENUE,DOTY AVENUE,DOTY AVENUE,INTERSECTION,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-25T12:21:17.000,02 STATEN ISLAND,,STATEN ISLAND,966426,155089,UNKNOWN,Unspecified,STATEN ISLAND,40.592341751015084,-74.06417776969836,"{'latitude': '40.592341751015084', 'longitude': '-74.06417776969836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DOTY AVENUE,FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,,,,,,,,,
58913470,2023-09-24T10:42:00.000,2023-09-24T12:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,INTERSECTION,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T12:40:00.000,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,PELHAM PKWY,WILLIAMSBRIDGE RD,,N/A,,,,,,,,
58910070,2023-09-24T10:41:44.000,2023-09-24T10:56:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,65-02 CATALPA AVENUE,CATALPA AVENUE,65 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T10:56:23.000,05 QUEENS,4036360001,QUEENS,1014198,196099,MOBILE,Unspecified,QUEENS,40.704872538924384,-73.89198605338085,"{'latitude': '40.704872538924384', 'longitude': '-73.89198605338085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",65 STREET,65 PLACE,65 PLACE,,CATALPA AVENUE,,,,,,,
58910085,2023-09-24T10:41:14.000,2023-09-24T11:25:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11208,903 DREW STREET,DREW STREET,BEND,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T11:25:15.000,05 BROOKLYN,3045167501,BROOKLYN,1023020,182309,ONLINE,Unspecified,BROOKLYN,40.66698793707663,-73.86024699798972,"{'latitude': '40.66698793707663', 'longitude': '-73.86024699798972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,STANLEY AVENUE,STANLEY AVENUE,,DREW STREET,,,,,,,
58911685,2023-09-24T10:41:13.000,2023-09-24T11:20:17.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,59-12 37 AVENUE,37 AVENUE,59 STREET,ADDRESS,WOODSIDE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T11:20:20.000,02 QUEENS,4012140053,QUEENS,1011059,212489,ONLINE,Unspecified,QUEENS,40.74986913452316,-73.90324223087272,"{'latitude': '40.74986913452316', 'longitude': '-73.90324223087272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",59 STREET,60 STREET,60 STREET,,37 AVENUE,,,,,,,
58913045,2023-09-24T10:40:57.000,2023-09-24T12:30:08.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10128,EAST   96 STREET,EAST   96 STREET,EAST   96 STREET,INTERSECTION,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-24T12:30:14.000,08 MANHATTAN,,MANHATTAN,997389,225841,ONLINE,Unspecified,MANHATTAN,40.78654777999216,-73.95255322912092,"{'latitude': '40.78654777999216', 'longitude': '-73.95255322912092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   96 STREET,PARK AVENUE,PARK AVENUE,,,,,,,,,
58914771,2023-09-24T10:40:56.000,2023-09-25T12:28:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11238,506 FRANKLIN AVENUE,FRANKLIN AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:28:12.000,03 BROOKLYN,3019970042,BROOKLYN,996528,187532,MOBILE,Unspecified,BROOKLYN,40.681400269710856,-73.95573233060998,"{'latitude': '40.681400269710856', 'longitude': '-73.95573233060998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HANCOCK STREET,FULTON STREET,FULTON STREET,,FRANKLIN AVENUE,,,,,,,
58916290,2023-09-24T10:40:45.000,2023-09-26T08:46:17.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11105,41-01 23 AVENUE,23 AVENUE,,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,01 QUEENS,4007940033,QUEENS,1009905,220005,PHONE,Unspecified,QUEENS,40.77050203934031,-73.90737850742232,"{'latitude': '40.77050203934031', 'longitude': '-73.90737850742232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58916204,2023-09-24T10:40:45.000,2023-09-25T20:50:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11105,41-01 23 AVENUE,23 AVENUE,,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,01 QUEENS,4007940033,QUEENS,1009905,220005,PHONE,Unspecified,QUEENS,40.77050203934031,-73.90737850742232,"{'latitude': '40.77050203934031', 'longitude': '-73.90737850742232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58914673,2023-09-24T10:40:03.000,2023-09-27T13:43:52.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11238,499 FRANKLIN AVENUE,FRANKLIN AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-24T10:40:03.000,03 BROOKLYN,3019990003,BROOKLYN,996523,187601,MOBILE,Unspecified,BROOKLYN,40.68158966593713,-73.95575023216918,"{'latitude': '40.68158966593713', 'longitude': '-73.95575023216918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HANCOCK STREET,FULTON STREET,FULTON STREET,,FRANKLIN AVENUE,,,,,,,
58910107,2023-09-24T10:40:03.000,2023-09-24T12:00:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11218,421 OCEAN PARKWAY,OCEAN PARKWAY,CORTELYOU ROAD,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T12:00:16.000,12 BROOKLYN,3053900001,BROOKLYN,991716,171764,PHONE,Unspecified,BROOKLYN,40.6381259512314,-73.97309919529665,"{'latitude': '40.6381259512314', 'longitude': '-73.97309919529665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORTELYOU ROAD,DITMAS AVENUE,DITMAS AVENUE,,OCEAN PARKWAY,,,,,,,
58916042,2023-09-24T10:39:57.000,2023-09-24T11:06:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,101-30 117 STREET,117 STREET,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T11:06:48.000,09 QUEENS,4094840021,QUEENS,1032080,190394,ONLINE,Unspecified,QUEENS,40.689135080997175,-73.82753139624361,"{'latitude': '40.689135080997175', 'longitude': '-73.82753139624361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",101 AVENUE,103 AVENUE,103 AVENUE,,117 STREET,,,,,,,
