unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,taxi_pick_up_location,due_date
58891526,2023-09-21T08:24:38.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11219,FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,49 STREET,50 STREET,49 STREET,50 STREET,BLOCKFACE,BROOKLYN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T10:34:39.000,12 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,
58883706,2023-09-21T08:24:32.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-17T10:59:06.000,Unspecified MANHATTAN,,MANHATTAN,987638,201032,MOBILE,Unspecified,MANHATTAN,40.7184624813724,-73.98777795585599,"{'latitude': '40.7184624813724', 'longitude': '-73.98777795585599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F,F Uptown & Queens,,Platform,,,
58883486,2023-09-21T08:24:27.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11213,1284 SAINT JOHNS PLACE,SAINT JOHNS PLACE,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,In Progress,,,08 BROOKLYN,3013830015,BROOKLYN,1002123,183684,PHONE,Unspecified,BROOKLYN,40.670828851306425,-73.93557006931742,"{'latitude': '40.670828851306425', 'longitude': '-73.93557006931742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890662,2023-09-21T08:24:10.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11101,4-46 51 AVENUE,51 AVENUE,2 STREET,5 STREET,2 STREET,5 STREET,ADDRESS,LONG ISLAND CITY,51 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T08:55:54.000,02 QUEENS,,QUEENS,996165,209808,ONLINE,Unspecified,QUEENS,40.74254307502094,-73.95700168370463,"{'latitude': '40.74254307502094', 'longitude': '-73.95700168370463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:55:48.000,,,,,,,
58886244,2023-09-21T08:24:08.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11102,21-06 30 AVENUE,30 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:50:57.000,01 QUEENS,4005490118,QUEENS,1004302,219739,ONLINE,Unspecified,QUEENS,40.769786424040106,-73.92760763681025,"{'latitude': '40.769786424040106', 'longitude': '-73.92760763681025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:50:52.000,,,,,,,
58888382,2023-09-21T08:23:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,WATER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T08:35:51.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,PHONE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:35:52.000,,,,,,,
58882825,2023-09-21T08:23:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,111 WEST   57 STREET,WEST   57 STREET,AVENUE OF THE AMERICAS,6 1/2 AVENUE,AVENUE OF THE AMERICAS,6 1/2 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:48:01.000,05 MANHATTAN,1010107507,MANHATTAN,990415,217828,MOBILE,Unspecified,MANHATTAN,40.76456181697933,-73.97774467068905,"{'latitude': '40.76456181697933', 'longitude': '-73.97774467068905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:47:56.000,,,,,,,
58881393,2023-09-21T08:23:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,1853 CORNELIA STREET,CORNELIA STREET,ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,CORNELIA STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T11:52:53.000,05 QUEENS,4034720064,QUEENS,1010978,195111,PHONE,Unspecified,QUEENS,40.70217102487591,-73.90360359204693,"{'latitude': '40.70217102487591', 'longitude': '-73.90360359204693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:52:49.000,,,,,,,
58889560,2023-09-21T08:23:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10023,150 WEST   72 STREET,WEST   72 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T08:45:04.000,07 MANHATTAN,1011430049,MANHATTAN,989667,222759,PHONE,Unspecified,MANHATTAN,40.77809661503112,-73.98044093708225,"{'latitude': '40.77809661503112', 'longitude': '-73.98044093708225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:45:00.000,,,,,,,
58890318,2023-09-21T08:23:29.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11372,35-52 84 STREET,84 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,84 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-21T13:21:44.000,03 QUEENS,4014570032,QUEENS,1016731,213129,ONLINE,Unspecified,QUEENS,40.75160675590961,-73.88276804895736,"{'latitude': '40.75160675590961', 'longitude': '-73.88276804895736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:21:40.000,,,,,,,
58886115,2023-09-21T08:23:29.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11358,40-38 UTOPIA PARKWAY,UTOPIA PARKWAY,STATION ROAD,42 AVENUE,STATION ROAD,42 AVENUE,ADDRESS,FLUSHING,UTOPIA PARKWAY,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T16:00:20.000,07 QUEENS,4053520045,QUEENS,1041481,216408,PHONE,Unspecified,QUEENS,40.76048119870659,-73.7934115350245,"{'latitude': '40.76048119870659', 'longitude': '-73.7934115350245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881472,2023-09-21T08:23:28.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,1214 EAST   15 STREET,EAST   15 STREET,AVENUE L,LOCUST AVENUE,AVENUE L,LOCUST AVENUE,ADDRESS,BROOKLYN,EAST   15 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T09:07:05.000,14 BROOKLYN,3067340012,BROOKLYN,995236,165184,MOBILE,Unspecified,BROOKLYN,40.620061573696766,-73.96042696696765,"{'latitude': '40.620061573696766', 'longitude': '-73.96042696696765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:07:01.000,,,,,,,
58887712,2023-09-21T08:23:19.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11375,67-80 SELFRIDGE STREET,SELFRIDGE STREET,MANSE STREET,68 AVENUE,MANSE STREET,68 AVENUE,ADDRESS,FOREST HILLS,SELFRIDGE STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T11:18:32.000,06 QUEENS,4031800109,QUEENS,1023947,199494,ONLINE,Unspecified,QUEENS,40.71415263067352,-73.85680421223422,"{'latitude': '40.71415263067352', 'longitude': '-73.85680421223422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T14:01:35.000,,,,,,,
58886007,2023-09-21T08:23:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10007,109 PARK ROW,PARK ROW,ST ANDREWS PLAZA,PEARL STREET,ST ANDREWS PLAZA,PEARL STREET,ADDRESS,NEW YORK,PARK ROW,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T08:57:29.000,01 MANHATTAN,1001190001,MANHATTAN,983712,198964,MOBILE,Unspecified,MANHATTAN,40.71278694857954,-74.00194064340036,"{'latitude': '40.71278694857954', 'longitude': '-74.00194064340036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:57:23.000,,,,,,,
58884184,2023-09-21T08:23:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2605 EAST   11 STREET,EAST   11 STREET,AVENUE Z,WILLIAMS COURT,AVENUE Z,WILLIAMS COURT,ADDRESS,BROOKLYN,EAST   11 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T08:37:45.000,15 BROOKLYN,3074550138,BROOKLYN,995548,153220,ONLINE,Unspecified,BROOKLYN,40.58722244128962,-73.95932311376991,"{'latitude': '40.58722244128962', 'longitude': '-73.95932311376991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:37:41.000,,,,,,,
58882723,2023-09-21T08:23:03.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10033,546 WEST  180 STREET,WEST  180 STREET,,,,,ADDRESS,NEW YORK,,Closed,The City has removed the graffiti from this property.,2023-10-06T10:43:18.000,12 MANHATTAN,1021530043,MANHATTAN,1002706,248313,UNKNOWN,Unspecified,MANHATTAN,40.8482175861012,-73.93329100431362,"{'latitude': '40.8482175861012', 'longitude': '-73.93329100431362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T00:00:00.000,,,,,N/A,,2023-10-21T08:23:03.000
58883948,2023-09-21T08:23:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11215,,,,,2 AVENUE,15 STREET,INTERSECTION,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-01T02:30:00.000,06 BROOKLYN,,BROOKLYN,985248,183014,ONLINE,Unspecified,BROOKLYN,40.66900783623497,-73.99640243330757,"{'latitude': '40.66900783623497', 'longitude': '-73.99640243330757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T02:30:00.000,,,,,,,
58886809,2023-09-21T08:22:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11415,84-45 125 STREET,125 STREET,84 DRIVE,AUSTIN STREET,84 DRIVE,AUSTIN STREET,ADDRESS,KEW GARDENS,125 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T09:16:00.000,09 QUEENS,4092470001,QUEENS,1032225,196988,PHONE,Unspecified,QUEENS,40.70723325421155,-73.82696157805007,"{'latitude': '40.70723325421155', 'longitude': '-73.82696157805007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:15:54.000,,,,,,,
58886327,2023-09-21T08:22:51.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11385,60-34 67 AVENUE,67 AVENUE,60 PLACE,60 LANE,60 PLACE,60 LANE,ADDRESS,RIDGEWOOD,67 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-21T13:18:45.000,05 QUEENS,,QUEENS,1012226,196153,MOBILE,Unspecified,QUEENS,40.70502721060573,-73.89909826751986,"{'latitude': '40.70502721060573', 'longitude': '-73.89909826751986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:18:41.000,,,,,,,
58887300,2023-09-21T08:22:49.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T09:21:10.000,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:21:02.000,,,,,,,
58889451,2023-09-21T08:22:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11231,513 HENRY STREET,HENRY STREET,SACKETT STREET,UNION STREET,SACKETT STREET,UNION STREET,ADDRESS,BROOKLYN,HENRY STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T09:10:35.000,06 BROOKLYN,3003380010,BROOKLYN,984405,188491,PHONE,Unspecified,BROOKLYN,40.68404102028408,-73.99944113372003,"{'latitude': '40.68404102028408', 'longitude': '-73.99944113372003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:10:28.000,,,,,,,
58884696,2023-09-21T08:22:44.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T09:19:41.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:19:38.000,,,,,,,
58886012,2023-09-21T08:22:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11101,50-18 VERNON BOULEVARD,VERNON BOULEVARD,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,LONG ISLAND CITY,VERNON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:07:05.000,02 QUEENS,4000330001,QUEENS,996943,209678,MOBILE,Unspecified,QUEENS,40.74218517506353,-73.9541943180982,"{'latitude': '40.74218517506353', 'longitude': '-73.9541943180982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:06:59.000,,,,,,,
58885383,2023-09-21T08:22:38.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11215,345 7 AVENUE,7 AVENUE,9 STREET,10 STREET,9 STREET,10 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:38:29.000,06 BROOKLYN,3010920073,BROOKLYN,989256,182074,MOBILE,Unspecified,BROOKLYN,40.666426386619875,-73.9819551883835,"{'latitude': '40.666426386619875', 'longitude': '-73.9819551883835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:38:23.000,,,,,,,
58882900,2023-09-21T08:22:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10452,1355 PLIMPTON AVENUE,PLIMPTON AVENUE,WEST  170 STREET,EDWARD L GRANT HIGHWAY,WEST  170 STREET,EDWARD L GRANT HIGHWAY,ADDRESS,BRONX,PLIMPTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:43:31.000,04 BRONX,2025220121,BRONX,1005375,245913,MOBILE,Unspecified,BRONX,40.84162431075974,-73.92365150047894,"{'latitude': '40.84162431075974', 'longitude': '-73.92365150047894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:43:27.000,,,,,,,
58889294,2023-09-21T08:22:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10019,117 WEST   57 STREET,WEST   57 STREET,AVENUE OF THE AMERICAS,6 1/2 AVENUE,AVENUE OF THE AMERICAS,6 1/2 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T09:48:11.000,05 MANHATTAN,1010100023,MANHATTAN,990368,217854,MOBILE,Unspecified,MANHATTAN,40.76463321291506,-73.97791431457263,"{'latitude': '40.76463321291506', 'longitude': '-73.97791431457263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:48:07.000,,,,,,,
58890265,2023-09-21T08:22:16.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10027,325 WEST  125 STREET,WEST  125 STREET,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  125 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-25T06:08:34.000,10 MANHATTAN,1019520019,MANHATTAN,997572,234559,MOBILE,Unspecified,MANHATTAN,40.810476037409195,-73.95187509479815,"{'latitude': '40.810476037409195', 'longitude': '-73.95187509479815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T06:08:27.000,,,,,,,
58889056,2023-09-21T08:22:15.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11385,78-05 81 STREET,81 STREET,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,RIDGEWOOD,81 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T10:40:41.000,05 QUEENS,4038320046,QUEENS,1020930,196232,ONLINE,Unspecified,QUEENS,40.705212246892735,-73.86770494677462,"{'latitude': '40.705212246892735', 'longitude': '-73.86770494677462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:54:30.000,,,,,,,
58887676,2023-09-21T08:22:02.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11423,103-11 FARMERS BOULEVARD,FARMERS BOULEVARD,103 AVENUE,104 AVENUE,103 AVENUE,104 AVENUE,ADDRESS,HOLLIS,FARMERS BOULEVARD,Closed,The Department of Sanitation collected the requested items.,2023-09-23T11:31:40.000,12 QUEENS,4108590004,QUEENS,1048711,197003,ONLINE,Unspecified,QUEENS,40.707169680782854,-73.7674992199704,"{'latitude': '40.707169680782854', 'longitude': '-73.7674992199704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T11:07:33.000,,,,,,,
58888201,2023-09-21T08:22:00.000,DOT,Department of Transportation,Traffic Signal Condition,LED Pedestrian Unit,,10025,,,,,CENTRAL PARK WEST,WEST 103 STREET,INTERSECTION,MANHATTAN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T09:50:00.000,07 MANHATTAN,,MANHATTAN,994926,229324,UNKNOWN,Unspecified,MANHATTAN,40.796110994527645,-73.96144192977374,"{'latitude': '40.796110994527645', 'longitude': '-73.96144192977374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:50:00.000,,,,,N/A,,
58892810,2023-09-21T08:21:49.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11375,68-48 FLEET STREET,FLEET STREET,68 AVENUE,69 AVENUE,68 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,FLEET STREET,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-25T11:33:56.000,06 QUEENS,4032010029,QUEENS,1025219,201034,PHONE,Unspecified,QUEENS,40.71837375706792,-73.85220646520007,"{'latitude': '40.71837375706792', 'longitude': '-73.85220646520007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T11:33:51.000,,,,,,,
58884024,2023-09-21T08:21:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,3 WINDSOR PLACE,WINDSOR PLACE,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,WINDSOR PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T08:57:19.000,07 BROOKLYN,3011080080,BROOKLYN,988361,180421,MOBILE,Unspecified,BROOKLYN,40.66188972877886,-73.98518234612862,"{'latitude': '40.66188972877886', 'longitude': '-73.98518234612862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:57:15.000,,,,,,,
58883118,2023-09-21T08:21:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,WATER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T08:35:04.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:35:01.000,,,,,,,
58881574,2023-09-21T08:21:18.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11374,85-02 61 ROAD,61 ROAD,85 STREET,ALDERTON STREET,85 STREET,ALDERTON STREET,ADDRESS,REGO PARK,61 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:42:46.000,05 QUEENS,4029490009,QUEENS,1019633,204363,ONLINE,Unspecified,QUEENS,40.727535151705325,-73.87234013704025,"{'latitude': '40.727535151705325', 'longitude': '-73.87234013704025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T10:42:41.000,,,,,,,
58889064,2023-09-21T08:21:17.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10009,115 AVENUE C,AVENUE C,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,ADDRESS,NEW YORK,AVENUE C,Closed,The Department of Sanitation collected the requested items.,2023-09-22T07:48:24.000,03 MANHATTAN,1003900034,MANHATTAN,990165,203185,ONLINE,Unspecified,MANHATTAN,40.724370617795586,-73.97866003523008,"{'latitude': '40.724370617795586', 'longitude': '-73.97866003523008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-14T13:14:38.000,,,,,,,
58891186,2023-09-21T08:21:09.000,DOT,Department of Transportation,Street Condition,Pothole,,11210,ROGERS AVENUE,ROGERS AVENUE,FARRAGUT ROAD,FOSTER AVENUE,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-22T11:30:00.000,14 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-22T11:30:00.000,,,,,N/A,,
58885099,2023-09-21T08:21:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10471,HUXLEY AVENUE,HUXLEY AVENUE,HUXLEY AVENUE,MOSHOLU AVENUE,HUXLEY AVENUE,MOSHOLU AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T19:04:31.000,08 BRONX,,BRONX,1012273,269252,PHONE,Unspecified,BRONX,40.90566344952616,-73.8986236316581,"{'latitude': '40.90566344952616', 'longitude': '-73.8986236316581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T19:04:25.000,,,,,,,
58888631,2023-09-21T08:20:34.000,DOT,Department of Transportation,Street Condition,Pothole,,11226,ROGERS AVENUE,ROGERS AVENUE,BEVERLY ROAD,TILDEN AVENUE,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-22T11:15:00.000,17 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2023-09-22T11:15:00.000,,,,,N/A,,
58889087,2023-09-21T08:20:31.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11218,CATON PLACE,CATON PLACE,CATON PLACE,EAST    8 STREET,CATON PLACE,EAST    8 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:53:36.000,07 BROOKLYN,,BROOKLYN,991644,175901,PHONE,Unspecified,BROOKLYN,40.64948118580735,-73.97335408483526,"{'latitude': '40.64948118580735', 'longitude': '-73.97335408483526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:53:31.000,,,,,,,
58888019,2023-09-21T08:20:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T08:59:14.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T08:59:08.000,,,,,,,
58881566,2023-09-21T08:20:14.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10467,3310 BARNES AVENUE,BARNES AVENUE,CHESTNUT STREET,BARTHOLDI STREET,CHESTNUT STREET,BARTHOLDI STREET,ADDRESS,BRONX,BARNES AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T11:32:12.000,12 BRONX,2046070121,BRONX,1022144,257419,PHONE,Unspecified,BRONX,40.873148759289144,-73.86298118330026,"{'latitude': '40.873148759289144', 'longitude': '-73.86298118330026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T11:32:09.000,,,,,,,
