unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58813388,2023-09-14T17:08:03.000,2023-09-15T08:57:01.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11218,31 OCEAN PARKWAY,OCEAN PARKWAY,,PROSPECT EXPRESSWAY EXIT 5 WB,,PROSPECT EXPRESSWAY EXIT    5 WB,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-15T08:57:01.000,07 BROOKLYN,3053200009,BROOKLYN,991409,176174,PHONE,Unspecified,BROOKLYN,40.65023070460669,-73.9742006695313,"{'latitude': '40.65023070460669', 'longitude': '-73.9742006695313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811053,2023-09-14T17:08:00.000,2023-09-14T21:00:00.000,DEP,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),,11365,49-19 WEEKS LANE,WEEKS LANE,49 AVE,50 AVE,,,ADDRESS,FRESH MEADOWS,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T21:00:00.000,11 QUEENS,4073580033,QUEENS,1044834,212724,ONLINE,Unspecified,QUEENS,40.750347247317336,-73.7813413535727,"{'latitude': '40.750347247317336', 'longitude': '-73.7813413535727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58814997,2023-09-14T17:07:52.000,2023-10-15T00:01:41.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11228,8202 7 AVENUE,7 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-15T00:01:46.000,10 BROOKLYN,3060100047,BROOKLYN,978681,165645,PHONE,Unspecified,BROOKLYN,40.621331983611775,-74.020060659928,"{'latitude': '40.621331983611775', 'longitude': '-74.020060659928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816748,2023-09-14T17:07:28.000,2023-09-14T17:16:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10001,12 WEST   29 STREET,WEST   29 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   29 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T17:16:11.000,05 MANHATTAN,1008300052,MANHATTAN,987680,210926,ONLINE,Unspecified,MANHATTAN,40.74561906685441,-73.98762139916427,"{'latitude': '40.74561906685441', 'longitude': '-73.98762139916427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816955,2023-09-14T17:07:11.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816879,2023-09-14T17:06:56.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10306,11 JACQUES AVENUE,JACQUES AVENUE,NEW DORP PLAZA,EDISON STREET,NEW DORP PLAZA,EDISON STREET,ADDRESS,STATEN ISLAND,JACQUES AVENUE,In Progress,,,02 STATEN ISLAND,5036360036,STATEN ISLAND,952313,148467,ONLINE,Unspecified,STATEN ISLAND,40.57412607274871,-74.1149622347374,"{'latitude': '40.57412607274871', 'longitude': '-74.1149622347374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811065,2023-09-14T17:06:48.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10452,903 SUMMIT AVENUE,SUMMIT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,04 BRONX,2025230043,BRONX,1003210,242022,PHONE,Unspecified,BRONX,40.8309495589551,-73.93148708773295,"{'latitude': '40.8309495589551', 'longitude': '-73.93148708773295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812841,2023-09-14T17:06:47.000,2023-09-14T17:35:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T17:35:25.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811709,2023-09-14T17:06:32.000,2023-09-14T19:20:28.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11105,19-53 46 STREET,46 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,ASTORIA,46 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T19:20:32.000,01 QUEENS,4007740010,QUEENS,1012779,221568,ONLINE,Unspecified,QUEENS,40.77478325470959,-73.89699596343448,"{'latitude': '40.77478325470959', 'longitude': '-73.89699596343448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811482,2023-09-14T17:06:29.000,2023-09-14T17:06:29.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11230,1075 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-14T00:00:00.000,12 BROOKLYN,3065270051,BROOKLYN,992552,165973,UNKNOWN,Unspecified,BROOKLYN,40.62223013565234,-73.9700941207481,"{'latitude': '40.62223013565234', 'longitude': '-73.9700941207481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816778,2023-09-14T17:06:29.000,2023-10-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11206,140 JOHNSON AVENUE,JOHNSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-17T00:00:00.000,01 BROOKLYN,3030700010,BROOKLYN,999730,196675,UNKNOWN,Unspecified,BROOKLYN,40.70649066173036,-73.94416668323859,"{'latitude': '40.70649066173036', 'longitude': '-73.94416668323859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811790,2023-09-14T17:06:28.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,10037,59 WEST  130 STREET,WEST  130 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,10 MANHATTAN,1017280010,MANHATTAN,1000384,234510,UNKNOWN,Unspecified,MANHATTAN,40.810336858259255,-73.94171703835092,"{'latitude': '40.810336858259255', 'longitude': '-73.94171703835092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813521,2023-09-14T17:05:28.000,2023-09-27T16:42:58.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11102,27-19 CRESCENT STREET,CRESCENT STREET,NEWTOWN AVENUE,28 AVENUE,NEWTOWN AVENUE,28 AVENUE,ADDRESS,ASTORIA,CRESCENT STREET,Closed,This request required re-assignment to a new DOT unit.,2023-09-27T16:43:04.000,01 QUEENS,4005740050,QUEENS,1005300,219800,ONLINE,Unspecified,QUEENS,40.76995153298438,-73.92400443642407,"{'latitude': '40.76995153298438', 'longitude': '-73.92400443642407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58819446,2023-09-14T17:05:06.000,2023-09-18T11:04:42.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11201,155 COLUMBIA HEIGHTS,COLUMBIA HEIGHTS,CLARK STREET,PIERREPONT STREET,CLARK STREET,PIERREPONT STREET,ADDRESS,BROOKLYN,COLUMBIA HEIGHTS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T12:45:58.000,02 BROOKLYN,3002340031,BROOKLYN,985188,193459,ONLINE,Unspecified,BROOKLYN,40.697676986835766,-73.99661726588259,"{'latitude': '40.697676986835766', 'longitude': '-73.99661726588259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816195,2023-09-14T17:05:00.000,2023-09-14T19:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10035,2321 1 AVENUE,1 AVENUE,E 118 ST,E 119 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-14T19:20:00.000,11 MANHATTAN,1017950030,MANHATTAN,1002498,229948,MOBILE,Unspecified,MANHATTAN,40.79781131210361,-73.93409276125578,"{'latitude': '40.79781131210361', 'longitude': '-73.93409276125578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814777,2023-09-14T17:04:49.000,2023-09-14T17:44:08.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10009,433 EAST   13 STREET,EAST   13 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   13 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T17:44:12.000,03 MANHATTAN,1004417504,MANHATTAN,989176,205348,PHONE,Unspecified,MANHATTAN,40.730308131763586,-73.98222653717434,"{'latitude': '40.730308131763586', 'longitude': '-73.98222653717434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818201,2023-09-14T17:04:49.000,2023-09-21T09:28:12.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10009,433 EAST   13 STREET,EAST   13 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   13 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T09:28:15.000,03 MANHATTAN,1004417504,MANHATTAN,989176,205348,PHONE,Unspecified,MANHATTAN,40.730308131763586,-73.98222653717434,"{'latitude': '40.730308131763586', 'longitude': '-73.98222653717434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818308,2023-09-14T17:04:31.000,2023-09-15T12:27:51.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Storage Area Not Provided,Street,11105,21-61 STEINWAY STREET,STEINWAY STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,STEINWAY STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T12:27:30.000,01 QUEENS,4007970008,QUEENS,1010532,221141,ONLINE,Unspecified,QUEENS,40.77361821888064,-73.90511042680728,"{'latitude': '40.77361821888064', 'longitude': '-73.90511042680728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818913,2023-09-14T17:04:11.000,2023-09-21T17:48:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10026,1871 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,10 MANHATTAN,1018230061,MANHATTAN,997105,231389,PHONE,Unspecified,MANHATTAN,40.80177595458497,-73.95356817318799,"{'latitude': '40.80177595458497', 'longitude': '-73.95356817318799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815456,2023-09-14T17:04:00.000,2023-09-18T16:22:31.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,700 ESPLANADE GDNS PLAZA,ESPLANADE GDNS PLAZA,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-18T00:00:00.000,10 MANHATTAN,1017440001,MANHATTAN,1001924,238226,PHONE,Unspecified,MANHATTAN,40.820533288941945,-73.93614411094367,"{'latitude': '40.820533288941945', 'longitude': '-73.93614411094367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817191,2023-09-14T17:03:52.000,2023-09-14T19:01:40.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10013,235 GRAND STREET,GRAND STREET,ELIZABETH STREET,BOWERY,ELIZABETH STREET,BOWERY,ADDRESS,NEW YORK,GRAND STREET,Closed,N/A,2023-09-14T19:01:43.000,02 MANHATTAN,1002390020,MANHATTAN,985651,201045,ONLINE,Unspecified,MANHATTAN,40.71849870105596,-73.99494595835152,"{'latitude': '40.71849870105596', 'longitude': '-73.99494595835152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813238,2023-09-14T17:03:49.000,2023-10-23T08:34:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,251 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,12 MANHATTAN,1021390181,MANHATTAN,1000430,246627,PHONE,Unspecified,MANHATTAN,40.84359447667611,-73.94152164528518,"{'latitude': '40.84359447667611', 'longitude': '-73.94152164528518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813126,2023-09-14T17:03:34.000,2023-09-21T17:48:15.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10026,1871 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,10 MANHATTAN,1018230061,MANHATTAN,997105,231389,PHONE,Unspecified,MANHATTAN,40.80177595458497,-73.95356817318799,"{'latitude': '40.80177595458497', 'longitude': '-73.95356817318799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814306,2023-09-14T17:03:26.000,2023-09-18T16:14:35.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11232,325 40 STREET,40 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,07 BROOKLYN,3007080065,BROOKLYN,982025,177126,PHONE,Unspecified,BROOKLYN,40.652846351605966,-74.00801868418947,"{'latitude': '40.652846351605966', 'longitude': '-74.00801868418947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813037,2023-09-14T17:03:15.000,2023-09-14T17:41:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-50 62 ROAD,62 ROAD,102 STREET,YELLOWSTONE BOULEVARD,102 STREET,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,62 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:41:30.000,06 QUEENS,4021220028,QUEENS,1024315,207122,PHONE,Unspecified,QUEENS,40.73508795272568,-73.85543134632108,"{'latitude': '40.73508795272568', 'longitude': '-73.85543134632108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58817565,2023-09-14T17:03:04.000,2023-09-14T17:15:09.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11356,11-10 124 STREET,124 STREET,11 AVENUE,13 AVENUE,11 AVENUE,13 AVENUE,ADDRESS,COLLEGE POINT,124 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T17:15:14.000,07 QUEENS,4039960029,QUEENS,1027503,226327,ONLINE,Unspecified,QUEENS,40.78778564302427,-73.8438043744932,"{'latitude': '40.78778564302427', 'longitude': '-73.8438043744932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812544,2023-09-14T17:03:01.000,2023-09-18T10:56:11.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11238,681 CLASSON AVENUE,CLASSON AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T07:45:17.000,08 BROOKLYN,3011490003,BROOKLYN,995540,185924,PHONE,Unspecified,BROOKLYN,40.67698798974151,-73.95929720488063,"{'latitude': '40.67698798974151', 'longitude': '-73.95929720488063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813818,2023-09-14T17:03:00.000,2023-10-20T00:01:41.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Furniture Store,Business,11378,59-10 57 ROAD,57 ROAD,59 STREET,61 STREET,59 STREET,61 STREET,ADDRESS,MASPETH,57 ROAD,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-20T00:01:45.000,05 QUEENS,4026930016,QUEENS,1009801,202503,PHONE,Unspecified,QUEENS,40.72246377053218,-73.90782046759523,"{'latitude': '40.72246377053218', 'longitude': '-73.90782046759523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813617,2023-09-14T17:02:51.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10128,1642 3 AVENUE,3 AVENUE,EAST 91 STREET,EAST 92 STREET,EAST   91 STREET,EAST   92 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The individual was found and outreach assistance was offered.,2023-09-14T17:26:40.000,08 MANHATTAN,1015200038,MANHATTAN,997743,224382,MOBILE,Unspecified,MANHATTAN,40.78254268094986,-73.95127781621709,"{'latitude': '40.78254268094986', 'longitude': '-73.95127781621709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816490,2023-09-14T17:02:39.000,2023-09-14T17:16:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10001,1165 BROADWAY,BROADWAY,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T17:16:41.000,05 MANHATTAN,1008290022,MANHATTAN,987281,210598,MOBILE,Unspecified,MANHATTAN,40.74471893475964,-73.98906150665235,"{'latitude': '40.74471893475964', 'longitude': '-73.98906150665235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811281,2023-09-14T17:02:34.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812499,2023-09-14T17:02:17.000,2023-09-15T11:08:34.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Home Improvement Contractor,Business,11234,1579 EAST   45 STREET,EAST   45 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   45 STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-15T11:08:36.000,18 BROOKLYN,3078430022,BROOKLYN,1003112,165935,PHONE,Unspecified,BROOKLYN,40.62210964460474,-73.93205447822665,"{'latitude': '40.62210964460474', 'longitude': '-73.93205447822665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815844,2023-09-14T17:02:16.000,2023-09-14T23:44:51.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10023,CENTRAL PARK WEST,CENTRAL PARK WEST,CENTRAL PARK WEST,WEST   73 STREET,CENTRAL PARK WEST,WEST   73 STREET,INTERSECTION,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-14T23:44:59.000,07 MANHATTAN,,MANHATTAN,991047,222323,PHONE,Unspecified,MANHATTAN,40.77689895647993,-73.97545863757868,"{'latitude': '40.77689895647993', 'longitude': '-73.97545863757868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813877,2023-09-14T17:02:00.000,2023-09-15T14:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,11229,2134 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE U,AVENUE V,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-15T14:10:00.000,15 BROOKLYN,3073440020,BROOKLYN,995626,157034,PHONE,Unspecified,BROOKLYN,40.59769100520602,-73.9590358640448,"{'latitude': '40.59769100520602', 'longitude': '-73.9590358640448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818598,2023-09-14T17:01:33.000,2023-09-14T17:32:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10010,5 WEST   25 STREET,WEST   25 STREET,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T17:32:55.000,05 MANHATTAN,1008270028,MANHATTAN,987144,210049,MOBILE,Unspecified,MANHATTAN,40.74321211289257,-73.98955615843465,"{'latitude': '40.74321211289257', 'longitude': '-73.98955615843465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812507,2023-09-14T17:01:29.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10017,WEST 45 STREET,WEST 45 STREET,5 AVENUE,WEST   45 STREET,5 AVENUE,WEST 45 STREET,INTERSECTION,MANHATTAN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-14T19:28:37.000,05 MANHATTAN,,MANHATTAN,989934,214492,MOBILE,Unspecified,MANHATTAN,40.75540567457186,-73.9794838761401,"{'latitude': '40.75540567457186', 'longitude': '-73.9794838761401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815697,2023-09-14T17:01:22.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11223,1906 EAST    5 STREET,EAST    5 STREET,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,EAST    5 STREET,In Progress,,,15 BROOKLYN,3066810323,BROOKLYN,993128,159282,PHONE,Unspecified,BROOKLYN,40.60386416317343,-73.96802802213395,"{'latitude': '40.60386416317343', 'longitude': '-73.96802802213395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818194,2023-09-14T17:01:21.000,2023-09-14T17:07:33.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10016,29 EAST   29 STREET,EAST   29 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T17:07:38.000,05 MANHATTAN,1008590026,MANHATTAN,988436,210514,ONLINE,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812489,2023-09-14T17:01:21.000,2023-09-18T15:58:53.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10016,29 EAST   29 STREET,EAST   29 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   29 STREET,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-18T15:58:59.000,05 MANHATTAN,1008590026,MANHATTAN,988436,210514,ONLINE,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
