unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,vehicle_type
58817195,2023-09-14T13:30:05.000,2023-09-14T15:02:15.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10026,77 LENOX AVENUE,LENOX AVENUE,WEST  113 STREET,WEST  114 STREET,WEST  113 STREET,WEST  114 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,N/A,2023-09-14T15:02:20.000,10 MANHATTAN,1018230036,MANHATTAN,997894,230970,ONLINE,Unspecified,MANHATTAN,40.80062473127581,-73.9507191837823,"{'latitude': '40.80062473127581', 'longitude': '-73.9507191837823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814365,2023-09-14T13:30:04.000,2023-09-20T19:17:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11234,1479 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,18 BROOKLYN,3076700026,BROOKLYN,1000486,164774,PHONE,Unspecified,BROOKLYN,40.61892814379645,-73.94151675949671,"{'latitude': '40.61892814379645', 'longitude': '-73.94151675949671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814330,2023-09-14T13:30:04.000,2023-09-20T19:17:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11234,1479 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,18 BROOKLYN,3076700026,BROOKLYN,1000486,164774,PHONE,Unspecified,BROOKLYN,40.61892814379645,-73.94151675949671,"{'latitude': '40.61892814379645', 'longitude': '-73.94151675949671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813228,2023-09-14T13:30:04.000,2023-09-20T19:17:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11234,1479 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,18 BROOKLYN,3076700026,BROOKLYN,1000486,164774,PHONE,Unspecified,BROOKLYN,40.61892814379645,-73.94151675949671,"{'latitude': '40.61892814379645', 'longitude': '-73.94151675949671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811959,2023-09-14T13:30:04.000,2023-09-20T19:17:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11234,1479 EAST   34 STREET,EAST   34 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,18 BROOKLYN,3076700026,BROOKLYN,1000486,164774,PHONE,Unspecified,BROOKLYN,40.61892814379645,-73.94151675949671,"{'latitude': '40.61892814379645', 'longitude': '-73.94151675949671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818241,2023-09-14T13:29:53.000,2023-09-26T10:22:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,567 BEDFORD AVENUE,BEDFORD AVENUE,PEDESTRIAN PATH,KEAP STREET,PEDESTRIAN PATH,KEAP STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T10:21:36.000,01 BROOKLYN,3021930007,BROOKLYN,995058,195782,ONLINE,Unspecified,BROOKLYN,40.704046527438194,-73.96101909935126,"{'latitude': '40.704046527438194', 'longitude': '-73.96101909935126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813340,2023-09-14T13:29:53.000,2023-09-14T13:42:35.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,2011 EAST   56 STREET,EAST   56 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   56 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T13:42:39.000,18 BROOKLYN,3083990040,BROOKLYN,1006314,162804,PHONE,Unspecified,BROOKLYN,40.61350830720959,-73.92053033173632,"{'latitude': '40.61350830720959', 'longitude': '-73.92053033173632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810700,2023-09-14T13:29:52.000,2023-09-14T13:59:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10013,555 BROOME STREET,BROOME STREET,AVENUE OF THE AMERICAS,VARICK STREET,AVENUE OF THE AMERICAS,VARICK STREET,ADDRESS,NEW YORK,BROOME STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T13:59:49.000,02 MANHATTAN,1004777502,MANHATTAN,982724,203173,PHONE,Unspecified,MANHATTAN,40.72433952665352,-74.00550545574738,"{'latitude': '40.72433952665352', 'longitude': '-74.00550545574738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814627,2023-09-14T13:29:50.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11435,87-68 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,HILLSIDE AVENUE,88 AVENUE,HILLSIDE AVENUE,88 AVENUE,ADDRESS,JAMAICA,SUTPHIN BOULEVARD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:32:01.000,12 QUEENS,4096900010,QUEENS,1037087,196247,ONLINE,Unspecified,QUEENS,40.7051716914037,-73.80943096152451,"{'latitude': '40.7051716914037', 'longitude': '-73.80943096152451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811375,2023-09-14T13:29:47.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10010,401 2 AVENUE,2 AVENUE,EAST   23 STREET,EAST   24 STREET,EAST   23 STREET,EAST   24 STREET,ADDRESS,NEW YORK,2 AVENUE,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:08:18.000,06 MANHATTAN,1009049024,MANHATTAN,989559,208147,ONLINE,Unspecified,MANHATTAN,40.737990475920434,-73.98084242918496,"{'latitude': '40.737990475920434', 'longitude': '-73.98084242918496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"401 2 AVENUE, MANHATTAN (NEW YORK), NY, 10010",,,,,,
58814110,2023-09-14T13:29:16.000,2023-09-14T17:36:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10470,660 EAST  242 STREET,EAST  242 STREET,OSGOOD STREET,RICHARDSON AVENUE,OSGOOD STREET,RICHARDSON AVENUE,ADDRESS,BRONX,EAST  242 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:36:47.000,12 BRONX,2051060051,BRONX,1025621,269386,PHONE,Unspecified,BRONX,40.90597873905552,-73.85033498426777,"{'latitude': '40.90597873905552', 'longitude': '-73.85033498426777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814590,2023-09-14T13:28:58.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11358,45-22 193 STREET,193 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,FLUSHING,193 STREET,In Progress,,,11 QUEENS,4055340086,QUEENS,1042927,214465,ONLINE,Unspecified,QUEENS,40.75513869712565,-73.7882088429418,"{'latitude': '40.75513869712565', 'longitude': '-73.7882088429418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811393,2023-09-14T13:28:51.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11211,DRIGGS AVENUE,DRIGGS AVENUE,DRIGGS AVENUE,NORTH    4 STREET,DRIGGS AVENUE,NORTH 4 STREET,INTERSECTION,BROOKLYN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-14T20:33:37.000,01 BROOKLYN,,BROOKLYN,995831,199909,PHONE,Unspecified,BROOKLYN,40.71537318457241,-73.95822404437244,"{'latitude': '40.71537318457241', 'longitude': '-73.95822404437244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58817955,2023-09-14T13:28:46.000,2023-09-14T14:00:16.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11433,93-12 175 STREET,175 STREET,93 AVENUE,DEAD END,93 AVENUE,DEAD END,ADDRESS,JAMAICA,175 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T14:00:20.000,12 QUEENS,4102190047,QUEENS,1043829,196656,ONLINE,Unspecified,QUEENS,40.706251469860774,-73.78511082981065,"{'latitude': '40.706251469860774', 'longitude': '-73.78511082981065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812432,2023-09-14T13:28:44.000,2023-09-16T07:32:30.000,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,10312,BALLARD AVENUE,BALLARD AVENUE,BALLARD AVENUE,WOODROW ROAD,BALLARD AVENUE,WOODROW ROAD,INTERSECTION,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-16T07:32:34.000,03 STATEN ISLAND,,STATEN ISLAND,930383,138075,ONLINE,Unspecified,STATEN ISLAND,40.54549598301401,-74.19381973110612,"{'latitude': '40.54549598301401', 'longitude': '-74.19381973110612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818108,2023-09-14T13:28:41.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10003,11 EAST   10 STREET,EAST   10 STREET,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,ADDRESS,NEW YORK,EAST   10 STREET,In Progress,,,02 MANHATTAN,1005680030,MANHATTAN,985796,206326,ONLINE,Unspecified,MANHATTAN,40.732993738481085,-73.99442166447194,"{'latitude': '40.732993738481085', 'longitude': '-73.99442166447194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810829,2023-09-14T13:28:35.000,2023-09-14T13:58:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T13:58:14.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812555,2023-09-14T13:28:34.000,2023-09-16T11:41:04.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11231,137 DWIGHT STREET,DWIGHT STREET,WOLCOTT STREET,DIKEMAN STREET,WOLCOTT STREET,DIKEMAN STREET,ADDRESS,BROOKLYN,DWIGHT STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-15T10:51:37.000,06 BROOKLYN,3005780003,BROOKLYN,981376,185164,ONLINE,Unspecified,BROOKLYN,40.674908694087456,-74.01036104359103,"{'latitude': '40.674908694087456', 'longitude': '-74.01036104359103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818248,2023-09-14T13:28:30.000,2023-09-15T12:52:44.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11385,81 AVENUE,81 AVENUE,81 AVENUE,MYRTLE AVENUE,81 AVENUE,MYRTLE AVENUE,INTERSECTION,,,Closed,The Department of Sanitation removed the items.,2023-09-15T04:57:30.000,05 QUEENS,,QUEENS,1022673,195527,MOBILE,Unspecified,QUEENS,40.7032697931464,-73.86142243987099,"{'latitude': '40.7032697931464', 'longitude': '-73.86142243987099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812920,2023-09-14T13:28:28.000,2023-09-14T13:28:28.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11361,36-17 211 STREET,211 STREET,,,,,ADDRESS,BAYSIDE,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-14T00:00:00.000,11 QUEENS,4061700050,QUEENS,1046359,218794,UNKNOWN,Unspecified,QUEENS,40.76699721034242,-73.77578129955094,"{'latitude': '40.76699721034242', 'longitude': '-73.77578129955094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814479,2023-09-14T13:28:28.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11235,2990 BRIGHTON   12 STREET,BRIGHTON   12 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-18T00:00:00.000,13 BROOKLYN,3087110051,BROOKLYN,996347,150661,UNKNOWN,Unspecified,BROOKLYN,40.580197440350034,-73.95645100565585,"{'latitude': '40.580197440350034', 'longitude': '-73.95645100565585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814683,2023-09-14T13:28:09.000,2023-09-19T13:42:32.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10013,53 MOTT STREET,MOTT STREET,PELL STREET,BAYARD STREET,PELL STREET,BAYARD STREET,ADDRESS,NEW YORK,MOTT STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-19T13:42:35.000,03 MANHATTAN,1001640024,MANHATTAN,984650,199967,PHONE,Unspecified,MANHATTAN,40.715539951435424,-73.99855708285739,"{'latitude': '40.715539951435424', 'longitude': '-73.99855708285739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818033,2023-09-14T13:28:02.000,2023-09-14T13:28:02.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,532 LEFFERTS AVENUE,LEFFERTS AVENUE,LAMONT COURT,KINGSTON AVENUE,LAMONT COURT,KINGSTON AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-14T13:28:02.000,09 BROOKLYN,3013320030,BROOKLYN,999899,180754,MOBILE,Unspecified,BROOKLYN,40.66279086531681,-73.94359411021826,"{'latitude': '40.66279086531681', 'longitude': '-73.94359411021826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815199,2023-09-14T13:27:39.000,2023-09-14T14:02:09.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10310,301 NORTH BURGHER AVENUE,NORTH BURGHER AVENUE,SOUTH STREET,CARY AVENUE,SOUTH STREET,CARY AVENUE,ADDRESS,STATEN ISLAND,NORTH BURGHER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T14:02:14.000,01 STATEN ISLAND,5001630009,STATEN ISLAND,952533,170124,PHONE,Unspecified,STATEN ISLAND,40.63357086355736,-74.11427200828398,"{'latitude': '40.63357086355736', 'longitude': '-74.11427200828398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812866,2023-09-14T13:27:33.000,2023-09-14T14:06:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,2332 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST   23 STREET,FLATBUSH AVENUE,EAST   23 STREET,FLATBUSH AVENUE,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:06:21.000,14 BROOKLYN,3052230099,BROOKLYN,996709,172251,MOBILE,Unspecified,BROOKLYN,40.63945704601707,-73.95510798006094,"{'latitude': '40.63945704601707', 'longitude': '-73.95510798006094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814847,2023-09-14T13:27:27.000,2023-10-03T11:33:55.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10013,17 THOMPSON STREET,THOMPSON STREET,BEND,GRAND STREET,BEND,GRAND STREET,ADDRESS,NEW YORK,THOMPSON STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-15T12:54:50.000,02 MANHATTAN,1002270055,MANHATTAN,982976,202527,ONLINE,Unspecified,MANHATTAN,40.7225664529733,-74.00459617563315,"{'latitude': '40.7225664529733', 'longitude': '-74.00459617563315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58818612,2023-09-14T13:27:16.000,2023-09-14T14:05:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11211,329 HEWES STREET,HEWES STREET,HARRISON AVENUE,BROADWAY,HARRISON AVENUE,BROADWAY,ADDRESS,BROOKLYN,HEWES STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T14:05:24.000,01 BROOKLYN,3022080016,BROOKLYN,997235,196692,PHONE,Unspecified,BROOKLYN,40.70654133589378,-73.95316562307998,"{'latitude': '40.70654133589378', 'longitude': '-73.95316562307998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58814274,2023-09-14T13:27:14.000,2023-10-16T20:14:53.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10009,542 EAST   14 STREET,EAST   14 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,03 MANHATTAN,1004070029,MANHATTAN,990134,205145,ONLINE,Unspecified,MANHATTAN,40.72975036103893,-73.97877016235788,"{'latitude': '40.72975036103893', 'longitude': '-73.97877016235788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811086,2023-09-14T13:27:00.000,2023-09-14T13:36:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:36:43.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819075,2023-09-14T13:27:00.000,2023-09-14T14:14:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,84-27 86 ROAD,86 ROAD,FOREST PARKWAY,DEAD END,FOREST PARKWAY,DEAD END,ADDRESS,WOODHAVEN,86 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T14:14:15.000,09 QUEENS,4088540084,QUEENS,1022920,191822,PHONE,Unspecified,QUEENS,40.693099368470975,-73.86055287567802,"{'latitude': '40.693099368470975', 'longitude': '-73.86055287567802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811088,2023-09-14T13:26:51.000,2023-09-14T13:35:52.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:35:56.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812158,2023-09-14T13:26:43.000,2023-09-14T13:36:54.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:36:58.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813295,2023-09-14T13:26:38.000,2023-09-14T13:37:33.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:37:36.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58819475,2023-09-14T13:26:38.000,2023-09-15T12:23:24.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10306,KISWICK STREET,KISWICK STREET,KISWICK STREET,MIDLAND AVENUE,KISWICK STREET,MIDLAND AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T12:23:15.000,02 STATEN ISLAND,,STATEN ISLAND,957496,148435,PHONE,Unspecified,STATEN ISLAND,40.57405539462418,-74.09630510412111,"{'latitude': '40.57405539462418', 'longitude': '-74.09630510412111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811693,2023-09-14T13:26:32.000,2023-09-14T15:10:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T15:10:09.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810614,2023-09-14T13:26:30.000,2023-09-14T15:15:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,2 MONROE PLACE,MONROE PLACE,CLARK STREET,PIERREPONT STREET,CLARK STREET,PIERREPONT STREET,ADDRESS,BROOKLYN,MONROE PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T15:16:01.000,02 BROOKLYN,3002380035,BROOKLYN,986397,193184,MOBILE,Unspecified,BROOKLYN,40.69692196510515,-73.99225730499991,"{'latitude': '40.69692196510515', 'longitude': '-73.99225730499991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58811087,2023-09-14T13:26:28.000,2023-09-14T13:37:13.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T13:37:16.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58815804,2023-09-14T13:26:27.000,2023-09-15T08:59:57.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10302,DECKER AVENUE,DECKER AVENUE,DECKER AVENUE,PALMER AVENUE,DECKER AVENUE,PALMER AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-15T09:00:01.000,01 STATEN ISLAND,,STATEN ISLAND,947231,169397,PHONE,Unspecified,STATEN ISLAND,40.63155483364494,-74.13337037296182,"{'latitude': '40.63155483364494', 'longitude': '-74.13337037296182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813406,2023-09-14T13:26:24.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11233,MACDONOUGH STREET,MACDONOUGH STREET,MACDONOUGH STREET,STUYVESANT AVENUE,MACDONOUGH STREET,STUYVESANT AVENUE,INTERSECTION,,,In Progress,,,03 BROOKLYN,,BROOKLYN,1003127,187889,ONLINE,Unspecified,BROOKLYN,40.68236854005104,-73.93193899844836,"{'latitude': '40.68236854005104', 'longitude': '-73.93193899844836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
