unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58898746,2023-09-22T17:55:31.000,2023-09-23T01:01:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2544 EAST   19 STREET,EAST   19 STREET,AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T01:01:12.000,15 BROOKLYN,3074390027,BROOKLYN,997923,154057,ONLINE,Unspecified,BROOKLYN,40.589516493592676,-73.95077056284912,"{'latitude': '40.589516493592676', 'longitude': '-73.95077056284912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902634,2023-09-22T17:55:22.000,2023-09-22T18:39:41.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11101,10-62 50 AVENUE,50 AVENUE,JACKSON AVENUE,11 STREET,JACKSON AVENUE,11 STREET,ADDRESS,LONG ISLAND CITY,50 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-22T18:39:44.000,02 QUEENS,4000400001,QUEENS,997523,209730,ONLINE,Unspecified,QUEENS,40.742327050606306,-73.95210114920495,"{'latitude': '40.742327050606306', 'longitude': '-73.95210114920495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902635,2023-09-22T17:55:22.000,2023-10-01T08:53:51.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11101,10-62 50 AVENUE,50 AVENUE,JACKSON AVENUE,11 STREET,JACKSON AVENUE,11 STREET,ADDRESS,LONG ISLAND CITY,50 AVENUE,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-10-01T08:53:58.000,02 QUEENS,4000400001,QUEENS,997523,209730,ONLINE,Unspecified,QUEENS,40.742327050606306,-73.95210114920495,"{'latitude': '40.742327050606306', 'longitude': '-73.95210114920495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894002,2023-09-22T17:55:18.000,2023-09-22T19:49:00.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11377,32-75 51 STREET,51 STREET,BROADWAY,NORTHERN BOULEVARD,BROADWAY,NORTHERN BOULEVARD,ADDRESS,WOODSIDE,51 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:49:06.000,01 QUEENS,4011530004,QUEENS,1009364,213929,ONLINE,Unspecified,QUEENS,40.75382654443018,-73.90935436178951,"{'latitude': '40.75382654443018', 'longitude': '-73.90935436178951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898493,2023-09-22T17:55:17.000,2023-09-25T13:20:45.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11207,557 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-25T13:20:48.000,05 BROOKLYN,3038230001,BROOKLYN,1013726,181088,ONLINE,Unspecified,BROOKLYN,40.66367238609039,-73.89375408830891,"{'latitude': '40.66367238609039', 'longitude': '-73.89375408830891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898780,2023-09-22T17:55:11.000,2023-09-23T01:55:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11361,215-37 NORTHERN BOULEVARD,NORTHERN BOULEVARD,215 PLACE,216 STREET,215 PLACE,216 STREET,ADDRESS,BAYSIDE,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:55:39.000,11 QUEENS,,QUEENS,1048973,216505,ONLINE,Unspecified,QUEENS,40.76069576657758,-73.76636662385553,"{'latitude': '40.76069576657758', 'longitude': '-73.76636662385553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898294,2023-09-22T17:54:32.000,2023-09-25T14:31:44.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11104,41-15 SKILLMAN AVENUE,SKILLMAN AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,SUNNYSIDE,SKILLMAN AVENUE,Closed,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,2023-09-25T14:31:42.000,02 QUEENS,4001830289,QUEENS,1005747,211470,PHONE,Unspecified,QUEENS,40.74708674642574,-73.92241729490974,"{'latitude': '40.74708674642574', 'longitude': '-73.92241729490974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894107,2023-09-22T17:54:31.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11370,31 AVENUE,31 AVENUE,31 AVENUE,77 STREET,31 AVENUE,77 STREET,INTERSECTION,,,In Progress,,,03 QUEENS,,QUEENS,1014533,215726,PHONE,Unspecified,QUEENS,40.75874265551175,-73.89068946866949,"{'latitude': '40.75874265551175', 'longitude': '-73.89068946866949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892233,2023-09-22T17:54:01.000,2023-09-22T21:51:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,107-29 106 STREET,106 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,OZONE PARK,106 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:51:16.000,10 QUEENS,4095440067,QUEENS,1030193,187360,ONLINE,Unspecified,QUEENS,40.68081745551974,-73.83435633768659,"{'latitude': '40.68081745551974', 'longitude': '-73.83435633768659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897700,2023-09-22T17:54:00.000,2023-09-22T18:32:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,EAST  188 STREET,EAST  188 STREET,EAST  188 STREET,HUGHES AVENUE,EAST  188 STREET,HUGHES AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T18:33:02.000,06 BRONX,,BRONX,1015754,251196,ONLINE,Unspecified,BRONX,40.85609364469046,-73.88611565569755,"{'latitude': '40.85609364469046', 'longitude': '-73.88611565569755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892142,2023-09-22T17:53:53.000,2023-09-22T18:07:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10462,2173 WHITE PLAINS ROAD,WHITE PLAINS ROAD,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T18:07:52.000,11 BRONX,2043170060,BRONX,1020858,251027,MOBILE,Unspecified,BRONX,40.85561010244505,-73.86766606850851,"{'latitude': '40.85561010244505', 'longitude': '-73.86766606850851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894040,2023-09-22T17:53:51.000,2023-10-23T13:40:36.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10035,175 EAST  128 STREET,EAST  128 STREET,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,ADDRESS,NEW YORK,EAST  128 STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T13:40:41.000,11 MANHATTAN,1017770090,MANHATTAN,1002282,232875,PHONE,Unspecified,MANHATTAN,40.80584556673413,-73.93486503850421,"{'latitude': '40.80584556673413', 'longitude': '-73.93486503850421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901211,2023-09-22T17:53:47.000,2023-09-22T18:15:54.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10023,310 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   74 STREET,WEST   75 STREET,WEST   74 STREET,WEST   75 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-22T18:15:59.000,07 MANHATTAN,1011467501,MANHATTAN,990460,223123,MOBILE,Unspecified,MANHATTAN,40.779095177363196,-73.97757733016499,"{'latitude': '40.779095177363196', 'longitude': '-73.97757733016499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893234,2023-09-22T17:53:44.000,2023-09-22T19:30:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10469,3427 WILSON AVENUE,WILSON AVENUE,BOSTON ROAD,EAST  214 STREET,BOSTON ROAD,EAST  214 STREET,ADDRESS,BRONX,WILSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T19:30:50.000,12 BRONX,,BRONX,1025493,258360,MOBILE,Unspecified,BRONX,40.875716497571936,-73.850865949299,"{'latitude': '40.875716497571936', 'longitude': '-73.850865949299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902701,2023-09-22T17:53:14.000,2023-10-10T11:24:43.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10013,245 CANAL STREET,CANAL STREET,CENTRE STREET,LAFAYETTE STREET,CENTRE STREET,LAFAYETTE STREET,ADDRESS,NEW YORK,CANAL STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-23T11:38:16.000,02 MANHATTAN,1002080021,MANHATTAN,984173,200958,ONLINE,Unspecified,MANHATTAN,40.71826001755865,-74.00027777288585,"{'latitude': '40.71826001755865', 'longitude': '-74.00027777288585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893315,2023-09-22T17:53:02.000,2023-09-22T18:22:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,108 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   64 STREET,WEST   65 STREET,WEST   64 STREET,WEST   65 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T18:22:34.000,07 MANHATTAN,1011560030,MANHATTAN,988373,221210,MOBILE,Unspecified,MANHATTAN,40.77384571553285,-73.98511410957431,"{'latitude': '40.77384571553285', 'longitude': '-73.98511410957431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897062,2023-09-22T17:53:00.000,2023-09-23T07:03:37.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11421,92-42 76 STREET,76 STREET,ROCKAWAY BOULEVARD,93 AVENUE,ROCKAWAY BOULEVARD,93 AVENUE,ADDRESS,WOODHAVEN,76 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-23T07:03:36.000,09 QUEENS,4089460129,QUEENS,1021925,188899,ONLINE,Unspecified,QUEENS,40.68508070671529,-73.86415726566463,"{'latitude': '40.68508070671529', 'longitude': '-73.86415726566463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894522,2023-09-22T17:53:00.000,2023-09-25T12:24:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11211,281 UNION AVENUE,UNION AVENUE,SCHOLES ST,STAGG ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:24:00.000,01 BROOKLYN,3024260001,BROOKLYN,997902,197481,ONLINE,Unspecified,BROOKLYN,40.70870595008267,-73.95075828420575,"{'latitude': '40.70870595008267', 'longitude': '-73.95075828420575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58896135,2023-09-22T17:52:57.000,2023-09-22T21:14:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11423,93-26 205 STREET,205 STREET,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,ADDRESS,HOLLIS,205 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T21:14:50.000,12 QUEENS,4104780033,QUEENS,1051786,200003,MOBILE,Unspecified,QUEENS,40.715380999709005,-73.75637813657814,"{'latitude': '40.715380999709005', 'longitude': '-73.75637813657814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894230,2023-09-22T17:52:40.000,2023-09-28T10:50:54.000,DOT,Department of Transportation,Street Sign - Dangling,St Name - Attached to Pole,Street,11417,100-03 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,COHANCY STREET,ROCKAWAY LINE,COHANCY STREET,ROCKAWAY LINE,ADDRESS,OZONE PARK,NORTH CONDUIT AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-26T09:24:05.000,10 QUEENS,4115620106,QUEENS,1030181,182350,MOBILE,Unspecified,QUEENS,40.66706621853642,-73.83443374341958,"{'latitude': '40.66706621853642', 'longitude': '-73.83443374341958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892414,2023-09-22T17:52:26.000,2023-09-26T20:39:16.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10009,414 EAST   11 STREET,EAST   11 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-26T00:00:00.000,03 MANHATTAN,1004380015,MANHATTAN,988837,204919,ONLINE,Unspecified,MANHATTAN,40.7291308139736,-73.98344997288895,"{'latitude': '40.7291308139736', 'longitude': '-73.98344997288895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900744,2023-09-22T17:52:26.000,2023-10-02T13:34:55.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10009,414 EAST   11 STREET,EAST   11 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,03 MANHATTAN,1004380015,MANHATTAN,988837,204919,ONLINE,Unspecified,MANHATTAN,40.7291308139736,-73.98344997288895,"{'latitude': '40.7291308139736', 'longitude': '-73.98344997288895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897973,2023-09-22T17:52:26.000,2023-10-30T20:40:45.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10009,414 EAST   11 STREET,EAST   11 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-30T00:00:00.000,03 MANHATTAN,1004380015,MANHATTAN,988837,204919,ONLINE,Unspecified,MANHATTAN,40.7291308139736,-73.98344997288895,"{'latitude': '40.7291308139736', 'longitude': '-73.98344997288895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896530,2023-09-22T17:52:26.000,2023-10-30T20:40:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10009,414 EAST   11 STREET,EAST   11 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-30T00:00:00.000,03 MANHATTAN,1004380015,MANHATTAN,988837,204919,ONLINE,Unspecified,MANHATTAN,40.7291308139736,-73.98344997288895,"{'latitude': '40.7291308139736', 'longitude': '-73.98344997288895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893833,2023-09-22T17:52:26.000,2023-09-25T09:26:01.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10009,414 EAST   11 STREET,EAST   11 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,03 MANHATTAN,1004380015,MANHATTAN,988837,204919,ONLINE,Unspecified,MANHATTAN,40.7291308139736,-73.98344997288895,"{'latitude': '40.7291308139736', 'longitude': '-73.98344997288895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896591,2023-09-22T17:52:26.000,2023-09-25T09:26:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10009,414 EAST   11 STREET,EAST   11 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,03 MANHATTAN,1004380015,MANHATTAN,988837,204919,ONLINE,Unspecified,MANHATTAN,40.7291308139736,-73.98344997288895,"{'latitude': '40.7291308139736', 'longitude': '-73.98344997288895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900707,2023-09-22T17:52:26.000,2023-09-25T09:26:00.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10009,414 EAST   11 STREET,EAST   11 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,03 MANHATTAN,1004380015,MANHATTAN,988837,204919,ONLINE,Unspecified,MANHATTAN,40.7291308139736,-73.98344997288895,"{'latitude': '40.7291308139736', 'longitude': '-73.98344997288895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894672,2023-09-22T17:52:20.000,2023-09-22T18:37:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11207,524 LIBERTY AVENUE,LIBERTY AVENUE,VAN SICLEN AVENUE,HENDRIX STREET,VAN SICLEN AVENUE,HENDRIX STREET,ADDRESS,BROOKLYN,LIBERTY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T18:37:23.000,05 BROOKLYN,3039780019,BROOKLYN,1014630,185321,PHONE,Unspecified,BROOKLYN,40.67528796103891,-73.89047655685614,"{'latitude': '40.67528796103891', 'longitude': '-73.89047655685614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897522,2023-09-22T17:52:17.000,2023-09-22T18:58:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,1264 ADEE AVENUE,ADEE AVENUE,THROOP AVENUE,BOUCK AVENUE,THROOP AVENUE,BOUCK AVENUE,ADDRESS,BRONX,ADEE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T18:58:15.000,11 BRONX,2045630042,BRONX,1025640,256055,ONLINE,Unspecified,BRONX,40.86938930097099,-73.85034863986131,"{'latitude': '40.86938930097099', 'longitude': '-73.85034863986131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901439,2023-09-22T17:52:12.000,2023-09-23T11:43:12.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Street,10019,410 WEST   49 STREET,WEST   49 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   49 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T11:43:12.000,04 MANHATTAN,1010580038,MANHATTAN,987008,217300,PHONE,Unspecified,MANHATTAN,40.76311431248684,-73.99004397992925,"{'latitude': '40.76311431248684', 'longitude': '-73.99004397992925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895084,2023-09-22T17:51:51.000,2023-09-22T19:09:53.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11237,13 WILSON AVENUE,WILSON AVENUE,NOLL STREET,GEORGE STREET,NOLL STREET,GEORGE STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T19:09:58.000,04 BROOKLYN,3031550007,BROOKLYN,1003545,195544,MOBILE,Unspecified,BROOKLYN,40.70337883729216,-73.93040997417383,"{'latitude': '40.70337883729216', 'longitude': '-73.93040997417383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892954,2023-09-22T17:51:21.000,2023-09-23T10:43:15.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11219,4509 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,11 AVENUE,46 STREET,11 AVENUE,46 STREET,ADDRESS,BROOKLYN,NEW UTRECHT AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-23T04:18:35.000,12 BROOKLYN,3056150012,BROOKLYN,985817,172329,ONLINE,Unspecified,BROOKLYN,40.63967976346691,-73.99435379829804,"{'latitude': '40.63967976346691', 'longitude': '-73.99435379829804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897043,2023-09-22T17:51:18.000,2023-09-25T09:13:25.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11238,118 ST JAMES PLACE,ST JAMES PLACE,GREENE AVENUE,GATES AVENUE,GREENE AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,ST JAMES PLACE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-25T09:13:28.000,02 BROOKLYN,3019630049,BROOKLYN,994133,189308,MOBILE,Unspecified,BROOKLYN,40.686277982275215,-73.96436476847484,"{'latitude': '40.686277982275215', 'longitude': '-73.96436476847484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892050,2023-09-22T17:51:05.000,2023-09-22T18:57:36.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,1912 ALBANY AVENUE,ALBANY AVENUE,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T18:57:40.000,18 BROOKLYN,3077880055,BROOKLYN,1001902,167533,MOBILE,Unspecified,BROOKLYN,40.62649831230544,-73.93640901275799,"{'latitude': '40.62649831230544', 'longitude': '-73.93640901275799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899263,2023-09-22T17:50:51.000,2023-09-22T18:23:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,130 WEST  142 STREET,WEST  142 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  142 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T18:23:57.000,10 MANHATTAN,1020100042,MANHATTAN,1001194,237664,ONLINE,Unspecified,MANHATTAN,40.81899218813965,-73.938783007798,"{'latitude': '40.81899218813965', 'longitude': '-73.938783007798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893363,2023-09-22T17:50:43.000,2023-09-22T18:15:17.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11209,552 82 STREET,82 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,82 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T18:15:22.000,10 BROOKLYN,3060090024,BROOKLYN,977719,166461,ONLINE,Unspecified,BROOKLYN,40.62357107616581,-74.02352676703748,"{'latitude': '40.62357107616581', 'longitude': '-74.02352676703748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898867,2023-09-22T17:50:41.000,2023-09-22T19:58:18.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10034,145 VERMILYEA AVENUE,VERMILYEA AVENUE,WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,ADDRESS,NEW YORK,VERMILYEA AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T19:58:24.000,12 MANHATTAN,1022270001,MANHATTAN,1006306,255116,PHONE,Unspecified,MANHATTAN,40.8668815171514,-73.9202564683571,"{'latitude': '40.8668815171514', 'longitude': '-73.9202564683571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899997,2023-09-22T17:50:34.000,2023-09-25T13:27:00.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11207,49 MILLER AVENUE,MILLER AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,SUNNYSIDE AVENUE,JAMAICA AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-25T13:27:03.000,05 BROOKLYN,3038960044,BROOKLYN,1013829,187180,ONLINE,Unspecified,BROOKLYN,40.68039320462723,-73.89335609324715,"{'latitude': '40.68039320462723', 'longitude': '-73.89335609324715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
